Date	2020年11月24日火曜日 05時13分11秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	200
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	200.000
保存終了波長[nm]	800.000
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
200.047	0.386795
200.422	0.420728
200.796	0.425455
201.171	0.429444
201.546	0.434984
201.921	0.448591
202.296	0.459515
202.671	0.481569
203.045	0.452210
203.420	0.440920
203.795	0.438741
204.170	0.436843
204.544	0.425314
204.919	0.436840
205.294	0.417019
205.668	0.422721
206.043	0.416961
206.417	0.407500
206.792	0.399933
207.166	0.404065
207.541	0.388988
207.915	0.375433
208.289	0.371744
208.664	0.382118
209.038	0.373710
209.412	0.391602
209.787	0.420064
210.161	0.427622
210.535	0.446718
210.909	0.439860
211.284	0.450884
211.658	0.475449
212.032	0.500072
212.406	0.478641
212.780	0.467596
213.154	0.468175
213.528	0.445795
213.902	0.413868
214.276	0.398296
214.650	0.407603
215.024	0.426501
215.398	0.436416
215.772	0.421096
216.145	0.432388
216.519	0.445260
216.893	0.453654
217.267	0.447118
217.640	0.470265
218.014	0.492658
218.388	0.526579
218.761	0.501935
219.135	0.495584
219.508	0.489068
219.882	0.494484
220.256	0.484327
220.629	0.497449
221.003	0.469823
221.376	0.485352
221.749	0.472767
222.123	0.475923
222.496	0.474541
222.869	0.489614
223.243	0.494684
223.616	0.502502
223.989	0.523535
224.362	0.533678
224.736	0.531113
225.109	0.536820
225.482	0.520105
225.855	0.521917
226.228	0.479266
226.601	0.457782
226.974	0.451109
227.347	0.465142
227.720	0.462316
228.093	0.450880
228.466	0.444175
228.839	0.437479
229.212	0.436114
229.585	0.433779
229.957	0.432970
230.330	0.434159
230.703	0.428650
231.076	0.420239
231.448	0.409401
231.821	0.398505
232.194	0.402056
232.566	0.377090
232.939	0.372555
233.311	0.378113
233.684	0.386150
234.056	0.394106
234.429	0.408428
234.801	0.430562
235.174	0.461753
235.546	0.477565
235.918	0.486088
236.291	0.482330
236.663	0.499273
237.035	0.500540
237.408	0.493133
237.780	0.487531
238.152	0.484103
