Date	2020年11月24日火曜日 06時13分10秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	200
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	200.000
保存終了波長[nm]	800.000
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
200.047	0.254559
200.422	0.298240
200.796	0.323276
201.171	0.330986
201.546	0.370309
201.921	0.372712
202.296	0.373698
202.671	0.371696
203.045	0.362817
203.420	0.351205
203.795	0.349294
204.170	0.332212
204.544	0.303609
204.919	0.297191
205.294	0.302717
205.668	0.285762
206.043	0.287448
206.417	0.272122
206.792	0.260259
207.166	0.252847
207.541	0.257730
207.915	0.250889
208.289	0.261988
208.664	0.250143
209.038	0.269494
209.412	0.269458
209.787	0.292611
210.161	0.291543
210.535	0.298549
210.909	0.311454
211.284	0.328832
211.658	0.344832
212.032	0.343949
212.406	0.336799
212.780	0.357615
213.154	0.355971
213.528	0.344510
213.902	0.330168
214.276	0.326741
214.650	0.331909
215.024	0.325262
215.398	0.328331
215.772	0.331358
216.145	0.321699
216.519	0.334142
216.893	0.334617
217.267	0.332931
217.640	0.346912
218.014	0.351604
218.388	0.353959
218.761	0.360192
219.135	0.346317
219.508	0.343822
219.882	0.341193
220.256	0.354289
220.629	0.350562
221.003	0.348137
221.376	0.340183
221.749	0.318419
222.123	0.328265
222.496	0.317730
222.869	0.328203
223.243	0.340037
223.616	0.351372
223.989	0.346122
224.362	0.358668
224.736	0.362245
225.109	0.358758
225.482	0.348940
225.855	0.361440
226.228	0.344858
226.601	0.366558
226.974	0.350659
227.347	0.344630
227.720	0.329597
228.093	0.322544
228.466	0.304088
228.839	0.305249
229.212	0.308351
229.585	0.316305
229.957	0.321938
230.330	0.339593
230.703	0.318894
231.076	0.318201
231.448	0.321825
231.821	0.322549
232.194	0.330348
232.566	0.338301
232.939	0.336459
233.311	0.325888
233.684	0.327547
234.056	0.327639
234.429	0.322119
234.801	0.316600
235.174	0.323794
235.546	0.329808
235.918	0.333655
236.291	0.332034
236.663	0.327246
237.035	0.329774
237.408	0.331410
237.780	0.336040
238.152	0.338113
