Date	2020年11月24日火曜日 05時51分01秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	200
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	200.000
保存終了波長[nm]	800.000
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
200.047	0.681353
200.422	0.654622
200.796	0.570448
201.171	0.590171
201.546	0.584439
201.921	0.600783
202.296	0.621001
202.671	0.677452
203.045	0.698183
203.420	0.757065
203.795	0.862616
204.170	0.828099
204.544	0.805118
204.919	0.814547
205.294	0.797109
205.668	0.798534
206.043	0.792077
206.417	0.713816
206.792	0.720302
207.166	0.702366
207.541	0.669803
207.915	0.662041
208.289	0.694447
208.664	0.692016
209.038	0.682918
209.412	0.793860
209.787	0.719335
210.161	0.719132
210.535	0.796587
210.909	0.753934
211.284	0.701398
211.658	0.707668
212.032	0.744180
212.406	0.738311
212.780	0.830181
213.154	0.761187
213.528	0.683350
213.902	0.786497
214.276	0.834306
214.650	0.704295
215.024	0.715448
215.398	0.742152
215.772	0.751365
216.145	0.676380
216.519	0.657752
216.893	0.640705
217.267	0.671251
217.640	0.611145
218.014	0.547223
218.388	0.501848
218.761	0.505997
219.135	0.520378
219.508	0.525498
219.882	0.499478
220.256	0.464117
220.629	0.452854
221.003	0.422214
221.376	0.419334
221.749	0.434379
222.123	0.443052
222.496	0.458617
222.869	0.465488
223.243	0.455961
223.616	0.443735
223.989	0.488410
224.362	0.550502
224.736	0.543993
225.109	0.596119
225.482	0.647679
225.855	0.631705
226.228	0.668562
226.601	0.681279
226.974	0.727487
227.347	0.821644
227.720	0.812854
228.093	0.685856
228.466	0.656535
228.839	0.693681
229.212	0.692484
229.585	0.665415
229.957	0.660547
230.330	0.661567
230.703	0.685380
231.076	0.721750
231.448	0.655212
231.821	0.707525
232.194	0.716645
232.566	0.707894
232.939	0.754690
233.311	0.687367
233.684	0.652324
234.056	0.679067
234.429	0.673530
234.801	0.655851
235.174	0.596006
235.546	0.586540
235.918	0.572713
236.291	0.592720
236.663	0.574435
237.035	0.535763
237.408	0.542657
237.780	0.566972
238.152	0.564911
