2D Measure spectrum data V5.74

<< MEASURE 1 >>
Data count = 2048
Exposure time = 30000 msec
Average = 10
Inspected time = 2021/06/16 11:50

Wave-dcm-1,Dark spec.  ,Spectrum
    108.17,        ____,  3296.80000
    108.66,        ____,  3297.20000
    109.15,        ____,  3297.80000
    109.65,        ____,  3303.60000
    110.14,        ____,  3296.40000
    110.63,        ____,  3284.50000
    111.13,        ____,  3286.90000
    111.62,        ____,  3264.20000
    112.11,        ____,  3277.70000
    112.60,        ____,  3299.50000
    113.10,        ____,  3294.10000
    113.59,        ____,  3317.60000
    114.08,        ____,  3335.70000
    114.58,        ____,  3318.70000
    115.07,        ____,  3361.40000
    115.56,        ____,  3369.70000
    116.06,        ____,  3363.90000
    116.55,        ____,  3370.10000
    117.04,        ____,  3359.00000
    117.53,        ____,  3340.50000
    118.03,        ____,  3380.00000
    118.52,        ____,  3391.90000
    119.01,        ____,  3401.40000
    119.51,        ____,  3501.30000
    120.00,        ____,  3615.90000
    120.49,        ____,  3677.80000
    120.98,        ____,  3709.80000
    121.48,        ____,  3656.50000
    121.97,        ____,  3571.80000
    122.46,        ____,  3586.20000
    122.95,        ____,  3650.00000
    123.45,        ____,  3718.10000
    123.94,        ____,  3755.60000
    124.43,        ____,  3809.30000
    124.92,        ____,  3864.70000
    125.42,        ____,  3890.10000
    125.91,        ____,  3938.90000
    126.40,        ____,  3951.70000
    126.89,        ____,  3950.10000
    127.39,        ____,  3971.30000
    127.88,        ____,  4001.40000
    128.37,        ____,  4036.80000
    128.86,        ____,  4094.80000
    129.35,        ____,  4112.60000
    129.85,        ____,  4146.90000
    130.34,        ____,  4150.80000
    130.83,        ____,  4172.30000
    131.32,        ____,  4204.00000
    131.81,        ____,  4228.00000
    132.31,        ____,  4250.80000
    132.80,        ____,  4272.60000
    133.29,        ____,  4276.10000
    133.78,        ____,  4306.50000
    134.27,        ____,  4342.20000
    134.77,        ____,  4379.40000
    135.26,        ____,  4439.30000
    135.75,        ____,  4470.00000
    136.24,        ____,  4530.30000
    136.73,        ____,  4540.30000
    137.23,        ____,  4583.50000
    137.72,        ____,  4597.00000
    138.21,        ____,  4608.00000
    138.70,        ____,  4594.40000
    139.19,        ____,  4634.20000
    139.68,        ____,  4628.60000
    140.18,        ____,  4656.40000
    140.67,        ____,  4682.20000
    141.16,        ____,  4706.70000
    141.65,        ____,  4712.90000
    142.14,        ____,  4738.20000
    142.63,        ____,  4786.20000
    143.13,        ____,  4814.70000
    143.62,        ____,  4881.90000
    144.11,        ____,  4909.50000
    144.60,        ____,  4897.90000
    145.09,        ____,  4905.40000
    145.58,        ____,  4976.10000
    146.07,        ____,  5013.10000
    146.56,        ____,  5048.70000
    147.06,        ____,  5057.10000
