2D Measure spectrum data V5.74

<< MEASURE 1 >>
Data count = 2048
Exposure time = 30000 msec
Average = 10
Inspected time = 2021/06/16 14:33

Wave-dcm-1,Dark spec.  ,Spectrum
    108.17,        ____,  4327.10000
    108.66,        ____,  4314.40000
    109.15,        ____,  4292.90000
    109.65,        ____,  4270.00000
    110.14,        ____,  4241.70000
    110.63,        ____,  4211.50000
    111.13,        ____,  4200.70000
    111.62,        ____,  4169.60000
    112.11,        ____,  4162.70000
    112.60,        ____,  4186.30000
    113.10,        ____,  4175.80000
    113.59,        ____,  4208.50000
    114.08,        ____,  4234.20000
    114.58,        ____,  4230.20000
    115.07,        ____,  4268.90000
    115.56,        ____,  4285.40000
    116.06,        ____,  4268.40000
    116.55,        ____,  4275.30000
    117.04,        ____,  4273.10000
    117.53,        ____,  4264.90000
    118.03,        ____,  4308.40000
    118.52,        ____,  4329.10000
    119.01,        ____,  4334.60000
    119.51,        ____,  4442.60000
    120.00,        ____,  4563.60000
    120.49,        ____,  4642.50000
    120.98,        ____,  4691.20000
    121.48,        ____,  4664.40000
    121.97,        ____,  4618.70000
    122.46,        ____,  4669.40000
    122.95,        ____,  4761.80000
    123.45,        ____,  4855.40000
    123.94,        ____,  4920.00000
    124.43,        ____,  4985.50000
    124.92,        ____,  5068.30000
    125.42,        ____,  5113.90000
    125.91,        ____,  5191.20000
    126.40,        ____,  5236.80000
    126.89,        ____,  5251.50000
    127.39,        ____,  5270.50000
    127.88,        ____,  5297.80000
    128.37,        ____,  5321.70000
    128.86,        ____,  5385.20000
    129.35,        ____,  5434.90000
    129.85,        ____,  5495.60000
    130.34,        ____,  5543.20000
    130.83,        ____,  5600.90000
    131.32,        ____,  5653.90000
    131.81,        ____,  5694.40000
    132.31,        ____,  5724.50000
    132.80,        ____,  5748.10000
    133.29,        ____,  5752.40000
    133.78,        ____,  5787.50000
    134.27,        ____,  5843.00000
    134.77,        ____,  5894.00000
    135.26,        ____,  5969.50000
    135.75,        ____,  6018.40000
    136.24,        ____,  6092.70000
    136.73,        ____,  6118.70000
    137.23,        ____,  6177.10000
    137.72,        ____,  6178.20000
    138.21,        ____,  6190.00000
    138.70,        ____,  6201.60000
    139.19,        ____,  6265.00000
    139.68,        ____,  6284.00000
    140.18,        ____,  6323.40000
    140.67,        ____,  6336.90000
    141.16,        ____,  6353.30000
    141.65,        ____,  6377.10000
    142.14,        ____,  6413.30000
    142.63,        ____,  6486.40000
    143.13,        ____,  6519.70000
    143.62,        ____,  6559.60000
    144.11,        ____,  6561.50000
    144.60,        ____,  6535.30000
    145.09,        ____,  6544.60000
    145.58,        ____,  6638.80000
    146.07,        ____,  6691.10000
    146.56,        ____,  6743.90000
    147.06,        ____,  6787.20000
    147.55,        ____,  6822.70000
    148.04,        ____,  6849.80000
    148.53,        ____,  6930.70000
    149.02,        ____,  6954.60000
    149.51,        ____,  7059.50000
    150.00,        ____,  7121.40000
    150.49,        ____,  7152.00000
    150.99,        ____,  7149.50000
    151.48,        ____,  7134.00000
    151.97,        ____,  7096.70000
    152.46,        ____,  7147.60000
    152.95,        ____,  7168.80000
    153.44,        ____,  7196.60000
    153.93,        ____,  7241.00000
    154.42,        ____,  7282.80000
    154.91,        ____,  7287.70000
    155.40,        ____,  7298.60000
    155.89,        ____,  7292.00000
    156.39,        ____,  7281.60000
    156.88,        ____,  7236.30000
    157.37,        ____,  7229.70000
    157.86,        ____,  7222.90000
    158.35,        ____,  7281.00000
    158.84,        ____,  7362.90000
    159.33,        ____,  7456.80000
    159.82,        ____,  7515.30000
    160.31,        ____,  7559.00000
    160.80,        ____,  7578.10000
    161.29,        ____,  7534.00000
    161.78,        ____,  7503.20000
    162.27,        ____,  7458.10000
    162.76,        ____,  7452.10000
    163.25,        ____,  7474.60000
    163.74,        ____,  7511.60000
    164.23,        ____,  7514.20000
    164.72,        ____,  7560.00000
    165.21,        ____,  7533.10000
    165.70,        ____,  7512.80000
    166.20,        ____,  7562.90000
    166.69,        ____,  7579.70000
    167.18,        ____,  7572.50000
    167.67,        ____,  7576.20000
    168.16,        ____,  7532.30000
    168.65,        ____,  7463.10000
    169.14,        ____,  7469.70000
    169.63,        ____,  7421.10000
    170.12,        ____,  7380.20000
    170.61,        ____,  7378.00000
    171.10,        ____,  7431.60000
    171.59,        ____,  7397.70000
    172.08,        ____,  7372.70000
    172.57,        ____,  7322.50000
    173.06,        ____,  7287.70000
    173.55,        ____,  7279.50000
    174.04,        ____,  7270.30000
    174.53,        ____,  7252.10000
    175.02,        ____,  7243.80000
    175.50,        ____,  7263.90000
    175.99,        ____,  7266.10000
    176.48,        ____,  7280.70000
    176.97,        ____,  7238.80000
    177.46,        ____,  7223.10000
    177.95,        ____,  7179.90000
    178.44,        ____,  7147.30000
    178.93,        ____,  7113.00000
    179.42,        ____,  7123.30000
    179.91,        ____,  7128.40000
    180.40,        ____,  7136.90000
    180.89,        ____,  7152.70000
    181.38,        ____,  7157.80000
    181.87,        ____,  7190.20000
    182.36,        ____,  7217.80000
    182.85,        ____,  7221.50000
    183.34,        ____,  7260.90000
    183.83,        ____,  7287.80000
    184.32,        ____,  7292.80000
    184.81,        ____,  7329.50000
    185.29,        ____,  7295.40000
    185.78,        ____,  7242.10000
    186.27,        ____,  7215.20000
    186.76,        ____,  7171.30000
    187.25,        ____,  7116.80000
    187.74,        ____,  7194.20000
    188.23,        ____,  7229.00000
    188.72,        ____,  7265.80000
    189.21,        ____,  7273.00000
    189.70,        ____,  7255.20000
    190.19,        ____,  7212.50000
    190.67,        ____,  7210.60000
    191.16,        ____,  7228.70000
    191.65,        ____,  7230.70000
    192.14,        ____,  7246.80000
    192.63,        ____,  7331.20000
    193.12,        ____,  7364.10000
    193.61,        ____,  7341.10000
    194.10,        ____,  7386.00000
    194.59,        ____,  7363.00000
    195.07,        ____,  7318.00000
    195.56,        ____,  7320.10000
    196.05,        ____,  7267.10000
    196.54,        ____,  7210.90000
    197.03,        ____,  7238.70000
    197.52,        ____,  7267.10000
    198.01,        ____,  7212.90000
    198.49,        ____,  7181.60000
    198.98,        ____,  7144.00000
    199.47,        ____,  7071.20000
    199.96,        ____,  7062.00000
    200.45,        ____,  7096.90000
    200.94,        ____,  7056.10000
    201.43,        ____,  7049.90000
    201.91,        ____,  7037.30000
    202.40,        ____,  6999.60000
    202.89,        ____,  6967.30000
    203.38,        ____,  6983.00000
    203.87,        ____,  6960.60000
    204.36,        ____,  6932.50000
    204.84,        ____,  6952.50000
    205.33,        ____,  6982.90000
    205.82,        ____,  6995.80000
    206.31,        ____,  6997.40000
    206.80,        ____,  6995.30000
    207.28,        ____,  6962.80000
    207.77,        ____,  6971.20000
    208.26,        ____,  6982.60000
    208.75,        ____,  6993.30000
    209.24,        ____,  6987.40000
    209.72,        ____,  7019.00000
    210.21,        ____,  7021.40000
    210.70,        ____,  7015.60000
    211.19,        ____,  7039.80000
    211.68,        ____,  7063.40000
    212.16,        ____,  7095.40000
    212.65,        ____,  7123.00000
    213.14,        ____,  7123.70000
    213.63,        ____,  7125.90000
    214.12,        ____,  7126.60000
    214.60,        ____,  7147.60000
    215.09,        ____,  7179.40000
    215.58,        ____,  7209.40000
    216.07,        ____,  7244.70000
    216.55,        ____,  7281.20000
    217.04,        ____,  7266.90000
    217.53,        ____,  7301.90000
    218.02,        ____,  7342.60000
    218.50,        ____,  7406.00000
    218.99,        ____,  7476.10000
    219.48,        ____,  7527.30000
    219.97,        ____,  7539.50000
    220.45,        ____,  7600.90000
    220.94,        ____,  7644.50000
    221.43,        ____,  7697.20000
    221.92,        ____,  7763.80000
    222.40,        ____,  7786.20000
    222.89,        ____,  7822.10000
    223.38,        ____,  7887.10000
