2D Measure spectrum data V5.74

<< MEASURE 1 >>
Data count = 2048
Exposure time = 30000 msec
Average = 10
Inspected time = 2021/06/16 10:35

Wave-dcm-1,Dark spec.  ,Spectrum
    108.17,        ____,  3856.00000
    108.66,        ____,  3848.30000
    109.15,        ____,  3837.00000
    109.65,        ____,  3829.30000
    110.14,        ____,  3811.70000
    110.63,        ____,  3796.00000
    111.13,        ____,  3803.20000
    111.62,        ____,  3781.00000
    112.11,        ____,  3786.70000
    112.60,        ____,  3797.20000
    113.10,        ____,  3777.60000
    113.59,        ____,  3794.30000
    114.08,        ____,  3815.70000
    114.58,        ____,  3809.20000
    115.07,        ____,  3849.70000
    115.56,        ____,  3857.80000
    116.06,        ____,  3843.20000
    116.55,        ____,  3854.50000
    117.04,        ____,  3858.10000
    117.53,        ____,  3844.00000
    118.03,        ____,  3876.70000
    118.52,        ____,  3888.20000
    119.01,        ____,  3892.60000
    119.51,        ____,  4004.30000
    120.00,        ____,  4127.10000
    120.49,        ____,  4204.20000
    120.98,        ____,  4233.40000
    121.48,        ____,  4195.40000
    121.97,        ____,  4133.20000
    122.46,        ____,  4166.40000
    122.95,        ____,  4248.60000
    123.45,        ____,  4332.90000
    123.94,        ____,  4367.60000
    124.43,        ____,  4423.20000
    124.92,        ____,  4472.00000
    125.42,        ____,  4501.50000
    125.91,        ____,  4561.80000
    126.40,        ____,  4597.80000
    126.89,        ____,  4620.60000
    127.39,        ____,  4655.30000
    127.88,        ____,  4677.20000
    128.37,        ____,  4698.30000
    128.86,        ____,  4746.90000
    129.35,        ____,  4781.70000
    129.85,        ____,  4836.10000
    130.34,        ____,  4868.40000
    130.83,        ____,  4917.70000
    131.32,        ____,  4951.00000
    131.81,        ____,  4981.40000
    132.31,        ____,  4993.10000
    132.80,        ____,  4993.70000
    133.29,        ____,  4978.20000
    133.78,        ____,  5016.20000
    134.27,        ____,  5072.10000
    134.77,        ____,  5137.60000
    135.26,        ____,  5209.70000
    135.75,        ____,  5254.70000
    136.24,        ____,  5322.80000
    136.73,        ____,  5345.80000
    137.23,        ____,  5387.60000
    137.72,        ____,  5380.20000
    138.21,        ____,  5374.60000
    138.70,        ____,  5368.40000
    139.19,        ____,  5422.10000
    139.68,        ____,  5423.80000
    140.18,        ____,  5437.60000
    140.67,        ____,  5446.00000
    141.16,        ____,  5459.80000
    141.65,        ____,  5472.00000
    142.14,        ____,  5495.20000
    142.63,        ____,  5549.70000
    143.13,        ____,  5570.00000
    143.62,        ____,  5624.20000
    144.11,        ____,  5648.30000
    144.60,        ____,  5640.40000
    145.09,        ____,  5641.90000
    145.58,        ____,  5731.50000
    146.07,        ____,  5762.20000
    146.56,        ____,  5780.50000
    147.06,        ____,  5773.40000
    147.55,        ____,  5757.50000
    148.04,        ____,  5736.30000
    148.53,        ____,  5825.60000
    149.02,        ____,  5848.60000
    149.51,        ____,  5951.30000
    150.00,        ____,  6023.90000
    150.49,        ____,  6056.20000
    150.99,        ____,  6067.10000
    151.48,        ____,  6071.80000
    151.97,        ____,  6019.00000
    152.46,        ____,  6055.10000
    152.95,        ____,  6073.00000
    153.44,        ____,  6096.90000
    153.93,        ____,  6139.20000
    154.42,        ____,  6167.20000
    154.91,        ____,  6149.50000
    155.40,        ____,  6128.00000
    155.89,        ____,  6106.00000
    156.39,        ____,  6116.60000
    156.88,        ____,  6102.80000
    157.37,        ____,  6117.00000
    157.86,        ____,  6127.40000
    158.35,        ____,  6149.70000
    158.84,        ____,  6193.20000
    159.33,        ____,  6263.40000
    159.82,        ____,  6301.00000
    160.31,        ____,  6338.70000
    160.80,        ____,  6387.50000
    161.29,        ____,  6346.10000
    161.78,        ____,  6317.70000
    162.27,        ____,  6282.80000
    162.76,        ____,  6273.20000
    163.25,        ____,  6298.30000
    163.74,        ____,  6333.30000
    164.23,        ____,  6318.40000
    164.72,        ____,  6340.60000
    165.21,        ____,  6317.80000
    165.70,        ____,  6317.20000
    166.20,        ____,  6370.10000
    166.69,        ____,  6399.20000
    167.18,        ____,  6402.20000
    167.67,        ____,  6404.80000
    168.16,        ____,  6363.10000
    168.65,        ____,  6309.20000
    169.14,        ____,  6308.50000
    169.63,        ____,  6277.10000
    170.12,        ____,  6249.00000
    170.61,        ____,  6233.90000
    171.10,        ____,  6272.60000
    171.59,        ____,  6250.60000
    172.08,        ____,  6234.30000
    172.57,        ____,  6199.40000
    173.06,        ____,  6191.00000
    173.55,        ____,  6184.90000
    174.04,        ____,  6179.50000
    174.53,        ____,  6161.20000
    175.02,        ____,  6153.70000
    175.50,        ____,  6168.50000
    175.99,        ____,  6193.70000
    176.48,        ____,  6204.60000
    176.97,        ____,  6167.60000
    177.46,        ____,  6146.70000
    177.95,        ____,  6118.50000
    178.44,        ____,  6098.10000
    178.93,        ____,  6082.00000
    179.42,        ____,  6104.40000
    179.91,        ____,  6118.50000
    180.40,        ____,  6137.40000
    180.89,        ____,  6156.30000
    181.38,        ____,  6153.00000
    181.87,        ____,  6164.80000
    182.36,        ____,  6180.80000
    182.85,        ____,  6163.20000
    183.34,        ____,  6211.30000
    183.83,        ____,  6228.30000
    184.32,        ____,  6231.00000
    184.81,        ____,  6289.00000
    185.29,        ____,  6264.30000
    185.78,        ____,  6200.50000
    186.27,        ____,  6199.90000
    186.76,        ____,  6162.60000
    187.25,        ____,  6123.30000
    187.74,        ____,  6215.80000
    188.23,        ____,  6242.90000
    188.72,        ____,  6270.10000
    189.21,        ____,  6297.10000
    189.70,        ____,  6297.80000
    190.19,        ____,  6283.70000
    190.67,        ____,  6298.80000
    191.16,        ____,  6308.10000
    191.65,        ____,  6302.10000
    192.14,        ____,  6297.80000
    192.63,        ____,  6341.00000
    193.12,        ____,  6363.30000
    193.61,        ____,  6364.50000
    194.10,        ____,  6407.80000
    194.59,        ____,  6401.50000
    195.07,        ____,  6383.40000
    195.56,        ____,  6404.20000
    196.05,        ____,  6354.30000
    196.54,        ____,  6311.00000
