2D Measure spectrum data V5.74

<< MEASURE 1 >>
Data count = 2048
Exposure time = 30000 msec
Average = 10
Inspected time = 2020/10/19 18:37

Wave-dcm-1,Dark spec.  ,Spectrum
    108.17,  2240.60000,   535.40000
    108.66,  2247.60000,   526.80000
    109.15,  2253.70000,   525.80000
    109.65,  2280.90000,   525.10000
    110.14,  2291.10000,   522.70000
    110.63,  2299.40000,   524.00000
    111.13,  2317.20000,   516.60000
    111.62,  2309.00000,   507.00000
    112.11,  2311.30000,   514.20000
    112.60,  2333.00000,   516.90000
    113.10,  2325.30000,   503.90000
    113.59,  2346.70000,   499.80000
    114.08,  2365.60000,   499.90000
    114.58,  2355.30000,   500.80000
    115.07,  2393.90000,   514.50000
    115.56,  2408.80000,   511.90000
    116.06,  2402.20000,   499.70000
    116.55,  2406.00000,   488.40000
    117.04,  2394.60000,   488.10000
    117.53,  2372.10000,   491.50000
    118.03,  2405.80000,   502.90000
    118.52,  2413.10000,   508.60000
    119.01,  2399.90000,   522.00000
    119.51,  2491.30000,   515.50000
    120.00,  2573.10000,   532.50000
    120.49,  2611.70000,   541.80000
    120.98,  2605.10000,   563.80000
    121.48,  2528.50000,   575.70000
    121.97,  2421.70000,   593.30000
    122.46,  2427.90000,   581.60000
    122.95,  2448.20000,   596.90000
    123.45,  2489.60000,   631.00000
    123.94,  2492.00000,   693.90000
    124.43,  2511.10000,   726.60000
    124.92,  2536.20000,   738.50000
    125.42,  2534.30000,   717.70000
    125.91,  2545.30000,   692.80000
    126.40,  2535.90000,   689.10000
    126.89,  2513.00000,   706.60000
    127.39,  2506.20000,   720.00000
    127.88,  2507.90000,   732.20000
    128.37,  2504.70000,   754.80000
    128.86,  2528.00000,   776.80000
    129.35,  2520.70000,   792.10000
    129.85,  2525.90000,   806.90000
    130.34,  2519.70000,   810.80000
    130.83,  2522.60000,   826.10000
    131.32,  2528.90000,   845.70000
    131.81,  2536.80000,   858.30000
    132.31,  2536.20000,   864.70000
    132.80,  2538.60000,   866.10000
    133.29,  2528.10000,   851.50000
    133.78,  2532.10000,   863.30000
    134.27,  2547.60000,   875.10000
    134.77,  2557.30000,   883.60000
    135.26,  2578.00000,   897.30000
    135.75,  2579.50000,   907.10000
    136.24,  2593.80000,   914.80000
    136.73,  2578.80000,   920.10000
    137.23,  2594.80000,   926.50000
    137.72,  2584.20000,   932.20000
    138.21,  2579.10000,   942.20000
    138.70,  2570.00000,   944.30000
    139.19,  2599.10000,   957.90000
    139.68,  2588.30000,   962.10000
    140.18,  2593.40000,   973.50000
    140.67,  2601.20000,   982.00000
    141.16,  2603.30000,   989.40000
    141.65,  2599.10000,   989.80000
    142.14,  2601.50000,   992.30000
    142.63,  2617.90000,  1003.10000
    143.13,  2621.90000,  1014.60000
    143.62,  2657.60000,  1027.70000
    144.11,  2656.60000,  1044.00000
    144.60,  2615.00000,  1060.80000
    145.09,  2598.90000,  1070.20000
    145.58,  2649.30000,  1085.80000
    146.07,  2673.40000,  1093.50000
    146.56,  2683.70000,  1107.10000
    147.06,  2679.10000,  1108.70000
    147.55,  2641.70000,  1117.40000
    148.04,  2599.80000,  1117.80000
    148.53,  2635.90000,  1132.10000
    149.02,  2612.10000,  1158.00000
    149.51,  2680.90000,  1190.30000
    150.00,  2739.90000,  1213.10000
    150.49,  2758.60000,  1246.60000
    150.99,  2753.20000,  1265.70000
    151.48,  2732.30000,  1295.70000
    151.97,  2645.80000,  1326.00000
    152.46,  2654.60000,  1352.80000
    152.95,  2633.60000,  1372.60000
    153.44,  2636.90000,  1387.80000
    153.93,  2653.20000,  1394.80000
    154.42,  2674.80000,  1395.30000
    154.91,  2654.90000,  1396.10000
    155.40,  2638.70000,  1405.00000
    155.89,  2620.60000,  1411.90000
    156.39,  2643.80000,  1424.10000
    156.88,  2623.60000,  1439.00000
    157.37,  2636.70000,  1458.80000
    157.86,  2643.60000,  1483.60000
    158.35,  2646.40000,  1514.70000
    158.84,  2666.50000,  1536.90000
    159.33,  2714.80000,  1560.40000
    159.82,  2726.40000,  1581.40000
    160.31,  2737.60000,  1605.80000
    160.80,  2771.80000,  1632.00000
    161.29,  2716.50000,  1658.00000
    161.78,  2678.00000,  1670.00000
    162.27,  2646.30000,  1683.20000
    162.76,  2646.60000,  1693.70000
    163.25,  2663.80000,  1702.00000
    163.74,  2702.50000,  1727.50000
    164.23,  2705.90000,  1749.40000
    164.72,  2725.00000,  1779.10000
    165.21,  2703.90000,  1789.60000
    165.70,  2682.30000,  1809.60000
    166.20,  2717.20000,  1821.70000
    166.69,  2739.20000,  1824.10000
    167.18,  2749.60000,  1836.40000
    167.67,  2746.60000,  1864.70000
    168.16,  2724.30000,  1863.20000
    168.65,  2674.40000,  1867.70000
    169.14,  2702.40000,  1856.90000
    169.63,  2703.70000,  1832.30000
    170.12,  2686.80000,  1827.70000
    170.61,  2686.90000,  1808.40000
    171.10,  2740.70000,  1799.40000
    171.59,  2744.30000,  1793.80000
    172.08,  2754.60000,  1808.80000
    172.57,  2744.70000,  1827.80000
    173.06,  2735.10000,  1838.30000
    173.55,  2726.30000,  1835.50000
    174.04,  2707.90000,  1830.30000
    174.53,  2707.30000,  1828.30000
    175.02,  2704.10000,  1845.30000
    175.50,  2725.80000,  1860.40000
    175.99,  2762.00000,  1857.50000
    176.48,  2784.60000,  1863.90000
    176.97,  2756.80000,  1843.70000
    177.46,  2757.40000,  1830.40000
    177.95,  2725.60000,  1821.20000
    178.44,  2709.20000,  1814.40000
    178.93,  2696.00000,  1800.40000
    179.42,  2717.10000,  1798.20000
    179.91,  2729.20000,  1799.40000
    180.40,  2739.20000,  1810.70000
