出力日時,2021/06/09 14:36:25
データソース,VS1-2_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.386,0.100,-0.297,3E-06,2.225E-07
3.486,0.200,-0.296,1E-06,4.525E-07
3.586,0.300,-0.295,2E-06,7.46E-07
3.686,0.400,-0.294,3E-06,1.0345E-06
3.786,0.500,-0.293,3E-06,1.3175E-06
3.886,0.600,-0.292,3E-06,1.6115E-06
3.986,0.700,-0.291,4E-06,1.887E-06
4.086,0.800,-0.29,3E-06,2.1955E-06
4.186,0.900,-0.289,4E-06,2.49099999999999E-06
4.286,1.000,-0.288,3E-06,2.84049999999998E-06
4.386,1.100,-0.287,4E-06,3.12599999999998E-06
4.486,1.200,-0.286,4E-06,3.45499999999998E-06
4.586,1.300,-0.285,3E-06,3.79549999999998E-06
4.686,1.400,-0.284,4E-06,4.15099999999997E-06
4.786,1.500,-0.283,4E-06,4.51399999999997E-06
4.886,1.600,-0.282,5E-06,4.84749999999997E-06
4.986,1.700,-0.281,3E-06,5.23049999999997E-06
5.086,1.800,-0.28,4E-06,5.61299999999996E-06
5.186,1.900,-0.279,3E-06,5.98549999999997E-06
5.286,2.000,-0.278,4E-06,6.33299999999996E-06
5.386,2.100,-0.277,4E-06,6.69699999999996E-06
5.486,2.200,-0.276,6E-06,7.12399999999994E-06
5.586,2.300,-0.275,4E-06,7.48699999999993E-06
5.686,2.400,-0.274,5E-06,7.90849999999994E-06
5.786,2.500,-0.273,4E-06,8.32299999999997E-06
5.886,2.600,-0.272,4E-06,8.70000000000001E-06
5.986,2.700,-0.271,4E-06,9.10500000000003E-06
6.086,2.800,-0.27,5E-06,9.52550000000007E-06
6.186,2.900,-0.269,5E-06,9.96950000000011E-06
6.286,3.000,-0.268,4E-06,1.04070000000001E-05
6.386,3.100,-0.267,5E-06,1.08575000000002E-05
6.486,3.200,-0.266,4E-06,1.13360000000002E-05
6.586,3.300,-0.265,5E-06,1.18085000000002E-05
6.686,3.400,-0.264,4E-06,1.22980000000002E-05
6.786,3.500,-0.263,5E-06,1.27555000000002E-05
6.886,3.600,-0.262,5E-06,1.32385000000002E-05
6.986,3.700,-0.261,5E-06,1.37175000000003E-05
7.086,3.800,-0.26,5E-06,1.42015000000003E-05
7.186,3.900,-0.259,6E-06,1.46870000000003E-05
7.286,4.000,-0.258,4E-06,1.51600000000004E-05
7.386,4.100,-0.257,4E-06,1.56490000000003E-05
7.486,4.200,-0.256,6E-06,1.61790000000004E-05
7.586,4.300,-0.255,6E-06,1.67140000000004E-05
7.686,4.400,-0.254,6E-06,1.72560000000004E-05
7.786,4.500,-0.253,6E-06,1.78070000000004E-05
7.886,4.600,-0.252,6E-06,1.83830000000004E-05
