出力日時,2021/06/21 13:30:25
データソース,hematite_First.S1-3-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.366,0.100,-0.386,1E-06,1.155E-07
3.466,0.200,-0.385,1E-06,2.155E-07
3.566,0.300,-0.384,2E-06,3.45E-07
3.666,0.400,-0.383,1E-06,4.545E-07
3.766,0.500,-0.382,1E-06,5.915E-07
3.866,0.600,-0.381,1E-06,7.47500000000001E-07
3.966,0.700,-0.38,1E-06,8.91500000000001E-07
4.066,0.800,-0.379,0,1.049E-06
4.166,0.900,-0.378,2E-06,1.215E-06
4.266,1.000,-0.377,2E-06,1.389E-06
4.366,1.100,-0.376,2E-06,1.545E-06
4.466,1.200,-0.375,2E-06,1.72199999999999E-06
4.566,1.300,-0.374,1E-06,1.91549999999999E-06
4.666,1.400,-0.373,2E-06,2.11799999999999E-06
4.766,1.500,-0.372,2E-06,2.30899999999999E-06
4.866,1.600,-0.371,2E-06,2.51599999999999E-06
4.966,1.700,-0.37,2E-06,2.69899999999999E-06
5.066,1.800,-0.369,2E-06,2.91499999999999E-06
5.166,1.900,-0.368,2E-06,3.12699999999999E-06
5.266,2.000,-0.367,2E-06,3.32699999999999E-06
5.366,2.100,-0.366,2E-06,3.56999999999999E-06
5.466,2.200,-0.365,3E-06,3.77549999999999E-06
5.566,2.300,-0.364,2E-06,4.004E-06
5.666,2.400,-0.363,3E-06,4.20350000000001E-06
5.766,2.500,-0.362,2E-06,4.41600000000002E-06
5.866,2.600,-0.361,2E-06,4.62900000000003E-06
5.966,2.700,-0.36,3E-06,4.89450000000003E-06
6.066,2.800,-0.359,3E-06,5.14850000000004E-06
6.166,2.900,-0.358,2E-06,5.39800000000005E-06
6.266,3.000,-0.357,2E-06,5.64000000000006E-06
6.366,3.100,-0.356,2E-06,5.91500000000007E-06
6.466,3.200,-0.355,3E-06,6.16850000000008E-06
6.566,3.300,-0.354,2E-06,6.43000000000008E-06
6.666,3.400,-0.353,3E-06,6.69250000000009E-06
6.766,3.500,-0.352,2E-06,6.9510000000001E-06
6.866,3.600,-0.351,4E-06,7.23200000000011E-06
6.966,3.700,-0.35,3E-06,7.52250000000012E-06
7.066,3.800,-0.349,3E-06,7.80350000000012E-06
7.166,3.900,-0.348,3E-06,8.13850000000015E-06
7.266,4.000,-0.347,3E-06,8.44250000000018E-06
7.366,4.100,-0.346,3E-06,8.73550000000019E-06
7.466,4.200,-0.345,3E-06,9.03250000000022E-06
7.566,4.300,-0.344,4E-06,9.31200000000024E-06
7.666,4.400,-0.343,2E-06,9.63700000000026E-06
7.766,4.500,-0.342,3E-06,9.96950000000029E-06
7.866,4.600,-0.341,2E-06,1.03020000000003E-05
7.966,4.700,-0.34,3E-06,1.06275000000004E-05
8.066,4.800,-0.339,3E-06,1.09645000000004E-05
8.166,4.900,-0.338,4E-06,1.12890000000004E-05
8.266,5.000,-0.337,3E-06,1.16155000000004E-05
8.366,5.100,-0.336,3E-06,1.19365000000004E-05
8.466,5.200,-0.335,4E-06,1.22660000000005E-05
8.566,5.300,-0.334,3E-06,1.26155000000005E-05
8.666,5.400,-0.333,3E-06,1.29235000000005E-05
8.766,5.500,-0.332,4E-06,1.32840000000006E-05
8.866,5.600,-0.331,4E-06,1.36620000000006E-05
8.966,5.700,-0.33,4E-06,1.40590000000006E-05
9.066,5.800,-0.329,4E-06,1.44020000000007E-05
9.166,5.900,-0.328,3E-06,1.47945000000007E-05
9.266,6.000,-0.327,4E-06,1.51600000000007E-05
9.366,6.100,-0.326,2E-06,1.55290000000008E-05
9.466,6.200,-0.325,5E-06,1.59315000000008E-05
9.566,6.300,-0.324,4E-06,1.63230000000008E-05
9.666,6.400,-0.323,4E-06,1.67320000000008E-05
9.766,6.500,-0.322,4E-06,1.71560000000008E-05
9.866,6.600,-0.321,5E-06,1.75985000000008E-05
9.966,6.700,-0.32,5E-06,1.80195000000008E-05
