Aug. 25, 2020   12:40:19
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_650_14.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 6.0385e-7
-0.480, 7.0943e-7
-0.470, 7.7679e-7
-0.460, 8.4248e-7
-0.450, 9.1151e-7
-0.440, 9.6788e-7
-0.430, 1.0307e-6
-0.420, 1.0964e-6
-0.410, 1.1480e-6
-0.400, 1.2130e-6
-0.390, 1.2614e-6
-0.380, 1.3085e-6
-0.370, 1.3821e-6
-0.360, 1.4236e-6
-0.350, 1.4781e-6
-0.340, 1.5373e-6
-0.330, 1.5701e-6
-0.320, 1.6298e-6
-0.310, 1.6706e-6
-0.300, 1.7358e-6
-0.290, 1.8228e-6
-0.280, 1.8875e-6
-0.270, 1.9420e-6
-0.260, 2.0206e-6
-0.250, 2.0922e-6
-0.240, 2.1885e-6
-0.230, 2.2592e-6
-0.220, 2.3449e-6
-0.210, 2.4426e-6
-0.200, 2.5559e-6
-0.190, 2.6361e-6
-0.180, 2.7450e-6
-0.170, 2.8401e-6
-0.160, 2.9349e-6
-0.150, 3.0771e-6
-0.140, 3.1738e-6
-0.130, 3.3066e-6
-0.120, 3.4631e-6
-0.110, 3.5710e-6
-0.100, 3.7108e-6
-0.090, 3.8551e-6
-0.080, 4.0254e-6
-0.070, 4.1672e-6
-0.060, 4.3266e-6
-0.050, 4.4783e-6
-0.040, 4.6297e-6
-0.030, 4.7971e-6
-0.020, 4.9438e-6
-0.010, 5.1017e-6
-0.000, 5.2892e-6
0.010, 5.4175e-6
0.020, 5.5789e-6
0.030, 5.6924e-6
0.040, 5.8348e-6
0.050, 5.9807e-6
0.060, 6.1252e-6
0.070, 6.2375e-6
0.080, 6.3746e-6
0.090, 6.5053e-6
0.100, 6.5941e-6
0.110, 6.6500e-6
0.120, 6.7726e-6
0.130, 6.8129e-6
0.140, 6.9438e-6
0.150, 6.9964e-6
0.160, 7.0855e-6
0.170, 7.2006e-6
0.180, 7.2493e-6
0.190, 7.3239e-6
0.200, 7.4371e-6
0.210, 7.4908e-6
0.220, 7.5305e-6
0.230, 7.6289e-6
0.240, 7.7034e-6
0.250, 7.7555e-6
0.260, 7.8465e-6
0.270, 7.9043e-6
0.280, 7.9712e-6
0.290, 8.0577e-6
0.300, 8.1460e-6
0.310, 8.1938e-6
0.320, 8.2743e-6
0.330, 8.3744e-6
0.340, 8.4685e-6
0.350, 8.4967e-6
0.360, 8.6099e-6
0.370, 8.7133e-6
0.380, 8.7965e-6
0.390, 8.8791e-6
0.400, 8.9921e-6
0.410, 9.0504e-6
0.420, 9.2150e-6
0.430, 9.3368e-6
0.440, 9.5193e-6
0.450, 9.6291e-6
0.460, 9.7737e-6
0.470, 9.9769e-6
0.480, 1.0181e-5
0.490, 1.0393e-5
0.500, 1.0748e-5
0.510, 1.0995e-5
0.520, 1.1381e-5
0.530, 1.1858e-5
0.540, 1.2341e-5
0.550, 1.3049e-5
0.560, 1.3991e-5
0.570, 1.5146e-5
0.580, 1.6683e-5
0.590, 1.8855e-5
0.600, 2.1747e-5
