出力日時,2021/06/07 16:21:28
データソース,Nss2_2_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.360,0.100,-0.265,2E-06,9.9E-08
3.460,0.200,-0.264,2E-06,3.02E-07
3.560,0.300,-0.263,2E-06,4.74E-07
3.660,0.400,-0.262,1E-06,6.84500000000001E-07
3.760,0.500,-0.261,2E-06,9.28000000000004E-07
3.860,0.600,-0.26,3E-06,1.1725E-06
3.960,0.700,-0.259,4E-06,1.48000000000001E-06
4.060,0.800,-0.258,3E-06,1.74150000000001E-06
4.160,0.900,-0.257,3E-06,2.0405E-06
4.260,1.000,-0.256,4E-06,2.35799999999999E-06
4.360,1.100,-0.255,3E-06,2.65049999999999E-06
4.460,1.200,-0.254,3E-06,2.93349999999999E-06
4.560,1.300,-0.253,4E-06,3.26799999999998E-06
4.660,1.400,-0.252,4E-06,3.59599999999998E-06
4.760,1.500,-0.251,4E-06,3.89999999999998E-06
4.860,1.600,-0.25,5E-06,4.24949999999998E-06
4.960,1.700,-0.249,3E-06,4.58949999999999E-06
5.060,1.800,-0.248,3E-06,4.89749999999999E-06
5.160,1.900,-0.247,3E-06,5.25049999999999E-06
5.260,2.000,-0.246,4E-06,5.62299999999999E-06
5.360,2.100,-0.245,3E-06,5.99449999999998E-06
5.460,2.200,-0.244,4E-06,6.35699999999997E-06
5.560,2.300,-0.243,4E-06,6.72799999999996E-06
5.660,2.400,-0.242,5E-06,7.09949999999995E-06
5.760,2.500,-0.241,4E-06,7.44399999999994E-06
5.860,2.600,-0.24,4E-06,7.78099999999996E-06
5.960,2.700,-0.239,4E-06,8.178E-06
6.060,2.800,-0.238,3E-06,8.54750000000004E-06
6.160,2.900,-0.237,3E-06,8.91350000000008E-06
6.260,3.000,-0.236,6E-06,9.28800000000012E-06
6.360,3.100,-0.235,3E-06,9.66650000000015E-06
6.460,3.200,-0.234,5E-06,1.00495000000002E-05
6.560,3.300,-0.233,4E-06,1.04220000000002E-05
6.660,3.400,-0.232,6E-06,1.08250000000003E-05
6.760,3.500,-0.231,3E-06,1.12255000000003E-05
6.860,3.600,-0.23,4E-06,1.16110000000003E-05
6.960,3.700,-0.229,4E-06,1.19900000000004E-05
7.060,3.800,-0.228,4E-06,1.23890000000004E-05
7.160,3.900,-0.227,4E-06,1.27860000000004E-05
7.260,4.000,-0.226,4E-06,1.31900000000005E-05
7.360,4.100,-0.225,5E-06,1.35915000000005E-05
7.460,4.200,-0.224,5E-06,1.39975000000006E-05
7.560,4.300,-0.223,4E-06,1.43720000000006E-05
7.660,4.400,-0.222,5E-06,1.47735000000007E-05
7.760,4.500,-0.221,4E-06,1.51510000000007E-05
7.860,4.600,-0.22,5E-06,1.55965000000007E-05
7.960,4.700,-0.219,4E-06,1.60190000000007E-05
8.060,4.800,-0.218,5E-06,1.64705000000008E-05
8.160,4.900,-0.217,5E-06,1.68825000000008E-05
8.260,5.000,-0.216,4E-06,1.73380000000008E-05
8.360,5.100,-0.215,4E-06,1.77610000000008E-05
8.460,5.200,-0.214,4E-06,1.81910000000009E-05
8.560,5.300,-0.213,4E-06,1.86120000000009E-05
8.660,5.400,-0.212,3E-06,1.90505000000009E-05
8.760,5.500,-0.211,4E-06,1.94550000000009E-05
8.860,5.600,-0.21,4E-06,1.98460000000009E-05
8.960,5.700,-0.209,4E-06,2.02390000000009E-05
9.060,5.800,-0.208,3E-06,2.0650500000001E-05
9.160,5.900,-0.207,5E-06,2.1070500000001E-05
9.260,6.000,-0.206,3E-06,2.1516500000001E-05
9.360,6.100,-0.205,5E-06,2.1937500000001E-05
9.460,6.200,-0.204,3E-06,2.2371500000001E-05
9.560,6.300,-0.203,4E-06,2.27460000000011E-05
9.660,6.400,-0.202,5E-06,2.31515000000011E-05
9.760,6.500,-0.201,5E-06,2.35695000000011E-05
9.860,6.600,-0.2,4E-06,2.40040000000011E-05
9.960,6.700,-0.199,4E-06,2.44140000000012E-05
10.060,6.800,-0.198,5E-06,2.48275000000012E-05
10.160,6.900,-0.197,4E-06,2.52360000000012E-05
10.260,7.000,-0.196,4E-06,2.56590000000013E-05
10.360,7.100,-0.195,4E-06,2.61060000000013E-05
10.460,7.200,-0.194,4E-06,2.65180000000013E-05
10.560,7.300,-0.193,5E-06,2.69545000000013E-05
10.660,7.400,-0.192,5E-06,2.73995000000013E-05
10.760,7.500,-0.191,6E-06,2.78500000000014E-05
10.860,7.600,-0.19,5E-06,2.82875000000014E-05
10.960,7.700,-0.189,5E-06,2.87145000000014E-05
11.060,7.800,-0.188,4E-06,2.91570000000014E-05
11.160,7.900,-0.187,4E-06,2.95810000000015E-05
11.260,8.000,-0.186,4E-06,3.00330000000015E-05
11.360,8.100,-0.185,5E-06,3.04665000000015E-05
11.460,8.200,-0.184,4E-06,3.08980000000014E-05
11.560,8.300,-0.183,4E-06,3.13460000000013E-05
11.660,8.400,-0.182,5E-06,3.17765000000012E-05
11.760,8.500,-0.181,4E-06,3.22640000000012E-05
11.860,8.600,-0.18,5E-06,3.27375000000011E-05
11.960,8.700,-0.179,5E-06,3.31695000000009E-05
12.060,8.800,-0.178,4E-06,3.36290000000008E-05
12.160,8.900,-0.177,4E-06,3.40300000000007E-05
12.260,9.000,-0.176,5E-06,3.44595000000006E-05
12.360,9.100,-0.175,6E-06,3.48950000000005E-05
12.460,9.200,-0.174,4E-06,3.53500000000004E-05
12.560,9.300,-0.173,4E-06,3.57730000000003E-05
12.660,9.400,-0.172,5E-06,3.62005000000002E-05
12.760,9.500,-0.171,5E-06,3.66285000000001E-05
12.860,9.600,-0.17,4E-06,3.7073E-05
12.960,9.700,-0.169,5E-06,3.75134999999998E-05
13.060,9.800,-0.168,4E-06,3.79639999999997E-05
13.160,9.900,-0.167,4E-06,3.84149999999996E-05
13.260,10.000,-0.166,5E-06,3.88474999999995E-05
13.360,10.100,-0.165,6E-06,3.92719999999994E-05
13.460,10.200,-0.164,5E-06,3.97234999999993E-05
13.560,10.300,-0.163,5E-06,4.01944999999992E-05
13.660,10.400,-0.162,5E-06,4.06204999999991E-05
13.760,10.500,-0.161,5E-06,4.1066499999999E-05
13.860,10.600,-0.16,3E-06,4.15164999999989E-05
13.960,10.700,-0.159,4E-06,4.19489999999988E-05
14.060,10.800,-0.158,4E-06,4.23829999999987E-05
14.160,10.900,-0.157,5E-06,4.28194999999986E-05
14.260,11.000,-0.156,6E-06,4.32559999999985E-05
14.360,11.100,-0.155,4E-06,4.37019999999984E-05
14.460,11.200,-0.154,5E-06,4.41354999999983E-05
14.560,11.300,-0.153,5E-06,4.45704999999982E-05
14.660,11.400,-0.152,4E-06,4.50259999999981E-05
14.760,11.500,-0.151,4E-06,4.5434999999998E-05
14.860,11.600,-0.15,6E-06,4.58969999999978E-05
14.960,11.700,-0.149,4E-06,4.63349999999977E-05
15.060,11.800,-0.148,5E-06,4.67894999999976E-05
15.160,11.900,-0.147,5E-06,4.72364999999975E-05
15.260,12.000,-0.146,5E-06,4.76764999999974E-05
15.360,12.100,-0.145,5E-06,4.81164999999973E-05
15.460,12.200,-0.144,5E-06,4.85744999999972E-05
15.560,12.300,-0.143,6E-06,4.90299999999971E-05
15.660,12.400,-0.142,6E-06,4.9487999999997E-05
15.760,12.500,-0.141,6E-06,4.99739999999969E-05
15.860,12.600,-0.14,6E-06,5.04659999999969E-05
15.960,12.700,-0.139,5E-06,5.09144999999967E-05
16.060,12.800,-0.138,4E-06,5.13399999999966E-05
16.160,12.900,-0.137,4E-06,5.18139999999966E-05
16.260,13.000,-0.136,5E-06,5.22574999999964E-05
16.360,13.100,-0.135,5E-06,5.27224999999964E-05
16.460,13.200,-0.134,4E-06,5.31409999999963E-05
16.560,13.300,-0.133,5E-06,5.35754999999961E-05
16.660,13.400,-0.132,5E-06,5.4047499999996E-05
16.760,13.500,-0.131,4E-06,5.44859999999959E-05
16.860,13.600,-0.13,4E-06,5.49279999999957E-05
16.960,13.700,-0.129,5E-06,5.53794999999956E-05
17.060,13.800,-0.128,6E-06,5.58319999999956E-05
17.160,13.900,-0.127,5E-06,5.62864999999955E-05
17.260,14.000,-0.126,6E-06,5.67469999999953E-05
17.360,14.100,-0.125,5E-06,5.72344999999952E-05
17.460,14.200,-0.124,5E-06,5.77274999999951E-05
17.560,14.300,-0.123,6E-06,5.81969999999951E-05
17.660,14.400,-0.122,5E-06,5.8611499999995E-05
17.760,14.500,-0.121,4E-06,5.9087999999995E-05
17.860,14.600,-0.12,5E-06,5.95484999999949E-05
17.960,14.700,-0.119,5E-06,5.99844999999947E-05
18.060,14.800,-0.118,6E-06,6.04669999999946E-05
18.160,14.900,-0.117,5E-06,6.09364999999946E-05
18.260,15.000,-0.116,5E-06,6.13974999999947E-05
18.360,15.100,-0.115,5E-06,6.18484999999947E-05
18.460,15.200,-0.114,5E-06,6.22924999999947E-05
18.560,15.300,-0.113,4E-06,6.27539999999948E-05
18.660,15.400,-0.112,5E-06,6.32244999999949E-05
18.760,15.500,-0.111,5E-06,6.3654499999995E-05
18.860,15.600,-0.11,5E-06,6.41214999999951E-05
18.960,15.700,-0.109,5E-06,6.45854999999951E-05
19.060,15.800,-0.108,5E-06,6.50854999999953E-05
19.160,15.900,-0.107,5E-06,6.55594999999954E-05
19.260,16.000,-0.106,6E-06,6.60349999999955E-05
19.360,16.100,-0.105,5E-06,6.65054999999956E-05
19.460,16.200,-0.104,5E-06,6.69674999999959E-05
19.560,16.300,-0.103,5E-06,6.74614999999961E-05
19.660,16.400,-0.102,5E-06,6.79404999999963E-05
19.760,16.500,-0.101,5E-06,6.83884999999965E-05
19.860,16.600,-0.1,6E-06,6.88459999999967E-05
19.960,16.700,-0.099,5E-06,6.9303499999997E-05
20.060,16.800,-0.098,5E-06,6.98024999999972E-05
20.160,16.900,-0.097,5E-06,7.02884999999974E-05
20.260,17.000,-0.096,5E-06,7.07754999999976E-05
20.360,17.100,-0.095,5E-06,7.12154999999978E-05
20.460,17.200,-0.094,5E-06,7.16784999999981E-05
20.560,17.300,-0.093,7E-06,7.21464999999983E-05
20.660,17.400,-0.092,6E-06,7.26589999999984E-05
20.760,17.500,-0.091,5E-06,7.31224999999986E-05
