Aug. 25, 2020   13:36:44
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_750_14.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 4.4023e-7
-0.480, 4.9684e-7
-0.470, 5.4557e-7
-0.460, 6.1030e-7
-0.450, 6.8148e-7
-0.440, 7.6795e-7
-0.430, 8.5944e-7
-0.420, 9.6215e-7
-0.410, 1.0821e-6
-0.400, 1.2094e-6
-0.390, 1.3508e-6
-0.380, 1.5053e-6
-0.370, 1.6611e-6
-0.360, 1.8340e-6
-0.350, 2.0215e-6
-0.340, 2.2508e-6
-0.330, 2.4868e-6
-0.320, 2.7474e-6
-0.310, 3.0706e-6
-0.300, 3.4251e-6
-0.290, 3.8505e-6
-0.280, 4.3466e-6
-0.270, 4.9106e-6
-0.260, 5.5675e-6
-0.250, 6.3600e-6
-0.240, 7.2852e-6
-0.230, 8.2934e-6
-0.220, 9.4424e-6
-0.210, 1.0706e-5
-0.200, 1.2137e-5
-0.190, 1.3655e-5
-0.180, 1.5365e-5
-0.170, 1.7196e-5
-0.160, 1.9181e-5
-0.150, 2.1291e-5
-0.140, 2.3586e-5
-0.130, 2.6001e-5
-0.120, 2.8562e-5
-0.110, 3.1246e-5
-0.100, 3.4129e-5
-0.090, 3.7094e-5
-0.080, 4.0265e-5
-0.070, 4.3529e-5
-0.060, 4.6894e-5
-0.050, 5.0393e-5
-0.040, 5.3986e-5
-0.030, 5.7651e-5
-0.020, 6.1481e-5
-0.010, 6.5295e-5
-0.000, 6.9168e-5
0.010, 7.3108e-5
0.020, 7.7013e-5
0.030, 8.1095e-5
0.040, 8.5103e-5
0.050, 8.9049e-5
0.060, 9.2920e-5
0.070, 9.6742e-5
0.080, 1.0048e-4
0.090, 1.0393e-4
0.100, 1.0734e-4
0.110, 1.1056e-4
0.120, 1.1369e-4
0.130, 1.1668e-4
0.140, 1.1962e-4
0.150, 1.2210e-4
0.160, 1.2470e-4
0.170, 1.2695e-4
0.180, 1.2908e-4
0.190, 1.3123e-4
0.200, 1.3333e-4
0.210, 1.3503e-4
0.220, 1.3658e-4
0.230, 1.3826e-4
0.240, 1.3980e-4
0.250, 1.4116e-4
0.260, 1.4265e-4
0.270, 1.4401e-4
0.280, 1.4542e-4
0.290, 1.4670e-4
0.300, 1.4802e-4
0.310, 1.4930e-4
0.320, 1.5172e-4
0.330, 1.5153e-4
0.340, 1.5270e-4
0.350, 1.5363e-4
0.360, 1.5506e-4
0.370, 1.5611e-4
0.380, 1.5720e-4
0.390, 1.5827e-4
0.400, 1.5952e-4
0.410, 1.6039e-4
0.420, 1.6166e-4
0.430, 1.6288e-4
0.440, 1.6405e-4
0.450, 1.6525e-4
0.460, 1.6647e-4
0.470, 1.6783e-4
0.480, 1.6896e-4
0.490, 1.7040e-4
0.500, 1.7159e-4
0.510, 1.7307e-4
0.520, 1.7441e-4
0.530, 1.7579e-4
0.540, 1.7722e-4
0.550, 1.7912e-4
0.560, 1.8026e-4
0.570, 1.8207e-4
0.580, 1.8393e-4
0.590, 1.8583e-4
0.600, 1.8771e-4
