Aug. 25, 2020   12:29:19
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_750_13.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 3.2653e-7
-0.480, 3.5663e-7
-0.470, 3.9150e-7
-0.460, 4.1778e-7
-0.450, 4.4763e-7
-0.440, 4.8991e-7
-0.430, 5.3482e-7
-0.420, 5.8116e-7
-0.410, 6.3705e-7
-0.400, 6.9749e-7
-0.390, 7.5601e-7
-0.380, 8.2480e-7
-0.370, 9.0196e-7
-0.360, 9.7600e-7
-0.350, 1.0608e-6
-0.340, 1.1437e-6
-0.330, 1.2488e-6
-0.320, 1.3575e-6
-0.310, 1.5096e-6
-0.300, 1.6486e-6
-0.290, 1.8395e-6
-0.280, 2.0884e-6
-0.270, 2.3951e-6
-0.260, 2.7811e-6
-0.250, 3.2405e-6
-0.240, 3.8135e-6
-0.230, 4.4826e-6
-0.220, 5.2644e-6
-0.210, 6.2642e-6
-0.200, 7.3714e-6
-0.190, 8.7136e-6
-0.180, 1.0324e-5
-0.170, 1.1906e-5
-0.160, 1.3920e-5
-0.150, 1.6090e-5
-0.140, 1.8522e-5
-0.130, 2.1239e-5
-0.120, 2.4201e-5
-0.110, 2.7462e-5
-0.100, 3.1014e-5
-0.090, 3.4912e-5
-0.080, 3.9141e-5
-0.070, 4.3672e-5
-0.060, 4.8537e-5
-0.050, 5.3775e-5
-0.040, 5.9312e-5
-0.030, 6.5151e-5
-0.020, 7.1212e-5
-0.010, 7.7652e-5
-0.000, 8.4283e-5
0.010, 9.1271e-5
0.020, 9.8194e-5
0.030, 1.0533e-4
0.040, 1.1239e-4
0.050, 1.1951e-4
0.060, 1.2650e-4
0.070, 1.3355e-4
0.080, 1.4021e-4
0.090, 1.4666e-4
0.100, 1.5301e-4
0.110, 1.5903e-4
0.120, 1.6466e-4
0.130, 1.7007e-4
0.140, 1.7518e-4
0.150, 1.8001e-4
0.160, 1.8429e-4
0.170, 1.8860e-4
0.180, 1.9266e-4
0.190, 1.9629e-4
0.200, 1.9975e-4
0.210, 2.0297e-4
0.220, 2.0603e-4
0.230, 2.0885e-4
0.240, 2.1163e-4
0.250, 2.1431e-4
0.260, 2.1670e-4
0.270, 2.1901e-4
0.280, 2.2131e-4
0.290, 2.2346e-4
0.300, 2.2556e-4
0.310, 2.2775e-4
0.320, 2.2948e-4
0.330, 2.3134e-4
0.340, 2.3309e-4
0.350, 2.3504e-4
0.360, 2.3692e-4
0.370, 2.3855e-4
0.380, 2.4043e-4
0.390, 2.4209e-4
0.400, 2.4390e-4
0.410, 2.4558e-4
0.420, 2.4724e-4
0.430, 2.4894e-4
0.440, 2.5075e-4
0.450, 2.5239e-4
0.460, 2.5418e-4
0.470, 2.5615e-4
0.480, 2.5791e-4
0.490, 2.5949e-4
0.500, 2.6163e-4
0.510, 2.6347e-4
0.520, 2.6551e-4
0.530, 2.6716e-4
0.540, 2.6909e-4
0.550, 2.7115e-4
0.560, 2.7331e-4
0.570, 2.7558e-4
0.580, 2.7792e-4
0.590, 2.7973e-4
0.600, 2.8249e-4
