出力日時,2021/06/07 16:22:40
データソース,Nss3_2_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.382,0.100,-0.187,2E-06,1.4E-07
3.482,0.200,-0.186,2E-06,3.31E-07
3.582,0.300,-0.185,2E-06,5.17E-07
3.682,0.400,-0.184,2E-06,7.22000000000002E-07
3.782,0.500,-0.183,2E-06,9.17000000000003E-07
3.882,0.600,-0.182,3E-06,1.1585E-06
3.982,0.700,-0.181,2E-06,1.376E-06
4.082,0.800,-0.18,3E-06,1.6195E-06
4.182,0.900,-0.179,4E-06,1.87699999999999E-06
4.282,1.000,-0.178,3E-06,2.11649999999999E-06
4.382,1.100,-0.177,3E-06,2.37649999999999E-06
4.482,1.200,-0.176,2E-06,2.62799999999999E-06
4.582,1.300,-0.175,3E-06,2.89249999999999E-06
4.682,1.400,-0.174,3E-06,3.13649999999999E-06
4.782,1.500,-0.173,3E-06,3.42149999999998E-06
4.882,1.600,-0.172,2E-06,3.66199999999999E-06
4.982,1.700,-0.171,3E-06,3.91949999999999E-06
5.082,1.800,-0.17,3E-06,4.1895E-06
5.182,1.900,-0.169,3E-06,4.47450000000001E-06
5.282,2.000,-0.168,3E-06,4.76550000000002E-06
5.382,2.100,-0.167,2E-06,5.06500000000002E-06
5.482,2.200,-0.166,3E-06,5.34350000000002E-06
5.582,2.300,-0.165,3E-06,5.61150000000003E-06
5.682,2.400,-0.164,3E-06,5.90850000000003E-06
5.782,2.500,-0.163,2E-06,6.20600000000004E-06
5.882,2.600,-0.162,3E-06,6.49550000000004E-06
5.982,2.700,-0.161,3E-06,6.80950000000004E-06
6.082,2.800,-0.16,2E-06,7.12600000000004E-06
6.182,2.900,-0.159,4E-06,7.42200000000004E-06
6.282,3.000,-0.158,3E-06,7.71050000000005E-06
6.382,3.100,-0.157,3E-06,8.01450000000007E-06
6.482,3.200,-0.156,3E-06,8.29150000000009E-06
6.582,3.300,-0.155,3E-06,8.58750000000011E-06
6.682,3.400,-0.154,3E-06,8.92750000000014E-06
