出力日時,2021/06/21 13:46:39
データソース,hematite_H_S2_2_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.386,0.100,-0.332,1E-06,1.755E-07
3.486,0.200,-0.331,2E-06,3.45E-07
3.586,0.300,-0.33,5E-06,5.725E-07
3.686,0.400,-0.329,3E-06,8.21500000000001E-07
3.786,0.500,-0.328,2E-06,1.06E-06
3.886,0.600,-0.327,2E-06,1.288E-06
3.986,0.700,-0.326,4E-06,1.505E-06
4.086,0.800,-0.325,3E-06,1.7775E-06
4.186,0.900,-0.324,4E-06,2.04199999999999E-06
4.286,1.000,-0.323,3E-06,2.28549999999999E-06
4.386,1.100,-0.322,3E-06,2.54849999999999E-06
4.486,1.200,-0.321,3E-06,2.79249999999998E-06
4.586,1.300,-0.32,3E-06,3.07649999999998E-06
4.686,1.400,-0.319,4E-06,3.31299999999998E-06
4.786,1.500,-0.318,3E-06,3.59349999999998E-06
4.886,1.600,-0.317,3E-06,3.86349999999998E-06
4.986,1.700,-0.316,5E-06,4.13149999999999E-06
5.086,1.800,-0.315,2E-06,4.42799999999999E-06
5.186,1.900,-0.314,3E-06,4.7285E-06
5.286,2.000,-0.313,3E-06,5.05150000000001E-06
5.386,2.100,-0.312,3E-06,5.36350000000001E-06
5.486,2.200,-0.311,4E-06,5.65500000000001E-06
5.586,2.300,-0.31,4E-06,5.95600000000001E-06
5.686,2.400,-0.309,3E-06,6.29750000000001E-06
5.786,2.500,-0.308,3E-06,6.60750000000001E-06
5.886,2.600,-0.307,2E-06,6.91800000000001E-06
5.986,2.700,-0.306,3E-06,7.2565E-06
6.086,2.800,-0.305,4E-06,7.587E-06
6.186,2.900,-0.304,4E-06,7.89800000000001E-06
6.286,3.000,-0.303,6E-06,8.23200000000002E-06
6.386,3.100,-0.302,4E-06,8.60200000000004E-06
6.486,3.200,-0.301,3E-06,8.94250000000006E-06
6.586,3.300,-0.3,4E-06,9.30000000000009E-06
6.686,3.400,-0.299,4E-06,9.62000000000012E-06
6.786,3.500,-0.298,5E-06,9.97850000000014E-06
6.886,3.600,-0.297,4E-06,1.03580000000002E-05
6.986,3.700,-0.296,3E-06,1.07085000000002E-05
7.086,3.800,-0.295,4E-06,1.10720000000002E-05
7.186,3.900,-0.294,3E-06,1.14145000000002E-05
7.286,4.000,-0.293,3E-06,1.17595000000003E-05
7.386,4.100,-0.292,4E-06,1.21190000000003E-05
7.486,4.200,-0.291,4E-06,1.25030000000003E-05
7.586,4.300,-0.29,4E-06,1.28690000000004E-05
7.686,4.400,-0.289,3E-06,1.32585000000004E-05
7.786,4.500,-0.288,4E-06,1.36480000000004E-05
7.886,4.600,-0.287,4E-06,1.40020000000005E-05
7.986,4.700,-0.286,5E-06,1.43645000000005E-05
8.086,4.800,-0.285,5E-06,1.47635000000005E-05
8.186,4.900,-0.284,5E-06,1.51535000000006E-05
8.286,5.000,-0.283,4E-06,1.55300000000006E-05
8.386,5.100,-0.282,4E-06,1.58990000000006E-05
8.486,5.200,-0.281,4E-06,1.62790000000006E-05
8.586,5.300,-0.28,4E-06,1.66510000000007E-05
8.686,5.400,-0.279,5E-06,1.70355000000007E-05
8.786,5.500,-0.278,5E-06,1.74415000000007E-05
8.886,5.600,-0.277,4E-06,1.78410000000007E-05
8.986,5.700,-0.276,4E-06,1.82570000000007E-05
9.086,5.800,-0.275,4E-06,1.86440000000007E-05
9.186,5.900,-0.274,5E-06,1.90475000000008E-05
9.286,6.000,-0.273,3E-06,1.94725000000008E-05
9.386,6.100,-0.272,4E-06,1.98840000000008E-05
9.486,6.200,-0.271,5E-06,2.03015000000008E-05
9.586,6.300,-0.27,6E-06,2.07290000000009E-05
9.686,6.400,-0.269,3E-06,2.11575000000009E-05
9.786,6.500,-0.268,5E-06,2.15795000000009E-05
9.886,6.600,-0.267,5E-06,2.20145000000009E-05
9.986,6.700,-0.266,5E-06,2.24445000000009E-05
10.086,6.800,-0.265,5E-06,2.28605000000009E-05
10.186,6.900,-0.264,4E-06,2.32850000000009E-05
10.286,7.000,-0.263,4E-06,2.37060000000009E-05
10.386,7.100,-0.262,4E-06,2.4148000000001E-05
10.486,7.200,-0.261,5E-06,2.4582500000001E-05
10.586,7.300,-0.26,5E-06,2.5017500000001E-05
10.686,7.400,-0.259,4E-06,2.5508000000001E-05
10.786,7.500,-0.258,5E-06,2.5936500000001E-05
10.886,7.600,-0.257,5E-06,2.63705000000011E-05
10.986,7.700,-0.256,4E-06,2.68520000000011E-05
11.086,7.800,-0.255,5E-06,2.73325000000011E-05
11.186,7.900,-0.254,5E-06,2.77785000000011E-05
11.286,8.000,-0.253,5E-06,2.82505000000011E-05
11.386,8.100,-0.252,4E-06,2.86700000000012E-05
11.486,8.200,-0.251,5E-06,2.91325000000012E-05
11.586,8.300,-0.25,7E-06,2.95995000000012E-05
11.686,8.400,-0.249,7E-06,3.00975000000013E-05
11.786,8.500,-0.248,4E-06,3.05940000000012E-05
11.886,8.600,-0.247,5E-06,3.10495000000012E-05
11.986,8.700,-0.246,5E-06,3.15445000000011E-05
12.086,8.800,-0.245,5E-06,3.20195000000011E-05
12.186,8.900,-0.244,4E-06,3.2494000000001E-05
12.286,9.000,-0.243,5E-06,3.29555000000008E-05
12.386,9.100,-0.242,5E-06,3.34145000000007E-05
12.486,9.200,-0.241,6E-06,3.39060000000007E-05
12.586,9.300,-0.24,5E-06,3.43795000000006E-05
12.686,9.400,-0.239,5E-06,3.48795000000006E-05
12.786,9.500,-0.238,5E-06,3.54105000000006E-05
12.886,9.600,-0.237,4E-06,3.59020000000005E-05
12.986,9.700,-0.236,5E-06,3.64035000000005E-05
13.086,9.800,-0.235,6E-06,3.69290000000005E-05
13.186,9.900,-0.234,5E-06,3.74305000000005E-05
13.286,10.000,-0.233,5E-06,3.79245000000004E-05
13.386,10.100,-0.232,6E-06,3.84540000000004E-05
13.486,10.200,-0.231,5E-06,3.89455000000003E-05
13.586,10.300,-0.23,6E-06,3.94670000000003E-05
13.686,10.400,-0.229,5E-06,3.99785000000003E-05
13.786,10.500,-0.228,6E-06,4.05060000000003E-05
13.886,10.600,-0.227,6E-06,4.10010000000003E-05
13.986,10.700,-0.226,3E-06,4.15265000000003E-05
14.086,10.800,-0.225,6E-06,4.20340000000003E-05
14.186,10.900,-0.224,7E-06,4.25965000000003E-05
14.286,11.000,-0.223,6E-06,4.31490000000003E-05
14.386,11.100,-0.222,5E-06,4.36805000000003E-05
14.486,11.200,-0.221,6E-06,4.42040000000003E-05
14.586,11.300,-0.22,7E-06,4.47335000000003E-05
14.686,11.400,-0.219,7E-06,4.52775000000003E-05
14.786,11.500,-0.218,6E-06,4.58080000000003E-05
14.886,11.600,-0.217,5E-06,4.63575000000003E-05
14.986,11.700,-0.216,7E-06,4.69005000000003E-05
15.086,11.800,-0.215,6E-06,4.74480000000003E-05
15.186,11.900,-0.214,5E-06,4.79855000000003E-05
15.286,12.000,-0.213,6E-06,4.85450000000003E-05
15.386,12.100,-0.212,6E-06,4.90720000000003E-05
15.486,12.200,-0.211,7E-06,4.96265000000003E-05
15.586,12.300,-0.21,5E-06,5.01535000000003E-05
15.686,12.400,-0.209,4E-06,5.07040000000003E-05
15.786,12.500,-0.208,6E-06,5.12420000000004E-05
15.886,12.600,-0.207,6E-06,5.18100000000004E-05
15.986,12.700,-0.206,5E-06,5.23695000000004E-05
16.086,12.800,-0.205,5E-06,5.29055000000004E-05
16.186,12.900,-0.204,4E-06,5.34430000000004E-05
16.286,13.000,-0.203,6E-06,5.40250000000004E-05
16.386,13.100,-0.202,6E-06,5.45790000000004E-05
16.486,13.200,-0.201,5E-06,5.50995000000004E-05
16.586,13.300,-0.2,6E-06,5.56740000000004E-05
16.686,13.400,-0.199,7E-06,5.62285000000004E-05
16.786,13.500,-0.198,6E-06,5.67980000000005E-05
16.886,13.600,-0.197,5E-06,5.73905000000005E-05
16.986,13.700,-0.196,5E-06,5.79515000000005E-05
17.086,13.800,-0.195,5E-06,5.85175000000005E-05
17.186,13.900,-0.194,7E-06,5.91025000000005E-05
17.286,14.000,-0.193,7E-06,5.97015000000006E-05
17.386,14.100,-0.192,6E-06,6.02520000000005E-05
17.486,14.200,-0.191,7E-06,6.08585000000005E-05
17.586,14.300,-0.19,6E-06,6.14110000000006E-05
17.686,14.400,-0.189,5E-06,6.20085000000008E-05
17.786,14.500,-0.188,7E-06,6.2599500000001E-05
17.886,14.600,-0.187,7E-06,6.31895000000013E-05
17.986,14.700,-0.186,6E-06,6.37760000000013E-05
18.086,14.800,-0.185,6E-06,6.43400000000015E-05
18.186,14.900,-0.184,6E-06,6.49300000000016E-05
18.286,15.000,-0.183,7E-06,6.55235000000018E-05
18.386,15.100,-0.182,6E-06,6.6116000000002E-05
18.486,15.200,-0.181,5E-06,6.66935000000021E-05
