出力日時,2021/06/07 16:21:47
データソース,Nss2_3_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.363,0.100,-0.251,1E-06,1.145E-07
3.463,0.200,-0.25,2E-06,2.6E-07
3.563,0.300,-0.249,2E-06,4.43999999999999E-07
3.663,0.400,-0.248,3E-06,6.555E-07
3.763,0.500,-0.247,2E-06,8.42000000000002E-07
3.863,0.600,-0.246,2E-06,1.048E-06
3.963,0.700,-0.245,2E-06,1.286E-06
4.063,0.800,-0.244,4E-06,1.554E-06
4.163,0.900,-0.243,3E-06,1.8005E-06
4.263,1.000,-0.242,3E-06,2.0905E-06
4.363,1.100,-0.241,4E-06,2.345E-06
4.463,1.200,-0.24,3E-06,2.65049999999999E-06
4.563,1.300,-0.239,3E-06,2.93849999999999E-06
4.663,1.400,-0.238,4E-06,3.22299999999999E-06
4.763,1.500,-0.237,3E-06,3.52249999999999E-06
4.863,1.600,-0.236,4E-06,3.81699999999998E-06
4.963,1.700,-0.235,2E-06,4.10199999999999E-06
5.063,1.800,-0.234,3E-06,4.3895E-06
5.163,1.900,-0.233,3E-06,4.6945E-06
5.263,2.000,-0.232,3E-06,4.99750000000001E-06
5.363,2.100,-0.231,3E-06,5.31350000000001E-06
5.463,2.200,-0.23,4E-06,5.66E-06
5.563,2.300,-0.229,4E-06,6.01599999999999E-06
5.663,2.400,-0.228,3E-06,6.34649999999999E-06
5.763,2.500,-0.227,3E-06,6.67849999999998E-06
5.863,2.600,-0.226,2E-06,7.00499999999998E-06
5.963,2.700,-0.225,4E-06,7.35099999999997E-06
6.063,2.800,-0.224,4E-06,7.70999999999997E-06
6.163,2.900,-0.223,2E-06,8.05499999999999E-06
6.263,3.000,-0.222,3E-06,8.40350000000003E-06
6.363,3.100,-0.221,5E-06,8.74750000000006E-06
6.463,3.200,-0.22,2E-06,9.09900000000009E-06
6.563,3.300,-0.219,4E-06,9.40400000000011E-06
6.663,3.400,-0.218,4E-06,9.75600000000014E-06
6.763,3.500,-0.217,3E-06,1.01045000000002E-05
6.863,3.600,-0.216,4E-06,1.04510000000002E-05
6.963,3.700,-0.215,3E-06,1.08225000000002E-05
7.063,3.800,-0.214,3E-06,1.11835000000002E-05
7.163,3.900,-0.213,5E-06,1.15565000000003E-05
7.263,4.000,-0.212,4E-06,1.19460000000003E-05
7.363,4.100,-0.211,3E-06,1.23315000000003E-05
7.463,4.200,-0.21,4E-06,1.26820000000004E-05
7.563,4.300,-0.209,4E-06,1.30470000000004E-05
7.663,4.400,-0.208,3E-06,1.33955000000005E-05
7.763,4.500,-0.207,3E-06,1.37525000000005E-05
7.863,4.600,-0.206,4E-06,1.41340000000005E-05
7.963,4.700,-0.205,4E-06,1.45370000000006E-05
8.063,4.800,-0.204,4E-06,1.49440000000006E-05
8.163,4.900,-0.203,4E-06,1.53390000000006E-05
8.263,5.000,-0.202,4E-06,1.57020000000007E-05
8.363,5.100,-0.201,2E-06,1.61220000000007E-05
8.463,5.200,-0.2,5E-06,1.65315000000007E-05
8.563,5.300,-0.199,4E-06,1.69440000000007E-05
8.663,5.400,-0.198,5E-06,1.73525000000007E-05
8.763,5.500,-0.197,4E-06,1.77420000000007E-05
8.863,5.600,-0.196,4E-06,1.81360000000008E-05
8.963,5.700,-0.195,4E-06,1.85880000000008E-05
9.063,5.800,-0.194,3E-06,1.90275000000008E-05
9.163,5.900,-0.193,4E-06,1.94200000000008E-05
9.263,6.000,-0.192,5E-06,1.98525000000008E-05
9.363,6.100,-0.191,4E-06,2.02970000000009E-05
9.463,6.200,-0.19,4E-06,2.07340000000009E-05
9.563,6.300,-0.189,5E-06,2.11475000000009E-05
9.663,6.400,-0.188,4E-06,2.15580000000009E-05
9.763,6.500,-0.187,3E-06,2.19815000000009E-05
9.863,6.600,-0.186,4E-06,2.23790000000009E-05
9.963,6.700,-0.185,5E-06,2.27845000000009E-05
10.063,6.800,-0.184,5E-06,2.32245000000009E-05
10.163,6.900,-0.183,5E-06,2.3630500000001E-05
10.263,7.000,-0.182,4E-06,2.4047000000001E-05
10.363,7.100,-0.181,5E-06,2.4484500000001E-05
10.463,7.200,-0.18,3E-06,2.4912500000001E-05
10.563,7.300,-0.179,4E-06,2.5331000000001E-05
10.663,7.400,-0.178,4E-06,2.5770000000001E-05
10.763,7.500,-0.177,5E-06,2.62015000000011E-05
10.863,7.600,-0.176,4E-06,2.66400000000011E-05
10.963,7.700,-0.175,4E-06,2.70850000000011E-05
11.063,7.800,-0.174,4E-06,2.75040000000011E-05
11.163,7.900,-0.173,5E-06,2.79385000000012E-05
11.263,8.000,-0.172,4E-06,2.83690000000012E-05
11.363,8.100,-0.171,5E-06,2.88345000000012E-05
11.463,8.200,-0.17,5E-06,2.92845000000012E-05
11.563,8.300,-0.169,5E-06,2.97165000000013E-05
11.663,8.400,-0.168,5E-06,3.01855000000013E-05
11.763,8.500,-0.167,3E-06,3.06395000000013E-05
11.863,8.600,-0.166,4E-06,3.10600000000013E-05
11.963,8.700,-0.165,5E-06,3.15105000000012E-05
12.063,8.800,-0.164,5E-06,3.1957500000001E-05
12.163,8.900,-0.163,5E-06,3.23945000000009E-05
12.263,9.000,-0.162,5E-06,3.28655000000008E-05
12.363,9.100,-0.161,5E-06,3.33075000000007E-05
12.463,9.200,-0.16,5E-06,3.37645000000006E-05
12.563,9.300,-0.159,5E-06,3.42085000000005E-05
12.663,9.400,-0.158,5E-06,3.46285000000004E-05
12.763,9.500,-0.157,5E-06,3.50765000000003E-05
