出力日時,2021/06/21 13:49:16
データソース,hematite_H_S1_1_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.346,0.100,-0.392,2E-06,1.45E-07
3.446,0.200,-0.391,2E-06,3.14E-07
3.546,0.300,-0.39,2E-06,4.97E-07
3.646,0.400,-0.389,2E-06,6.70000000000002E-07
3.746,0.500,-0.388,1E-06,8.25500000000003E-07
3.846,0.600,-0.387,2E-06,1.003E-06
3.946,0.700,-0.386,2E-06,1.177E-06
4.046,0.800,-0.385,2E-06,1.391E-06
4.146,0.900,-0.384,2E-06,1.597E-06
4.246,1.000,-0.383,2E-06,1.804E-06
4.346,1.100,-0.382,5E-06,2.0435E-06
4.446,1.200,-0.381,2E-06,2.232E-06
4.546,1.300,-0.38,3E-06,2.4755E-06
4.646,1.400,-0.379,3E-06,2.6895E-06
4.746,1.500,-0.378,3E-06,2.9275E-06
4.846,1.600,-0.377,4E-06,3.149E-06
4.946,1.700,-0.376,3E-06,3.3805E-06
5.046,1.800,-0.375,3E-06,3.6085E-06
5.146,1.900,-0.374,2E-06,3.876E-06
5.246,2.000,-0.373,2E-06,4.133E-06
5.346,2.100,-0.372,3E-06,4.39950000000001E-06
5.446,2.200,-0.371,3E-06,4.67150000000002E-06
5.546,2.300,-0.37,4E-06,4.95700000000002E-06
5.646,2.400,-0.369,3E-06,5.23650000000003E-06
5.746,2.500,-0.368,3E-06,5.49850000000004E-06
5.846,2.600,-0.367,3E-06,5.80150000000004E-06
5.946,2.700,-0.366,3E-06,6.06750000000004E-06
6.046,2.800,-0.365,2E-06,6.33000000000005E-06
6.146,2.900,-0.364,3E-06,6.59850000000006E-06
6.246,3.000,-0.363,4E-06,6.84800000000007E-06
6.346,3.100,-0.362,3E-06,7.13050000000007E-06
6.446,3.200,-0.361,3E-06,7.42250000000008E-06
6.546,3.300,-0.36,4E-06,7.76100000000008E-06
6.646,3.400,-0.359,3E-06,8.05350000000009E-06
6.746,3.500,-0.358,3E-06,8.33350000000011E-06
6.846,3.600,-0.357,5E-06,8.66150000000013E-06
6.946,3.700,-0.356,3E-06,8.97950000000015E-06
7.046,3.800,-0.355,4E-06,9.32700000000018E-06
7.146,3.900,-0.354,3E-06,9.6305000000002E-06
7.246,4.000,-0.353,3E-06,9.93750000000021E-06
7.346,4.100,-0.352,3E-06,1.02805000000002E-05
7.446,4.200,-0.351,2E-06,1.06160000000003E-05
7.546,4.300,-0.35,4E-06,1.09930000000003E-05
7.646,4.400,-0.349,3E-06,1.13325000000003E-05
7.746,4.500,-0.348,5E-06,1.16695000000004E-05
7.846,4.600,-0.347,3E-06,1.20125000000004E-05
7.946,4.700,-0.346,4E-06,1.23740000000004E-05
8.046,4.800,-0.345,4E-06,1.27170000000004E-05
8.146,4.900,-0.344,2E-06,1.31160000000005E-05
8.246,5.000,-0.343,4E-06,1.34950000000005E-05
8.346,5.100,-0.342,4E-06,1.38390000000005E-05
8.446,5.200,-0.341,4E-06,1.42200000000006E-05
8.546,5.300,-0.34,5E-06,1.46015000000006E-05
