出力日時,2021/06/07 16:23:13
データソース,Nss3_4_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.352,0.100,-0.306,1E-06,1.345E-07
3.452,0.200,-0.305,1E-06,3.115E-07
3.552,0.300,-0.304,2E-06,5.26E-07
3.652,0.400,-0.303,3E-06,7.66500000000001E-07
3.752,0.500,-0.302,2E-06,1.019E-06
3.852,0.600,-0.301,3E-06,1.2425E-06
3.952,0.700,-0.3,3E-06,1.5325E-06
4.052,0.800,-0.299,3E-06,1.7975E-06
4.152,0.900,-0.298,3E-06,2.06949999999999E-06
4.252,1.000,-0.297,3E-06,2.34949999999999E-06
4.352,1.100,-0.296,1E-06,2.62249999999998E-06
4.452,1.200,-0.295,3E-06,2.91349999999998E-06
4.552,1.300,-0.294,3E-06,3.27149999999998E-06
4.652,1.400,-0.293,2E-06,3.58999999999998E-06
4.752,1.500,-0.292,4E-06,3.90499999999998E-06
4.852,1.600,-0.291,3E-06,4.22749999999998E-06
4.952,1.700,-0.29,3E-06,4.54049999999998E-06
5.052,1.800,-0.289,3E-06,4.83049999999999E-06
5.152,1.900,-0.288,3E-06,5.1415E-06
5.252,2.000,-0.287,3E-06,5.4495E-06
5.352,2.100,-0.286,3E-06,5.7775E-06
5.452,2.200,-0.285,4E-06,6.12599999999999E-06
5.552,2.300,-0.284,5E-06,6.48549999999998E-06
5.652,2.400,-0.283,4E-06,6.82799999999998E-06
5.752,2.500,-0.282,3E-06,7.18349999999997E-06
5.852,2.600,-0.281,4E-06,7.56199999999996E-06
5.952,2.700,-0.28,4E-06,7.96099999999997E-06
6.052,2.800,-0.279,4E-06,8.31E-06
6.152,2.900,-0.278,4E-06,8.66500000000002E-06
6.252,3.000,-0.277,3E-06,8.99450000000004E-06
6.352,3.100,-0.276,4E-06,9.35500000000008E-06
6.452,3.200,-0.275,4E-06,9.73700000000011E-06
6.552,3.300,-0.274,4E-06,1.01480000000001E-05
6.652,3.400,-0.273,4E-06,1.05300000000002E-05
6.752,3.500,-0.272,4E-06,1.09240000000002E-05
6.852,3.600,-0.271,5E-06,1.13195000000002E-05
6.952,3.700,-0.27,4E-06,1.17390000000003E-05
7.052,3.800,-0.269,4E-06,1.21290000000003E-05
7.152,3.900,-0.268,2E-06,1.25320000000004E-05
7.252,4.000,-0.267,4E-06,1.29730000000004E-05
7.352,4.100,-0.266,4E-06,1.33760000000004E-05
7.452,4.200,-0.265,5E-06,1.37935000000005E-05
7.552,4.300,-0.264,4E-06,1.42150000000005E-05
7.652,4.400,-0.263,4E-06,1.46180000000005E-05
7.752,4.500,-0.262,3E-06,1.50275000000006E-05
7.852,4.600,-0.261,4E-06,1.54480000000006E-05
7.952,4.700,-0.26,3E-06,1.58445000000006E-05
8.052,4.800,-0.259,5E-06,1.62735000000006E-05
8.152,4.900,-0.258,5E-06,1.66715000000006E-05
8.252,5.000,-0.257,4E-06,1.71100000000007E-05
8.352,5.100,-0.256,5E-06,1.75425000000007E-05
8.452,5.200,-0.255,5E-06,1.79705000000007E-05
8.552,5.300,-0.254,4E-06,1.84190000000007E-05
8.652,5.400,-0.253,4E-06,1.88750000000008E-05
8.752,5.500,-0.252,4E-06,1.92740000000008E-05
8.852,5.600,-0.251,5E-06,1.97205000000008E-05
8.952,5.700,-0.25,4E-06,2.01680000000008E-05
9.052,5.800,-0.249,4E-06,2.05940000000008E-05
9.152,5.900,-0.248,5E-06,2.10175000000009E-05
9.252,6.000,-0.247,4E-06,2.14770000000009E-05
9.352,6.100,-0.246,6E-06,2.19320000000009E-05
9.452,6.200,-0.245,4E-06,2.23880000000009E-05
9.552,6.300,-0.244,5E-06,2.28445000000009E-05
9.652,6.400,-0.243,5E-06,2.3308500000001E-05
9.752,6.500,-0.242,4E-06,2.3792000000001E-05
9.852,6.600,-0.241,4E-06,2.4257000000001E-05
9.952,6.700,-0.24,7E-06,2.4760500000001E-05
10.052,6.800,-0.239,5E-06,2.5235500000001E-05
10.152,6.900,-0.238,3E-06,2.57205000000011E-05
10.252,7.000,-0.237,4E-06,2.61810000000011E-05
10.352,7.100,-0.236,5E-06,2.66305000000011E-05
10.452,7.200,-0.235,4E-06,2.70610000000011E-05
10.552,7.300,-0.234,4E-06,2.75380000000011E-05
10.652,7.400,-0.233,5E-06,2.80025000000012E-05
10.752,7.500,-0.232,6E-06,2.84970000000012E-05
10.852,7.600,-0.231,5E-06,2.89685000000012E-05
