出力日時,2021/06/21 13:31:55
データソース,hematite_First.S1-1-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.359,0.100,-0.366,2E-06,9.8E-08
3.459,0.200,-0.365,1E-06,1.955E-07
3.559,0.300,-0.364,1E-06,2.875E-07
3.659,0.400,-0.363,1E-06,4.10500000000001E-07
3.759,0.500,-0.362,2E-06,5.22000000000001E-07
3.859,0.600,-0.361,1E-06,6.42500000000002E-07
3.959,0.700,-0.36,2E-06,7.88000000000001E-07
4.059,0.800,-0.359,2E-06,9.12000000000001E-07
4.159,0.900,-0.358,1E-06,1.0685E-06
4.259,1.000,-0.357,2E-06,1.198E-06
4.359,1.100,-0.356,3E-06,1.3585E-06
4.459,1.200,-0.355,1E-06,1.4955E-06
4.559,1.300,-0.354,0,1.61799999999999E-06
4.659,1.400,-0.353,3E-06,1.76249999999999E-06
4.759,1.500,-0.352,1E-06,1.93249999999999E-06
4.859,1.600,-0.351,2E-06,2.08499999999999E-06
4.959,1.700,-0.35,2E-06,2.27899999999999E-06
5.059,1.800,-0.349,2E-06,2.45699999999999E-06
5.159,1.900,-0.348,2E-06,2.68299999999999E-06
5.259,2.000,-0.347,1E-06,2.89149999999999E-06
5.359,2.100,-0.346,2E-06,3.12E-06
5.459,2.200,-0.345,2E-06,3.296E-06
5.559,2.300,-0.344,2E-06,3.527E-06
5.659,2.400,-0.343,2E-06,3.722E-06
5.759,2.500,-0.342,4E-06,3.94900000000001E-06
5.859,2.600,-0.341,2E-06,4.17300000000001E-06
5.959,2.700,-0.34,4E-06,4.36100000000002E-06
6.059,2.800,-0.339,3E-06,4.57250000000004E-06
6.159,2.900,-0.338,1E-06,4.79050000000006E-06
6.259,3.000,-0.337,2E-06,4.98500000000007E-06
6.359,3.100,-0.336,2E-06,5.17800000000009E-06
6.459,3.200,-0.335,2E-06,5.40400000000011E-06
6.559,3.300,-0.334,1E-06,5.63450000000012E-06
6.659,3.400,-0.333,2E-06,5.87900000000013E-06
6.759,3.500,-0.332,3E-06,6.12950000000014E-06
6.859,3.600,-0.331,2E-06,6.38400000000016E-06
6.959,3.700,-0.33,3E-06,6.63750000000017E-06
7.059,3.800,-0.329,3E-06,6.89550000000018E-06
7.159,3.900,-0.328,3E-06,7.20850000000018E-06
7.259,4.000,-0.327,3E-06,7.48250000000018E-06
7.359,4.100,-0.326,3E-06,7.73850000000019E-06
7.459,4.200,-0.325,2E-06,8.03000000000022E-06
7.559,4.300,-0.324,3E-06,8.28750000000023E-06
7.659,4.400,-0.323,3E-06,8.58950000000026E-06
7.759,4.500,-0.322,4E-06,8.90700000000029E-06
7.859,4.600,-0.321,4E-06,9.20700000000031E-06
7.959,4.700,-0.32,4E-06,9.53900000000034E-06
8.059,4.800,-0.319,4E-06,9.89400000000037E-06
8.159,4.900,-0.318,4E-06,1.02190000000004E-05
8.259,5.000,-0.317,2E-06,1.05400000000004E-05
8.359,5.100,-0.316,4E-06,1.08630000000004E-05
8.459,5.200,-0.315,2E-06,1.12110000000005E-05
