出力日時,2021/06/21 13:47:48
データソース,hematite_H_S1_4_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.360,0.100,-0.357,0,1.55E-07
3.460,0.200,-0.356,2E-06,2.85E-07
3.560,0.300,-0.355,1E-06,4.37500000000001E-07
3.660,0.400,-0.354,1E-06,6.18500000000001E-07
3.760,0.500,-0.353,1E-06,7.93500000000001E-07
3.860,0.600,-0.352,3E-06,9.92500000000001E-07
3.960,0.700,-0.351,2E-06,1.18E-06
4.060,0.800,-0.35,2E-06,1.394E-06
4.160,0.900,-0.349,3E-06,1.6265E-06
4.260,1.000,-0.348,3E-06,1.86349999999999E-06
4.360,1.100,-0.347,3E-06,2.10149999999999E-06
4.460,1.200,-0.346,2E-06,2.35699999999999E-06
4.560,1.300,-0.345,4E-06,2.62699999999999E-06
4.660,1.400,-0.344,3E-06,2.84849999999999E-06
4.760,1.500,-0.343,3E-06,3.10349999999999E-06
4.860,1.600,-0.342,3E-06,3.32149999999999E-06
4.960,1.700,-0.341,2E-06,3.55699999999999E-06
5.060,1.800,-0.34,2E-06,3.77499999999998E-06
5.160,1.900,-0.339,3E-06,4.00949999999999E-06
5.260,2.000,-0.338,3E-06,4.2685E-06
5.360,2.100,-0.337,3E-06,4.5605E-06
5.460,2.200,-0.336,5E-06,4.82350000000001E-06
5.560,2.300,-0.335,2E-06,5.11500000000001E-06
5.660,2.400,-0.334,3E-06,5.39850000000002E-06
5.760,2.500,-0.333,3E-06,5.66350000000003E-06
5.860,2.600,-0.332,3E-06,5.94950000000004E-06
5.960,2.700,-0.331,2E-06,6.22000000000004E-06
6.060,2.800,-0.33,3E-06,6.48550000000005E-06
6.160,2.900,-0.329,3E-06,6.78150000000006E-06
6.260,3.000,-0.328,4E-06,7.09400000000006E-06
6.360,3.100,-0.327,3E-06,7.42450000000005E-06
6.460,3.200,-0.326,4E-06,7.70800000000007E-06
6.560,3.300,-0.325,4E-06,8.03800000000009E-06
6.660,3.400,-0.324,3E-06,8.3075000000001E-06
6.760,3.500,-0.323,3E-06,8.63150000000012E-06
6.860,3.600,-0.322,3E-06,8.98150000000014E-06
6.960,3.700,-0.321,3E-06,9.29150000000016E-06
7.060,3.800,-0.32,3E-06,9.63150000000019E-06
7.160,3.900,-0.319,4E-06,9.95400000000021E-06
7.260,4.000,-0.318,3E-06,1.02875000000002E-05
7.360,4.100,-0.317,3E-06,1.06255000000003E-05
7.460,4.200,-0.316,4E-06,1.09670000000003E-05
7.560,4.300,-0.315,3E-06,1.12765000000003E-05
7.660,4.400,-0.314,4E-06,1.16100000000003E-05
7.760,4.500,-0.313,3E-06,1.19395000000004E-05
7.860,4.600,-0.312,4E-06,1.22570000000004E-05
7.960,4.700,-0.311,5E-06,1.26055000000004E-05
8.060,4.800,-0.31,4E-06,1.29670000000004E-05
8.160,4.900,-0.309,5E-06,1.33235000000005E-05
8.260,5.000,-0.308,5E-06,1.36965000000005E-05
8.360,5.100,-0.307,5E-06,1.40605000000005E-05
8.460,5.200,-0.306,4E-06,1.44330000000006E-05
8.560,5.300,-0.305,5E-06,1.48175000000006E-05
8.660,5.400,-0.304,4E-06,1.51710000000007E-05
8.760,5.500,-0.303,4E-06,1.55200000000007E-05
8.860,5.600,-0.302,4E-06,1.59130000000007E-05
8.960,5.700,-0.301,4E-06,1.62640000000007E-05
9.060,5.800,-0.3,3E-06,1.66465000000007E-05
9.160,5.900,-0.299,4E-06,1.70360000000007E-05
9.260,6.000,-0.298,5E-06,1.74665000000007E-05
9.360,6.100,-0.297,3E-06,1.78695000000008E-05
9.460,6.200,-0.296,4E-06,1.82600000000008E-05
9.560,6.300,-0.295,3E-06,1.86685000000008E-05
9.660,6.400,-0.294,4E-06,1.90680000000008E-05
9.760,6.500,-0.293,5E-06,1.94895000000008E-05
9.860,6.600,-0.292,3E-06,1.99145000000008E-05
9.960,6.700,-0.291,5E-06,2.03595000000009E-05
10.060,6.800,-0.29,4E-06,2.07920000000009E-05
10.160,6.900,-0.289,5E-06,2.11915000000009E-05
10.260,7.000,-0.288,5E-06,2.16185000000009E-05
10.360,7.100,-0.287,5E-06,2.20125000000009E-05
10.460,7.200,-0.286,5E-06,2.2443500000001E-05
10.560,7.300,-0.285,5E-06,2.2875500000001E-05
10.660,7.400,-0.284,4E-06,2.3299000000001E-05
10.760,7.500,-0.283,4E-06,2.3753000000001E-05
10.860,7.600,-0.282,5E-06,2.41925000000011E-05
10.960,7.700,-0.281,4E-06,2.46260000000011E-05
11.060,7.800,-0.28,5E-06,2.50995000000011E-05
11.160,7.900,-0.279,4E-06,2.55330000000011E-05
11.260,8.000,-0.278,4E-06,2.60080000000011E-05
11.360,8.100,-0.277,4E-06,2.64580000000012E-05
11.460,8.200,-0.276,5E-06,2.69305000000012E-05
11.560,8.300,-0.275,5E-06,2.74495000000012E-05
11.660,8.400,-0.274,5E-06,2.79335000000013E-05
11.760,8.500,-0.273,5E-06,2.83915000000013E-05
11.860,8.600,-0.272,5E-06,2.89015000000013E-05
11.960,8.700,-0.271,4E-06,2.93670000000014E-05
12.060,8.800,-0.27,5E-06,2.98675000000014E-05
12.160,8.900,-0.269,4E-06,3.03340000000015E-05
12.260,9.000,-0.268,4E-06,3.08460000000014E-05
12.360,9.100,-0.267,5E-06,3.13555000000014E-05
12.460,9.200,-0.266,5E-06,3.18375000000013E-05
12.560,9.300,-0.265,6E-06,3.23550000000013E-05
