出力日時,2021/06/21 13:48:19
データソース,hematite_H_S1_3_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.369,0.100,-0.367,2E-06,1.95E-07
3.469,0.200,-0.366,3E-06,3.535E-07
3.569,0.300,-0.365,3E-06,5.445E-07
3.669,0.400,-0.364,1E-06,7.235E-07
3.769,0.500,-0.363,3E-06,9.25500000000002E-07
3.869,0.600,-0.362,1E-06,1.0995E-06
3.969,0.700,-0.361,3E-06,1.2965E-06
4.069,0.800,-0.36,3E-06,1.4885E-06
4.169,0.900,-0.359,1E-06,1.6845E-06
4.269,1.000,-0.358,2E-06,1.914E-06
4.369,1.100,-0.357,1E-06,2.1295E-06
4.469,1.200,-0.356,2E-06,2.36699999999999E-06
4.569,1.300,-0.355,2E-06,2.59499999999999E-06
4.669,1.400,-0.354,2E-06,2.80799999999999E-06
4.769,1.500,-0.353,3E-06,3.02849999999999E-06
4.869,1.600,-0.352,3E-06,3.28249999999999E-06
4.969,1.700,-0.351,2E-06,3.55299999999999E-06
5.069,1.800,-0.35,3E-06,3.79949999999999E-06
5.169,1.900,-0.349,3E-06,4.0615E-06
5.269,2.000,-0.348,3E-06,4.32750000000001E-06
5.369,2.100,-0.347,2E-06,4.61100000000001E-06
5.469,2.200,-0.346,3E-06,4.87450000000002E-06
5.569,2.300,-0.345,3E-06,5.13350000000002E-06
5.669,2.400,-0.344,3E-06,5.41450000000003E-06
5.769,2.500,-0.343,3E-06,5.70650000000003E-06
5.869,2.600,-0.342,2E-06,6.00300000000004E-06
5.969,2.700,-0.341,4E-06,6.29100000000004E-06
6.069,2.800,-0.34,3E-06,6.57450000000005E-06
6.169,2.900,-0.339,3E-06,6.83250000000005E-06
6.269,3.000,-0.338,3E-06,7.13450000000005E-06
6.369,3.100,-0.337,3E-06,7.43250000000005E-06
6.469,3.200,-0.336,3E-06,7.72450000000006E-06
6.569,3.300,-0.335,3E-06,8.01550000000008E-06
6.669,3.400,-0.334,3E-06,8.28950000000009E-06
6.769,3.500,-0.333,5E-06,8.59750000000011E-06
6.869,3.600,-0.332,3E-06,8.95850000000014E-06
6.969,3.700,-0.331,3E-06,9.26750000000015E-06
7.069,3.800,-0.33,3E-06,9.58150000000018E-06
7.169,3.900,-0.329,3E-06,9.8705000000002E-06
7.269,4.000,-0.328,3E-06,1.02055000000002E-05
7.369,4.100,-0.327,1E-06,1.05035000000002E-05
7.469,4.200,-0.326,4E-06,1.08320000000003E-05
7.569,4.300,-0.325,3E-06,1.11625000000003E-05
7.669,4.400,-0.324,4E-06,1.14860000000003E-05
7.769,4.500,-0.323,4E-06,1.18260000000003E-05
7.869,4.600,-0.322,3E-06,1.21945000000004E-05
7.969,4.700,-0.321,2E-06,1.25280000000004E-05
8.069,4.800,-0.32,4E-06,1.28950000000004E-05
8.169,4.900,-0.319,5E-06,1.32605000000005E-05
8.269,5.000,-0.318,3E-06,1.36065000000005E-05
8.369,5.100,-0.317,4E-06,1.39700000000005E-05
8.469,5.200,-0.316,5E-06,1.43445000000006E-05
8.569,5.300,-0.315,3E-06,1.46875000000006E-05
8.669,5.400,-0.314,4E-06,1.50440000000006E-05
8.769,5.500,-0.313,4E-06,1.53920000000007E-05
8.869,5.600,-0.312,4E-06,1.58000000000007E-05
8.969,5.700,-0.311,3E-06,1.61825000000007E-05
9.069,5.800,-0.31,3E-06,1.65595000000008E-05
9.169,5.900,-0.309,4E-06,1.69690000000008E-05
9.269,6.000,-0.308,5E-06,1.73405000000008E-05
9.369,6.100,-0.307,4E-06,1.76860000000008E-05
9.469,6.200,-0.306,5E-06,1.81105000000008E-05
9.569,6.300,-0.305,4E-06,1.85170000000008E-05
9.669,6.400,-0.304,3E-06,1.89095000000009E-05
9.769,6.500,-0.303,3E-06,1.93235000000009E-05
9.869,6.600,-0.302,6E-06,1.97280000000009E-05
9.969,6.700,-0.301,3E-06,2.01335000000009E-05
10.069,6.800,-0.3,4E-06,2.05440000000009E-05
10.169,6.900,-0.299,4E-06,2.09450000000009E-05
10.269,7.000,-0.298,5E-06,2.1379500000001E-05
10.369,7.100,-0.297,4E-06,2.1820000000001E-05
10.469,7.200,-0.296,4E-06,2.2261000000001E-05
10.569,7.300,-0.295,4E-06,2.2700000000001E-05
10.669,7.400,-0.294,4E-06,2.31160000000011E-05
10.769,7.500,-0.293,6E-06,2.35700000000011E-05
10.869,7.600,-0.292,5E-06,2.40155000000011E-05
10.969,7.700,-0.291,4E-06,2.44840000000011E-05
11.069,7.800,-0.29,7E-06,2.49395000000011E-05
11.169,7.900,-0.289,5E-06,2.53795000000012E-05
11.269,8.000,-0.288,5E-06,2.58095000000012E-05
11.369,8.100,-0.287,4E-06,2.62420000000012E-05
11.469,8.200,-0.286,5E-06,2.66875000000013E-05
11.569,8.300,-0.285,5E-06,2.71415000000013E-05
11.669,8.400,-0.284,5E-06,2.75845000000014E-05
11.769,8.500,-0.283,6E-06,2.80580000000014E-05
11.869,8.600,-0.282,6E-06,2.85380000000014E-05
11.969,8.700,-0.281,5E-06,2.89865000000015E-05
