出力日時,2021/06/07 16:22:28
データソース,Nss3_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.366,0.100,-0.28,2E-06,1.3E-07
3.466,0.200,-0.279,2E-06,3.08E-07
3.566,0.300,-0.278,3E-06,4.815E-07
3.666,0.400,-0.277,2E-06,6.50000000000001E-07
3.766,0.500,-0.276,3E-06,8.75500000000003E-07
3.866,0.600,-0.275,3E-06,1.0855E-06
3.966,0.700,-0.274,3E-06,1.3045E-06
4.066,0.800,-0.273,2E-06,1.556E-06
4.166,0.900,-0.272,3E-06,1.8265E-06
4.266,1.000,-0.271,3E-06,2.0855E-06
4.366,1.100,-0.27,3E-06,2.35349999999999E-06
4.466,1.200,-0.269,2E-06,2.56799999999999E-06
4.566,1.300,-0.268,4E-06,2.82499999999999E-06
4.666,1.400,-0.267,4E-06,3.11599999999999E-06
4.766,1.500,-0.266,2E-06,3.40899999999999E-06
4.866,1.600,-0.265,2E-06,3.69399999999998E-06
4.966,1.700,-0.264,2E-06,3.96799999999999E-06
5.066,1.800,-0.263,2E-06,4.27299999999999E-06
5.166,1.900,-0.262,3E-06,4.5625E-06
5.266,2.000,-0.261,4E-06,4.86600000000001E-06
5.366,2.100,-0.26,2E-06,5.17000000000001E-06
5.466,2.200,-0.259,5E-06,5.47050000000001E-06
5.566,2.300,-0.258,3E-06,5.8215E-06
5.666,2.400,-0.257,3E-06,6.1335E-06
5.766,2.500,-0.256,2E-06,6.433E-06
5.866,2.600,-0.255,3E-06,6.7665E-06
5.966,2.700,-0.254,4E-06,7.08299999999999E-06
6.066,2.800,-0.253,4E-06,7.40599999999999E-06
6.166,2.900,-0.252,3E-06,7.7205E-06
6.266,3.000,-0.251,4E-06,8.03900000000002E-06
6.366,3.100,-0.25,5E-06,8.39950000000005E-06
6.466,3.200,-0.249,4E-06,8.72000000000007E-06
6.566,3.300,-0.248,4E-06,9.11300000000011E-06
6.666,3.400,-0.247,4E-06,9.46500000000014E-06
6.766,3.500,-0.246,3E-06,9.80250000000017E-06
6.866,3.600,-0.245,3E-06,1.01725000000002E-05
6.966,3.700,-0.244,4E-06,1.05630000000002E-05
7.066,3.800,-0.243,4E-06,1.09450000000003E-05
7.166,3.900,-0.242,3E-06,1.13205000000003E-05
7.266,4.000,-0.241,4E-06,1.16990000000003E-05
7.366,4.100,-0.24,4E-06,1.20950000000004E-05
7.466,4.200,-0.239,4E-06,1.24970000000004E-05
7.566,4.300,-0.238,4E-06,1.28770000000005E-05
7.666,4.400,-0.237,4E-06,1.32770000000005E-05
7.766,4.500,-0.236,5E-06,1.36635000000005E-05
7.866,4.600,-0.235,4E-06,1.40370000000006E-05
7.966,4.700,-0.234,4E-06,1.44150000000006E-05
8.066,4.800,-0.233,5E-06,1.48485000000007E-05
8.166,4.900,-0.232,4E-06,1.52720000000007E-05
8.266,5.000,-0.231,5E-06,1.57065000000007E-05
8.366,5.100,-0.23,5E-06,1.61485000000007E-05
8.466,5.200,-0.229,4E-06,1.65560000000008E-05
8.566,5.300,-0.228,4E-06,1.70180000000008E-05
8.666,5.400,-0.227,4E-06,1.74410000000008E-05
8.766,5.500,-0.226,5E-06,1.78915000000008E-05
8.866,5.600,-0.225,6E-06,1.83400000000008E-05
8.966,5.700,-0.224,4E-06,1.87620000000008E-05
9.066,5.800,-0.223,5E-06,1.91995000000008E-05
9.166,5.900,-0.222,5E-06,1.96375000000008E-05
9.266,6.000,-0.221,5E-06,2.00975000000008E-05
9.366,6.100,-0.22,4E-06,2.05670000000008E-05
9.466,6.200,-0.219,6E-06,2.09960000000009E-05
9.566,6.300,-0.218,5E-06,2.14255000000009E-05
9.666,6.400,-0.217,4E-06,2.18890000000009E-05
9.766,6.500,-0.216,4E-06,2.23300000000009E-05
9.866,6.600,-0.215,5E-06,2.2763500000001E-05
9.966,6.700,-0.214,5E-06,2.3219500000001E-05
10.066,6.800,-0.213,4E-06,2.3669000000001E-05
10.166,6.900,-0.212,5E-06,2.4148500000001E-05
10.266,7.000,-0.211,5E-06,2.4603500000001E-05
10.366,7.100,-0.21,3E-06,2.50845000000011E-05
10.466,7.200,-0.209,5E-06,2.55415000000011E-05
10.566,7.300,-0.208,5E-06,2.60035000000011E-05
10.666,7.400,-0.207,4E-06,2.64650000000011E-05
10.766,7.500,-0.206,5E-06,2.69185000000011E-05
10.866,7.600,-0.205,4E-06,2.73690000000012E-05
10.966,7.700,-0.204,4E-06,2.78520000000012E-05
11.066,7.800,-0.203,5E-06,2.83275000000012E-05
11.166,7.900,-0.202,4E-06,2.87740000000012E-05
11.266,8.000,-0.201,6E-06,2.92480000000012E-05
11.366,8.100,-0.2,4E-06,2.97170000000013E-05
11.466,8.200,-0.199,6E-06,3.01980000000013E-05
11.566,8.300,-0.198,4E-06,3.06740000000013E-05
11.666,8.400,-0.197,4E-06,3.10900000000012E-05
11.766,8.500,-0.196,5E-06,3.15755000000011E-05
11.866,8.600,-0.195,5E-06,3.2028500000001E-05
11.966,8.700,-0.194,5E-06,3.25205000000009E-05
12.066,8.800,-0.193,6E-06,3.30050000000009E-05
12.166,8.900,-0.192,6E-06,3.35300000000009E-05
12.266,9.000,-0.191,5E-06,3.40415000000009E-05
12.366,9.100,-0.19,5E-06,3.45705000000009E-05
12.466,9.200,-0.189,5E-06,3.50495000000007E-05
12.566,9.300,-0.188,5E-06,3.55525000000007E-05
12.666,9.400,-0.187,6E-06,3.60460000000007E-05
12.766,9.500,-0.186,5E-06,3.65725000000006E-05
12.866,9.600,-0.185,5E-06,3.71055000000006E-05
12.966,9.700,-0.184,4E-06,3.75940000000005E-05
13.066,9.800,-0.183,5E-06,3.80785000000005E-05
13.166,9.900,-0.182,6E-06,3.86280000000005E-05
13.266,10.000,-0.181,6E-06,3.91510000000005E-05
13.366,10.100,-0.18,5E-06,3.96795000000005E-05
13.466,10.200,-0.179,4E-06,4.02430000000005E-05
13.566,10.300,-0.178,5E-06,4.07805000000005E-05
13.666,10.400,-0.177,5E-06,4.12835000000005E-05
13.766,10.500,-0.176,5E-06,4.18105000000005E-05
13.866,10.600,-0.175,6E-06,4.23500000000005E-05
13.966,10.700,-0.174,5E-06,4.28775000000005E-05
14.066,10.800,-0.173,5E-06,4.33945000000005E-05
14.166,10.900,-0.172,5E-06,4.39215000000005E-05
14.266,11.000,-0.171,6E-06,4.44360000000005E-05
14.366,11.100,-0.17,7E-06,4.49645000000005E-05
14.466,11.200,-0.169,6E-06,4.55040000000005E-05
14.566,11.300,-0.168,6E-06,4.60440000000005E-05
14.666,11.400,-0.167,4E-06,4.65610000000005E-05
14.766,11.500,-0.166,5E-06,4.70935000000004E-05
14.866,11.600,-0.165,6E-06,4.76190000000004E-05
14.966,11.700,-0.164,6E-06,4.81480000000004E-05
15.066,11.800,-0.163,5E-06,4.87115000000004E-05
15.166,11.900,-0.162,6E-06,4.92520000000004E-05
15.266,12.000,-0.161,5E-06,4.98005000000005E-05
15.366,12.100,-0.16,5E-06,5.03305000000005E-05
15.466,12.200,-0.159,6E-06,5.08560000000005E-05
15.566,12.300,-0.158,6E-06,5.14030000000005E-05
15.666,12.400,-0.157,6E-06,5.19340000000005E-05
15.766,12.500,-0.156,5E-06,5.24545000000005E-05
15.866,12.600,-0.155,8E-06,5.30340000000005E-05
15.966,12.700,-0.154,6E-06,5.35660000000005E-05
16.066,12.800,-0.153,4E-06,5.40920000000005E-05
16.166,12.900,-0.152,6E-06,5.46060000000005E-05
16.266,13.000,-0.151,6E-06,5.51450000000005E-05
16.366,13.100,-0.15,4E-06,5.56640000000005E-05
16.466,13.200,-0.149,6E-06,5.61830000000004E-05
16.566,13.300,-0.148,7E-06,5.67275000000004E-05
16.666,13.400,-0.147,5E-06,5.72665000000004E-05
16.766,13.500,-0.146,7E-06,5.78245000000005E-05
16.866,13.600,-0.145,6E-06,5.83850000000005E-05
16.966,13.700,-0.144,5E-06,5.89235000000005E-05
17.066,13.800,-0.143,7E-06,5.94875000000005E-05
17.166,13.900,-0.142,5E-06,6.00575000000005E-05
17.266,14.000,-0.141,6E-06,6.06240000000006E-05
17.366,14.100,-0.14,6E-06,6.11790000000005E-05
17.466,14.200,-0.139,5E-06,6.17465000000008E-05
17.566,14.300,-0.138,5E-06,6.23225000000009E-05
17.666,14.400,-0.137,6E-06,6.2860000000001E-05
17.766,14.500,-0.136,7E-06,6.34485000000012E-05
17.866,14.600,-0.135,5E-06,6.39805000000013E-05
17.966,14.700,-0.134,5E-06,6.45405000000014E-05
18.066,14.800,-0.133,4E-06,6.50680000000016E-05
18.166,14.900,-0.132,6E-06,6.56280000000017E-05
18.266,15.000,-0.131,7E-06,6.61775000000019E-05
18.366,15.100,-0.13,6E-06,6.67830000000021E-05
18.466,15.200,-0.129,6E-06,6.73190000000022E-05
18.566,15.300,-0.128,5E-06,6.78835000000024E-05
18.666,15.400,-0.127,7E-06,6.84635000000026E-05
18.766,15.500,-0.126,5E-06,6.90305000000028E-05
18.866,15.600,-0.125,7E-06,6.9614500000003E-05
18.966,15.700,-0.124,6E-06,7.01510000000031E-05
19.066,15.800,-0.123,5E-06,7.07225000000034E-05
19.166,15.900,-0.122,5E-06,7.12905000000035E-05
19.266,16.000,-0.121,7E-06,7.18735000000036E-05
19.366,16.100,-0.12,7E-06,7.24825000000038E-05
19.466,16.200,-0.119,7E-06,7.30615000000039E-05
19.566,16.300,-0.118,5E-06,7.36175000000041E-05
19.666,16.400,-0.117,5E-06,7.41855000000043E-05
19.766,16.500,-0.116,7E-06,7.47705000000044E-05
19.866,16.600,-0.115,5E-06,7.53735000000045E-05
19.966,16.700,-0.114,6E-06,7.59530000000047E-05
20.066,16.800,-0.113,7E-06,7.65305000000049E-05
20.166,16.900,-0.112,6E-06,7.7092000000005E-05
20.266,17.000,-0.111,5E-06,7.76505000000053E-05
20.366,17.100,-0.11,6E-06,7.82120000000054E-05
20.466,17.200,-0.109,6E-06,7.87680000000057E-05
20.566,17.300,-0.108,5E-06,7.9330500000006E-05
20.666,17.400,-0.107,6E-06,7.98890000000061E-05
20.766,17.500,-0.106,5E-06,8.04535000000063E-05
20.866,17.600,-0.105,5E-06,8.10085000000065E-05
20.966,17.700,-0.104,6E-06,8.15780000000066E-05
21.066,17.800,-0.103,7E-06,8.21275000000069E-05
21.166,17.900,-0.102,5E-06,8.26875000000071E-05
21.266,18.000,-0.101,7E-06,8.32595000000073E-05
21.366,18.100,-0.1,7E-06,8.38135000000075E-05
21.466,18.200,-0.099,5E-06,8.43745000000076E-05
21.566,18.300,-0.098,7E-06,8.49215000000078E-05
21.666,18.400,-0.097,4E-06,8.54960000000079E-05
21.766,18.500,-0.096,5E-06,8.60375000000081E-05
21.866,18.600,-0.095,6E-06,8.66230000000083E-05
21.966,18.700,-0.094,7E-06,8.72025000000085E-05
22.066,18.800,-0.093,6E-06,8.77790000000087E-05
22.166,18.900,-0.092,5E-06,8.83385000000089E-05
22.266,19.000,-0.091,6E-06,8.89210000000092E-05
22.366,19.100,-0.09,5E-06,8.94795000000093E-05
22.466,19.200,-0.089,7E-06,9.00235000000095E-05
22.566,19.300,-0.088,6E-06,9.05860000000097E-05
22.666,19.400,-0.087,5E-06,9.11285000000099E-05
22.766,19.500,-0.086,6E-06,9.17490000000099E-05
22.866,19.600,-0.085,5E-06,9.230250000001E-05
22.966,19.700,-0.084,7E-06,9.28755000000102E-05
23.066,19.800,-0.083,6E-06,9.34480000000104E-05
23.166,19.900,-0.082,5E-06,9.40105000000105E-05
23.266,20.000,-0.081,7E-06,9.45685000000107E-05
23.366,20.100,-0.08,5E-06,9.51185000000109E-05
23.466,20.200,-0.079,5E-06,9.56525000000111E-05
23.566,20.300,-0.078,7E-06,9.62335000000113E-05
23.666,20.400,-0.077,6E-06,9.68000000000115E-05
23.766,20.500,-0.076,6E-06,9.73570000000117E-05
23.866,20.600,-0.075,5E-06,9.79185000000119E-05
23.966,20.700,-0.074,6E-06,9.84810000000121E-05
24.066,20.800,-0.073,6E-06,9.90260000000122E-05
24.166,20.900,-0.072,6E-06,9.95870000000124E-05
24.266,21.000,-0.071,6E-06,0.000100180000000013
24.366,21.100,-0.07,6E-06,0.000100722000000013
24.466,21.200,-0.069,6E-06,0.000101266000000013
24.566,21.300,-0.068,6E-06,0.000101850000000013
24.666,21.400,-0.067,5E-06,0.000102413500000013
24.766,21.500,-0.066,5E-06,0.000102943500000014
24.866,21.600,-0.065,7E-06,0.000103522500000014
24.966,21.700,-0.064,5E-06,0.000104094500000014
25.066,21.800,-0.063,7E-06,0.000104640500000014
25.166,21.900,-0.062,6E-06,0.000105224000000014
25.266,22.000,-0.061,6E-06,0.000105740000000015
25.366,22.100,-0.06,7E-06,0.000106301500000015
25.466,22.200,-0.059,6E-06,0.000106831000000015
25.566,22.300,-0.058,5E-06,0.000107367500000015
25.666,22.400,-0.057,6E-06,0.000107954000000015
25.766,22.500,-0.056,5E-06,0.000108526500000016
25.866,22.600,-0.055,7E-06,0.000109074500000016
25.966,22.700,-0.054,6E-06,0.000109639000000016
26.066,22.800,-0.053,6E-06,0.000110171000000016
26.166,22.900,-0.052,4E-06,0.000110717000000016
26.266,23.000,-0.051,6E-06,0.000111284000000017
26.366,23.100,-0.05,5E-06,0.000111843500000017
26.466,23.200,-0.049,5E-06,0.000112367500000017
26.566,23.300,-0.048,6E-06,0.000112880000000017
26.666,23.400,-0.047,6E-06,0.000113434000000017
26.766,23.500,-0.046,5E-06,0.000113975500000017
26.866,23.600,-0.045,5E-06,0.000114524500000018
26.966,23.700,-0.044,4E-06,0.000115070000000018
27.066,23.800,-0.043,7E-06,0.000115613500000018
27.166,23.900,-0.042,6E-06,0.000116168000000018
27.266,24.000,-0.041,6E-06,0.000116734000000018
27.366,24.100,-0.04,5E-06,0.000117300500000019
27.466,24.200,-0.039,6E-06,0.000117852000000019
27.566,24.300,-0.038,6E-06,0.000118407000000019
27.666,24.400,-0.037,5E-06,0.000118964500000019
27.766,24.500,-0.036,6E-06,0.00011952600000002
27.866,24.600,-0.035,5E-06,0.00012009450000002
27.966,24.700,-0.034,5E-06,0.00012062950000002
28.066,24.800,-0.033,5E-06,0.00012115450000002
28.166,24.900,-0.032,6E-06,0.00012170400000002
28.266,25.000,-0.031,5E-06,0.00012229150000002
28.366,25.100,-0.03,5E-06,0.00012282850000002
28.466,25.200,-0.029,6E-06,0.00012336300000002
28.566,25.300,-0.028,5E-06,0.00012389450000002
28.666,25.400,-0.027,5E-06,0.00012441350000002
28.766,25.500,-0.026,6E-06,0.00012493900000002
28.866,25.600,-0.025,5E-06,0.00012549250000002
28.966,25.700,-0.024,6E-06,0.00012599700000002
29.066,25.800,-0.023,5E-06,0.00012651750000002
29.166,25.900,-0.022,5E-06,0.00012705550000002
29.266,26.000,-0.021,5E-06,0.00012760550000002
29.366,26.100,-0.02,6E-06,0.00012816500000002
29.466,26.200,-0.019,6E-06,0.00012871400000002
29.566,26.300,-0.018,5E-06,0.00012926050000002
29.666,26.400,-0.017,5E-06,0.000129803500000021
29.766,26.500,-0.016,6E-06,0.00013034500000002
29.866,26.600,-0.015,6E-06,0.000130893000000021
29.966,26.700,-0.014,5E-06,0.000131442500000021
30.066,26.800,-0.013,4E-06,0.000131975000000021
30.166,26.900,-0.012,4E-06,0.000132501000000021
30.266,27.000,-0.011,6E-06,0.000133023000000021
30.366,27.100,-0.01,6E-06,0.000133582000000021
30.466,27.200,-0.009,6E-06,0.000134155000000021
30.566,27.300,-0.008,7E-06,0.000134749500000021
30.666,27.400,-0.007,5E-06,0.000135281500000021
30.766,27.500,-0.006,6E-06,0.000135852000000021
30.866,27.600,-0.005,6E-06,0.000136373000000021
30.966,27.700,-0.004,5E-06,0.000136914500000021
31.066,27.800,-0.003,6E-06,0.000137453000000021
31.166,27.900,-0.002,5E-06,0.000137957500000021
31.266,28.000,-0.001,4E-06,0.000138492000000021
31.366,28.100,0,6E-06,0.000139034000000021
31.466,28.200,0.001,5E-06,0.000139562500000021
31.566,28.300,0.002,6E-06,0.000140088000000021
31.666,28.400,0.003,5E-06,0.000140599500000021
31.766,28.500,0.004,5E-06,0.000141115500000021
31.866,28.600,0.005,4E-06,0.000141611000000021
31.966,28.700,0.006,5E-06,0.000142140500000021
32.066,28.800,0.007,5E-06,0.000142680500000021
32.166,28.900,0.008,5E-06,0.000143239500000021
32.266,29.000,0.009,6E-06,0.000143791000000021
32.366,29.100,0.01,5E-06,0.000144354500000021
32.466,29.200,0.011,5E-06,0.000144892500000021
32.566,29.300,0.012,5E-06,0.000145426500000021
32.666,29.400,0.013,6E-06,0.000145953000000021
32.766,29.500,0.014,5E-06,0.000146494500000021
32.866,29.600,0.015,6E-06,0.000147036000000021
32.966,29.700,0.016,7E-06,0.000147572500000021
33.066,29.800,0.017,6E-06,0.000148115000000021
33.166,29.900,0.018,5E-06,0.000148657500000021
33.266,30.000,0.019,6E-06,0.000149152000000021
33.366,30.100,0.02,5E-06,0.000149680500000021
33.466,30.200,0.021,5E-06,0.000150184500000021
33.566,30.300,0.022,6E-06,0.000150687000000021
33.666,30.400,0.023,5E-06,0.000151231500000021
33.766,30.500,0.024,5E-06,0.000151782500000021
33.866,30.600,0.025,6E-06,0.000152321000000021
33.966,30.700,0.026,6E-06,0.000152847000000021
34.066,30.800,0.027,6E-06,0.000153395000000021
34.166,30.900,0.028,5E-06,0.000153911500000021
34.266,31.000,0.029,5E-06,0.000154443500000021
34.366,31.100,0.03,6E-06,0.000154980000000021
34.466,31.200,0.031,6E-06,0.000155466000000021
34.566,31.300,0.032,4E-06,0.000155979000000021
34.666,31.400,0.033,5E-06,0.000156499500000021
34.766,31.500,0.034,6E-06,0.00015701500000002
34.866,31.600,0.035,5E-06,0.00015753950000002
34.966,31.700,0.036,5E-06,0.00015807150000002
35.066,31.800,0.037,5E-06,0.00015858350000002
35.166,31.900,0.038,6E-06,0.00015910900000002
35.266,32.000,0.039,4E-06,0.00015961400000002
35.366,32.100,0.04,5E-06,0.00016010050000002
35.466,32.200,0.041,4E-06,0.00016062800000002
35.566,32.300,0.042,6E-06,0.000161129000000021
35.666,32.400,0.043,4E-06,0.000161638000000021
35.766,32.500,0.044,5E-06,0.000162158500000021
35.866,32.600,0.045,5E-06,0.000162665500000021
35.966,32.700,0.046,3E-06,0.000163172500000021
36.066,32.800,0.047,5E-06,0.000163657500000022
36.166,32.900,0.048,5E-06,0.000164192500000022
36.266,33.000,0.049,5E-06,0.000164752500000022
36.366,33.100,0.05,5E-06,0.000165293500000022
36.466,33.200,0.051,4E-06,0.000165810000000023
36.566,33.300,0.052,5E-06,0.000166312500000023
36.666,33.400,0.053,5E-06,0.000166818500000023
36.766,33.500,0.054,5E-06,0.000167315500000023
36.866,33.600,0.055,5E-06,0.000167816500000023
36.966,33.700,0.056,5E-06,0.000168318500000023
37.066,33.800,0.057,5E-06,0.000168829500000024
37.166,33.900,0.058,5E-06,0.000169334500000024
37.266,34.000,0.059,5E-06,0.000169851500000024
37.366,34.100,0.06,6E-06,0.000170329000000024
37.466,34.200,0.061,5E-06,0.000170856500000024
37.566,34.300,0.062,5E-06,0.000171338500000024
37.666,34.400,0.063,4E-06,0.000171842000000025
37.766,34.500,0.064,5E-06,0.000172325500000025
37.866,34.600,0.065,5E-06,0.000172848500000025
37.966,34.700,0.066,6E-06,0.000173372000000025
38.066,34.800,0.067,5E-06,0.000173882500000025
38.166,34.900,0.068,5E-06,0.000174360500000025
38.266,35.000,0.069,4E-06,0.000174895000000026
