出力日時,2021/06/07 16:16:29
データソース,Nss1_3_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.401,0.100,-0.235,1E-06,9.44999999999999E-08
3.501,0.200,-0.234,2E-06,2.21E-07
3.601,0.300,-0.233,2E-06,3.61E-07
3.701,0.400,-0.232,2E-06,5.71E-07
3.801,0.500,-0.231,2E-06,7.91000000000001E-07
3.901,0.600,-0.23,3E-06,1.0055E-06
4.001,0.700,-0.229,3E-06,1.2305E-06
4.101,0.800,-0.228,2E-06,1.454E-06
4.201,0.900,-0.227,2E-06,1.683E-06
4.301,1.000,-0.226,3E-06,1.93549999999999E-06
4.401,1.100,-0.225,2E-06,2.21199999999999E-06
4.501,1.200,-0.224,2E-06,2.46799999999999E-06
4.601,1.300,-0.223,3E-06,2.72349999999999E-06
4.701,1.400,-0.222,2E-06,3.01299999999999E-06
4.801,1.500,-0.221,3E-06,3.30349999999998E-06
4.901,1.600,-0.22,4E-06,3.57299999999998E-06
5.001,1.700,-0.219,3E-06,3.87449999999998E-06
5.101,1.800,-0.218,3E-06,4.15349999999999E-06
5.201,1.900,-0.217,4E-06,4.46599999999999E-06
5.301,2.000,-0.216,4E-06,4.79099999999999E-06
5.401,2.100,-0.215,2E-06,5.09699999999999E-06
5.501,2.200,-0.214,4E-06,5.42599999999999E-06
5.601,2.300,-0.213,3E-06,5.75749999999999E-06
5.701,2.400,-0.212,4E-06,6.07799999999998E-06
5.801,2.500,-0.211,4E-06,6.43199999999998E-06
5.901,2.600,-0.21,3E-06,6.76249999999997E-06
6.001,2.700,-0.209,4E-06,7.08599999999997E-06
6.101,2.800,-0.208,3E-06,7.42349999999996E-06
6.201,2.900,-0.207,4E-06,7.76299999999997E-06
6.301,3.000,-0.206,4E-06,8.122E-06
6.401,3.100,-0.205,3E-06,8.43550000000001E-06
6.501,3.200,-0.204,3E-06,8.73350000000003E-06
6.601,3.300,-0.203,5E-06,9.08550000000006E-06
6.701,3.400,-0.202,3E-06,9.45550000000009E-06
6.801,3.500,-0.201,4E-06,9.79300000000012E-06
6.901,3.600,-0.2,4E-06,1.01220000000001E-05
7.001,3.700,-0.199,4E-06,1.04640000000002E-05
7.101,3.800,-0.198,4E-06,1.08390000000002E-05
7.201,3.900,-0.197,3E-06,1.12005000000002E-05
7.301,4.000,-0.196,5E-06,1.15595000000003E-05
7.401,4.100,-0.195,4E-06,1.19290000000003E-05
7.501,4.200,-0.194,4E-06,1.22990000000003E-05
7.601,4.300,-0.193,4E-06,1.26860000000004E-05
7.701,4.400,-0.192,3E-06,1.30795000000004E-05
7.801,4.500,-0.191,4E-06,1.34450000000004E-05
7.901,4.600,-0.19,3E-06,1.38315000000005E-05
8.001,4.700,-0.189,5E-06,1.41995000000005E-05
8.101,4.800,-0.188,3E-06,1.45585000000006E-05
8.201,4.900,-0.187,3E-06,1.49155000000006E-05
8.301,5.000,-0.186,5E-06,1.52775000000007E-05
8.401,5.100,-0.185,4E-06,1.56640000000007E-05
8.501,5.200,-0.184,4E-06,1.60590000000007E-05
8.601,5.300,-0.183,3E-06,1.64195000000007E-05
8.701,5.400,-0.182,3E-06,1.67895000000007E-05
8.801,5.500,-0.181,3E-06,1.71515000000007E-05
8.901,5.600,-0.18,4E-06,1.75520000000008E-05
9.001,5.700,-0.179,5E-06,1.79425000000008E-05
9.101,5.800,-0.178,3E-06,1.83405000000008E-05
9.201,5.900,-0.177,4E-06,1.87190000000009E-05
9.301,6.000,-0.176,4E-06,1.90940000000009E-05
9.401,6.100,-0.175,4E-06,1.94410000000009E-05
9.501,6.200,-0.174,5E-06,1.98505000000009E-05
9.601,6.300,-0.173,3E-06,2.0216500000001E-05
9.701,6.400,-0.172,5E-06,2.0641500000001E-05
9.801,6.500,-0.171,3E-06,2.1043500000001E-05
9.901,6.600,-0.17,4E-06,2.1425000000001E-05
10.001,6.700,-0.169,4E-06,2.1810000000001E-05
10.101,6.800,-0.168,4E-06,2.22110000000011E-05
10.201,6.900,-0.167,4E-06,2.25920000000011E-05
10.301,7.000,-0.166,4E-06,2.29840000000011E-05
10.401,7.100,-0.165,5E-06,2.33875000000011E-05
10.501,7.200,-0.164,4E-06,2.38300000000011E-05
10.601,7.300,-0.163,3E-06,2.42155000000012E-05
10.701,7.400,-0.162,4E-06,2.46110000000012E-05
10.801,7.500,-0.161,4E-06,2.49940000000012E-05
10.901,7.600,-0.16,4E-06,2.54010000000012E-05
11.001,7.700,-0.159,4E-06,2.57880000000012E-05
11.101,7.800,-0.158,4E-06,2.62040000000013E-05
11.201,7.900,-0.157,4E-06,2.66000000000013E-05
11.301,8.000,-0.156,3E-06,2.69875000000013E-05
11.401,8.100,-0.155,4E-06,2.73810000000014E-05
11.501,8.200,-0.154,5E-06,2.77775000000014E-05
11.601,8.300,-0.153,5E-06,2.81825000000015E-05
11.701,8.400,-0.152,5E-06,2.85705000000015E-05
11.801,8.500,-0.151,3E-06,2.89815000000016E-05
11.901,8.600,-0.15,5E-06,2.93905000000016E-05
12.001,8.700,-0.149,3E-06,2.97655000000017E-05
12.101,8.800,-0.148,5E-06,3.01855000000017E-05
12.201,8.900,-0.147,5E-06,3.05865000000018E-05
12.301,9.000,-0.146,4E-06,3.09900000000017E-05
12.401,9.100,-0.145,4E-06,3.14030000000016E-05
12.501,9.200,-0.144,5E-06,3.18075000000015E-05
12.601,9.300,-0.143,4E-06,3.22300000000014E-05
12.701,9.400,-0.142,4E-06,3.26480000000012E-05
12.801,9.500,-0.141,4E-06,3.30570000000011E-05
12.901,9.600,-0.14,4E-06,3.3442000000001E-05
13.001,9.700,-0.139,5E-06,3.38525000000008E-05
13.101,9.800,-0.138,4E-06,3.42590000000007E-05
13.201,9.900,-0.137,5E-06,3.46625000000007E-05
13.301,10.000,-0.136,4E-06,3.51010000000006E-05
13.401,10.100,-0.135,5E-06,3.54915000000005E-05
13.501,10.200,-0.134,4E-06,3.59220000000004E-05
13.601,10.300,-0.133,5E-06,3.63385000000003E-05
13.701,10.400,-0.132,4E-06,3.67350000000002E-05
13.801,10.500,-0.131,4E-06,3.71570000000001E-05
13.901,10.600,-0.13,6E-06,3.75679999999999E-05
14.001,10.700,-0.129,5E-06,3.79844999999998E-05
14.101,10.800,-0.128,4E-06,3.83869999999997E-05
14.201,10.900,-0.127,4E-06,3.87889999999996E-05
14.301,11.000,-0.126,5E-06,3.92184999999995E-05
14.401,11.100,-0.125,4E-06,3.96229999999994E-05
14.501,11.200,-0.124,4E-06,3.99969999999994E-05
14.601,11.300,-0.123,5E-06,4.04004999999992E-05
14.701,11.400,-0.122,4E-06,4.08469999999992E-05
14.801,11.500,-0.121,4E-06,4.12449999999991E-05
14.901,11.600,-0.12,3E-06,4.1693499999999E-05
15.001,11.700,-0.119,3E-06,4.21004999999989E-05
15.101,11.800,-0.118,4E-06,4.25609999999988E-05
15.201,11.900,-0.117,4E-06,4.30109999999987E-05
15.301,12.000,-0.116,6E-06,4.34489999999985E-05
15.401,12.100,-0.115,5E-06,4.39004999999984E-05
15.501,12.200,-0.114,5E-06,4.43034999999983E-05
15.601,12.300,-0.113,4E-06,4.47239999999982E-05
15.701,12.400,-0.112,5E-06,4.5159499999998E-05
15.801,12.500,-0.111,5E-06,4.5607499999998E-05
15.901,12.600,-0.11,6E-06,4.60709999999979E-05
16.001,12.700,-0.109,3E-06,4.64954999999977E-05
16.101,12.800,-0.108,5E-06,4.69314999999977E-05
16.201,12.900,-0.107,5E-06,4.73334999999976E-05
16.301,13.000,-0.106,5E-06,4.77614999999975E-05
16.401,13.100,-0.105,4E-06,4.81809999999974E-05
16.501,13.200,-0.104,4E-06,4.86039999999972E-05
16.601,13.300,-0.103,3E-06,4.90234999999971E-05
16.701,13.400,-0.102,4E-06,4.94669999999969E-05
16.801,13.500,-0.101,4E-06,4.98969999999968E-05
16.901,13.600,-0.1,3E-06,5.03194999999967E-05
17.001,13.700,-0.099,5E-06,5.07184999999965E-05
17.101,13.800,-0.098,4E-06,5.11349999999964E-05
17.201,13.900,-0.097,4E-06,5.15419999999963E-05
17.301,14.000,-0.096,5E-06,5.19324999999962E-05
17.401,14.100,-0.095,5E-06,5.2358499999996E-05
17.501,14.200,-0.094,4E-06,5.27769999999958E-05
17.601,14.300,-0.093,5E-06,5.31924999999958E-05
17.701,14.400,-0.092,5E-06,5.36244999999956E-05
17.801,14.500,-0.091,5E-06,5.40454999999955E-05
17.901,14.600,-0.09,4E-06,5.45109999999954E-05
18.001,14.700,-0.089,5E-06,5.49434999999953E-05
18.101,14.800,-0.088,5E-06,5.53604999999952E-05
18.201,14.900,-0.087,5E-06,5.57694999999951E-05
18.301,15.000,-0.086,4E-06,5.6177999999995E-05
18.401,15.100,-0.085,5E-06,5.66064999999948E-05
18.501,15.200,-0.084,4E-06,5.70689999999947E-05
18.601,15.300,-0.083,3E-06,5.74744999999946E-05
18.701,15.400,-0.082,5E-06,5.78764999999945E-05
18.801,15.500,-0.081,4E-06,5.83249999999943E-05
18.901,15.600,-0.08,4E-06,5.87299999999941E-05
19.001,15.700,-0.079,4E-06,5.91589999999941E-05
19.101,15.800,-0.078,5E-06,5.9572499999994E-05
19.201,15.900,-0.077,6E-06,5.99899999999939E-05
19.301,16.000,-0.076,5E-06,6.04284999999938E-05
19.401,16.100,-0.075,4E-06,6.08559999999936E-05
19.501,16.200,-0.074,4E-06,6.12709999999936E-05
19.601,16.300,-0.073,4E-06,6.16839999999939E-05
19.701,16.400,-0.072,4E-06,6.20949999999941E-05
19.801,16.500,-0.071,4E-06,6.25249999999943E-05
19.901,16.600,-0.07,4E-06,6.29669999999945E-05
20.001,16.700,-0.069,4E-06,6.33929999999947E-05
20.101,16.800,-0.068,4E-06,6.38229999999949E-05
20.201,16.900,-0.067,5E-06,6.42334999999951E-05
20.301,17.000,-0.066,4E-06,6.46469999999953E-05
20.401,17.100,-0.065,6E-06,6.50759999999955E-05
20.501,17.200,-0.064,4E-06,6.54789999999957E-05
20.601,17.300,-0.063,4E-06,6.59099999999959E-05
20.701,17.400,-0.062,5E-06,6.63134999999962E-05
20.801,17.500,-0.061,4E-06,6.67869999999964E-05
20.901,17.600,-0.06,5E-06,6.71884999999966E-05
21.001,17.700,-0.059,5E-06,6.76144999999968E-05
21.101,17.800,-0.058,4E-06,6.8052999999997E-05
21.201,17.900,-0.057,4E-06,6.84749999999972E-05
21.301,18.000,-0.056,4E-06,6.88949999999975E-05
21.401,18.100,-0.055,4E-06,6.92999999999976E-05
21.501,18.200,-0.054,5E-06,6.97364999999978E-05
