出力日時,2021/06/21 13:47:07
データソース,hematite_H_S2_1_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.333,0.100,-0.342,3E-06,1.775E-07
3.433,0.200,-0.341,4E-06,3.75E-07
3.533,0.300,-0.34,3E-06,5.545E-07
3.633,0.400,-0.339,2E-06,7.47000000000002E-07
3.733,0.500,-0.338,1E-06,9.37500000000003E-07
3.833,0.600,-0.337,4E-06,1.09E-06
3.933,0.700,-0.336,3E-06,1.3355E-06
4.033,0.800,-0.335,3E-06,1.5855E-06
4.133,0.900,-0.334,3E-06,1.8275E-06
4.233,1.000,-0.333,4E-06,2.033E-06
4.333,1.100,-0.332,3E-06,2.2965E-06
4.433,1.200,-0.331,3E-06,2.5295E-06
4.533,1.300,-0.33,2E-06,2.746E-06
4.633,1.400,-0.329,2E-06,2.99799999999999E-06
4.733,1.500,-0.328,3E-06,3.2005E-06
4.833,1.600,-0.327,3E-06,3.46149999999999E-06
4.933,1.700,-0.326,2E-06,3.72099999999999E-06
5.033,1.800,-0.325,3E-06,4.01249999999999E-06
5.133,1.900,-0.324,3E-06,4.2915E-06
5.233,2.000,-0.323,3E-06,4.57750000000001E-06
5.333,2.100,-0.322,4E-06,4.84000000000002E-06
5.433,2.200,-0.321,4E-06,5.15200000000002E-06
5.533,2.300,-0.32,3E-06,5.44950000000002E-06
5.633,2.400,-0.319,3E-06,5.73850000000002E-06
5.733,2.500,-0.318,2E-06,6.03400000000002E-06
5.833,2.600,-0.317,4E-06,6.33100000000002E-06
5.933,2.700,-0.316,3E-06,6.62550000000002E-06
6.033,2.800,-0.315,4E-06,6.90500000000003E-06
6.133,2.900,-0.314,3E-06,7.20650000000003E-06
6.233,3.000,-0.313,3E-06,7.49350000000003E-06
6.333,3.100,-0.312,2E-06,7.78000000000003E-06
6.433,3.200,-0.311,5E-06,8.07950000000005E-06
6.533,3.300,-0.31,4E-06,8.38500000000006E-06
6.633,3.400,-0.309,3E-06,8.76550000000009E-06
6.733,3.500,-0.308,3E-06,9.07650000000011E-06
6.833,3.600,-0.307,4E-06,9.40900000000012E-06
6.933,3.700,-0.306,3E-06,9.77750000000016E-06
7.033,3.800,-0.305,4E-06,1.01520000000002E-05
7.133,3.900,-0.304,3E-06,1.05155000000002E-05
