出力日時,2021/06/21 13:29:54
データソース,hematite_First.S1-4-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.356,0.100,-0.391,2E-06,1.2E-07
3.456,0.200,-0.39,1E-06,2.485E-07
3.556,0.300,-0.389,1E-06,3.995E-07
3.656,0.400,-0.388,2E-06,5.63000000000001E-07
3.756,0.500,-0.387,0,7.48000000000003E-07
3.856,0.600,-0.386,2E-06,9.10000000000004E-07
3.956,0.700,-0.385,2E-06,1.071E-06
4.056,0.800,-0.384,1E-06,1.2325E-06
4.156,0.900,-0.383,2E-06,1.421E-06
4.256,1.000,-0.382,2E-06,1.623E-06
4.356,1.100,-0.381,1E-06,1.79049999999999E-06
4.456,1.200,-0.38,3E-06,1.96149999999999E-06
4.556,1.300,-0.379,3E-06,2.15949999999999E-06
4.656,1.400,-0.378,3E-06,2.37549999999999E-06
4.756,1.500,-0.377,2E-06,2.59299999999999E-06
4.856,1.600,-0.376,2E-06,2.81199999999999E-06
4.956,1.700,-0.375,3E-06,3.03749999999999E-06
5.056,1.800,-0.374,3E-06,3.26049999999999E-06
5.156,1.900,-0.373,2E-06,3.50599999999999E-06
5.256,2.000,-0.372,2E-06,3.75399999999998E-06
5.356,2.100,-0.371,2E-06,3.93799999999999E-06
5.456,2.200,-0.37,3E-06,4.17050000000001E-06
5.556,2.300,-0.369,3E-06,4.42750000000001E-06
5.656,2.400,-0.368,2E-06,4.64000000000002E-06
5.756,2.500,-0.367,3E-06,4.86850000000003E-06
5.856,2.600,-0.366,2E-06,5.09500000000005E-06
5.956,2.700,-0.365,1E-06,5.30750000000006E-06
6.056,2.800,-0.364,3E-06,5.57150000000007E-06
6.156,2.900,-0.363,3E-06,5.82250000000008E-06
6.256,3.000,-0.362,3E-06,6.08450000000009E-06
6.356,3.100,-0.361,1E-06,6.3465000000001E-06
6.456,3.200,-0.36,3E-06,6.6035000000001E-06
6.556,3.300,-0.359,4E-06,6.88300000000011E-06
6.656,3.400,-0.358,3E-06,7.18150000000011E-06
6.756,3.500,-0.357,3E-06,7.45950000000011E-06
6.856,3.600,-0.356,3E-06,7.73650000000011E-06
6.956,3.700,-0.355,3E-06,8.03150000000013E-06
7.056,3.800,-0.354,3E-06,8.30450000000015E-06
7.156,3.900,-0.353,4E-06,8.61300000000016E-06
7.256,4.000,-0.352,3E-06,8.91650000000018E-06
7.356,4.100,-0.351,4E-06,9.1820000000002E-06
7.456,4.200,-0.35,4E-06,9.49200000000023E-06
7.556,4.300,-0.349,3E-06,9.82150000000025E-06
7.656,4.400,-0.348,2E-06,1.01300000000003E-05
7.756,4.500,-0.347,4E-06,1.04320000000003E-05
7.856,4.600,-0.346,4E-06,1.07550000000003E-05
7.956,4.700,-0.345,3E-06,1.10785000000004E-05
8.056,4.800,-0.344,3E-06,1.13945000000004E-05
8.156,4.900,-0.343,4E-06,1.17530000000004E-05
8.256,5.000,-0.342,4E-06,1.21110000000004E-05
8.356,5.100,-0.341,3E-06,1.24535000000005E-05
8.456,5.200,-0.34,3E-06,1.27915000000005E-05
8.556,5.300,-0.339,4E-06,1.31240000000005E-05
8.656,5.400,-0.338,3E-06,1.34445000000006E-05
8.756,5.500,-0.337,3E-06,1.38075000000006E-05
8.856,5.600,-0.336,4E-06,1.41790000000006E-05
8.956,5.700,-0.335,4E-06,1.45370000000007E-05
9.056,5.800,-0.334,4E-06,1.49080000000007E-05
9.156,5.900,-0.333,4E-06,1.53080000000008E-05
9.256,6.000,-0.332,3E-06,1.56955000000008E-05
9.356,6.100,-0.331,4E-06,1.60660000000008E-05
9.456,6.200,-0.33,3E-06,1.64435000000008E-05
9.556,6.300,-0.329,4E-06,1.68310000000008E-05
9.656,6.400,-0.328,4E-06,1.72140000000009E-05
9.756,6.500,-0.327,4E-06,1.76090000000009E-05
9.856,6.600,-0.326,4E-06,1.79940000000009E-05
9.956,6.700,-0.325,4E-06,1.84250000000009E-05
10.056,6.800,-0.324,3E-06,1.88295000000009E-05
10.156,6.900,-0.323,5E-06,1.9238500000001E-05
10.256,7.000,-0.322,3E-06,1.9657500000001E-05
10.356,7.100,-0.321,5E-06,2.0086500000001E-05
10.456,7.200,-0.32,5E-06,2.0509500000001E-05
10.556,7.300,-0.319,3E-06,2.0941500000001E-05
10.656,7.400,-0.318,5E-06,2.1375500000001E-05
10.756,7.500,-0.317,5E-06,2.18235000000011E-05
10.856,7.600,-0.316,4E-06,2.22670000000011E-05
10.956,7.700,-0.315,3E-06,2.27105000000011E-05
11.056,7.800,-0.314,4E-06,2.31330000000011E-05
11.156,7.900,-0.313,5E-06,2.35615000000012E-05
11.256,8.000,-0.312,5E-06,2.40185000000012E-05
11.356,8.100,-0.311,5E-06,2.44785000000012E-05
11.456,8.200,-0.31,6E-06,2.49570000000013E-05
11.556,8.300,-0.309,5E-06,2.54255000000013E-05
11.656,8.400,-0.308,6E-06,2.58770000000013E-05
11.756,8.500,-0.307,5E-06,2.63685000000014E-05
11.856,8.600,-0.306,5E-06,2.68465000000014E-05
11.956,8.700,-0.305,7E-06,2.73435000000014E-05
12.056,8.800,-0.304,6E-06,2.78720000000014E-05
12.156,8.900,-0.303,6E-06,2.84080000000014E-05
12.256,9.000,-0.302,6E-06,2.89010000000015E-05
12.356,9.100,-0.301,5E-06,2.94065000000015E-05
12.456,9.200,-0.3,6E-06,2.99280000000015E-05
12.556,9.300,-0.299,6E-06,3.04450000000015E-05
12.656,9.400,-0.298,5E-06,3.09925000000015E-05
12.756,9.500,-0.297,6E-06,3.15560000000015E-05
12.856,9.600,-0.296,5E-06,3.21145000000015E-05
12.956,9.700,-0.295,5E-06,3.26345000000014E-05
13.056,9.800,-0.294,7E-06,3.31665000000014E-05
13.156,9.900,-0.293,5E-06,3.37255000000014E-05
13.256,10.000,-0.292,5E-06,3.42985000000015E-05
13.356,10.100,-0.291,5E-06,3.48645000000015E-05
13.456,10.200,-0.29,7E-06,3.54375000000015E-05
13.556,10.300,-0.289,7E-06,3.60355000000016E-05
13.656,10.400,-0.288,6E-06,3.65980000000016E-05
13.756,10.500,-0.287,6E-06,3.71850000000016E-05
13.856,10.600,-0.286,6E-06,3.77610000000017E-05
13.956,10.700,-0.285,6E-06,3.83920000000017E-05
14.056,10.800,-0.284,7E-06,3.90015000000018E-05
14.156,10.900,-0.283,4E-06,3.96110000000018E-05
14.256,11.000,-0.282,6E-06,4.02020000000018E-05
14.356,11.100,-0.281,7E-06,4.08105000000019E-05
14.456,11.200,-0.28,6E-06,4.14420000000019E-05
14.556,11.300,-0.279,8E-06,4.20900000000019E-05
14.656,11.400,-0.278,6E-06,4.27310000000019E-05
14.756,11.500,-0.277,6E-06,4.33630000000019E-05
14.856,11.600,-0.276,7E-06,4.4008500000002E-05
14.956,11.700,-0.275,7E-06,4.4667500000002E-05
15.056,11.800,-0.274,7E-06,4.5305500000002E-05
15.156,11.900,-0.273,9E-06,4.5947500000002E-05
15.256,12.000,-0.272,6E-06,4.6605000000002E-05
15.356,12.100,-0.271,6E-06,4.7271000000002E-05
15.456,12.200,-0.27,7E-06,4.8009500000002E-05
15.556,12.300,-0.269,7E-06,4.87225000000021E-05
15.656,12.400,-0.268,6E-06,4.94390000000021E-05
15.756,12.500,-0.267,8E-06,5.01670000000021E-05
15.856,12.600,-0.266,7E-06,5.08735000000022E-05
15.956,12.700,-0.265,7E-06,5.15975000000022E-05
16.056,12.800,-0.264,6E-06,5.23450000000023E-05
16.156,12.900,-0.263,8E-06,5.30860000000023E-05
16.256,13.000,-0.262,8E-06,5.38610000000024E-05
16.356,13.100,-0.261,9E-06,5.46185000000024E-05
16.456,13.200,-0.26,8E-06,5.53840000000024E-05
16.556,13.300,-0.259,8E-06,5.61530000000025E-05
16.656,13.400,-0.258,9E-06,5.69655000000025E-05
16.756,13.500,-0.257,8E-06,5.77950000000026E-05
16.856,13.600,-0.256,8E-06,5.85940000000027E-05
16.956,13.700,-0.255,8E-06,5.94160000000028E-05
17.056,13.800,-0.254,8E-06,6.02220000000028E-05
17.156,13.900,-0.253,7E-06,6.10335000000028E-05
17.256,14.000,-0.252,8E-06,6.18660000000027E-05
17.356,14.100,-0.251,9E-06,6.27055000000025E-05
17.456,14.200,-0.25,9E-06,6.35785000000023E-05
17.556,14.300,-0.249,1E-05,6.4471000000002E-05
17.656,14.400,-0.248,7E-06,6.53635000000019E-05
17.756,14.500,-0.247,1E-05,6.62470000000017E-05
17.856,14.600,-0.246,1E-05,6.71660000000016E-05
17.956,14.700,-0.245,1E-05,6.80960000000014E-05
18.056,14.800,-0.244,9E-06,6.90405000000013E-05
18.156,14.900,-0.243,9E-06,7.00085000000013E-05
18.256,15.000,-0.242,9E-06,7.10045000000013E-05
18.356,15.100,-0.241,1E-05,7.19760000000012E-05
18.456,15.200,-0.24,1E-05,7.29990000000011E-05
18.556,15.300,-0.239,1.1E-05,7.39985000000011E-05
18.656,15.400,-0.238,1.1E-05,7.5025500000001E-05
18.756,15.500,-0.237,1.1E-05,7.6058500000001E-05
18.856,15.600,-0.236,1E-05,7.7113000000001E-05
18.956,15.700,-0.235,1.1E-05,7.81785000000011E-05
19.056,15.800,-0.234,1.2E-05,7.92770000000012E-05
19.156,15.900,-0.233,1.1E-05,8.04095000000013E-05
19.256,16.000,-0.232,1.1E-05,8.15395000000013E-05
19.356,16.100,-0.231,1.2E-05,8.26940000000012E-05
19.456,16.200,-0.23,1.1E-05,8.38465000000011E-05
19.556,16.300,-0.229,1.2E-05,8.50180000000011E-05
19.656,16.400,-0.228,1.2E-05,8.62280000000011E-05
19.756,16.500,-0.227,1.2E-05,8.74350000000011E-05
19.856,16.600,-0.226,1.3E-05,8.86465000000011E-05
19.956,16.700,-0.225,1.1E-05,8.98935000000011E-05
20.056,16.800,-0.224,1.3E-05,9.11575000000012E-05
20.156,16.900,-0.223,1.3E-05,9.24745000000012E-05
20.256,17.000,-0.222,1.4E-05,9.37870000000012E-05
20.356,17.100,-0.221,1.3E-05,9.51205000000013E-05
20.456,17.200,-0.22,1.3E-05,9.64555000000013E-05
20.556,17.300,-0.219,1.4E-05,9.78340000000014E-05
20.656,17.400,-0.218,1.4E-05,9.92290000000014E-05
20.756,17.500,-0.217,1.4E-05,0.000100639000000001
20.856,17.600,-0.216,1.5E-05,0.000102082500000001
20.956,17.700,-0.215,1.5E-05,0.000103559500000001
21.056,17.800,-0.214,1.5E-05,0.000105049500000001
21.156,17.900,-0.213,1.5E-05,0.000106573500000001
21.256,18.000,-0.212,1.5E-05,0.000108127500000001
21.356,18.100,-0.211,1.6E-05,0.000109671000000001
21.456,18.200,-0.21,1.7E-05,0.000111271500000001
21.556,18.300,-0.209,1.7E-05,0.000112884500000001
