出力日時,2021/06/07 16:21:12
データソース,Nss2_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.360,0.100,-0.301,1E-06,1.535E-07
3.460,0.200,-0.3,2E-06,3.41E-07
3.560,0.300,-0.299,3E-06,5.295E-07
3.660,0.400,-0.298,2E-06,7.81000000000002E-07
3.760,0.500,-0.297,2E-06,1.048E-06
3.860,0.600,-0.296,2E-06,1.282E-06
3.960,0.700,-0.295,2E-06,1.518E-06
4.060,0.800,-0.294,2E-06,1.799E-06
4.160,0.900,-0.293,4E-06,2.11399999999999E-06
4.260,1.000,-0.292,3E-06,2.42749999999999E-06
4.360,1.100,-0.291,3E-06,2.70849999999999E-06
4.460,1.200,-0.29,3E-06,2.99149999999998E-06
4.560,1.300,-0.289,3E-06,3.28849999999998E-06
4.660,1.400,-0.288,3E-06,3.58849999999998E-06
4.760,1.500,-0.287,3E-06,3.90349999999998E-06
4.860,1.600,-0.286,3E-06,4.22649999999998E-06
4.960,1.700,-0.285,3E-06,4.53449999999998E-06
5.060,1.800,-0.284,5E-06,4.88349999999998E-06
5.160,1.900,-0.283,3E-06,5.23249999999999E-06
5.260,2.000,-0.282,3E-06,5.60349999999998E-06
5.360,2.100,-0.281,3E-06,5.92549999999998E-06
5.460,2.200,-0.28,4E-06,6.28799999999998E-06
5.560,2.300,-0.279,4E-06,6.64999999999997E-06
5.660,2.400,-0.278,3E-06,7.01249999999996E-06
5.760,2.500,-0.277,5E-06,7.39849999999995E-06
5.860,2.600,-0.276,4E-06,7.78699999999996E-06
5.960,2.700,-0.275,3E-06,8.15449999999999E-06
6.060,2.800,-0.274,3E-06,8.53750000000003E-06
6.160,2.900,-0.273,4E-06,8.92800000000006E-06
6.260,3.000,-0.272,3E-06,9.3735000000001E-06
6.360,3.100,-0.271,5E-06,9.79950000000013E-06
6.460,3.200,-0.27,4E-06,1.02130000000002E-05
6.560,3.300,-0.269,3E-06,1.06415000000002E-05
6.660,3.400,-0.268,4E-06,1.10620000000002E-05
6.760,3.500,-0.267,4E-06,1.15130000000003E-05
6.860,3.600,-0.266,4E-06,1.19410000000003E-05
6.960,3.700,-0.265,5E-06,1.23585000000003E-05
7.060,3.800,-0.264,3E-06,1.27745000000004E-05
7.160,3.900,-0.263,5E-06,1.32165000000004E-05
7.260,4.000,-0.262,5E-06,1.36565000000004E-05
7.360,4.100,-0.261,5E-06,1.40805000000004E-05
7.460,4.200,-0.26,4E-06,1.44830000000005E-05
7.560,4.300,-0.259,4E-06,1.49110000000005E-05
7.660,4.400,-0.258,4E-06,1.53300000000006E-05
7.760,4.500,-0.257,5E-06,1.57675000000006E-05
7.860,4.600,-0.256,5E-06,1.61725000000006E-05
7.960,4.700,-0.255,4E-06,1.66300000000006E-05
8.060,4.800,-0.254,5E-06,1.70835000000007E-05
8.160,4.900,-0.253,4E-06,1.75520000000007E-05
8.260,5.000,-0.252,5E-06,1.79875000000007E-05
8.360,5.100,-0.251,4E-06,1.84560000000007E-05
8.460,5.200,-0.25,4E-06,1.89070000000007E-05
8.560,5.300,-0.249,6E-06,1.93870000000007E-05
8.660,5.400,-0.248,4E-06,1.98640000000008E-05
8.760,5.500,-0.247,6E-06,2.03020000000008E-05
8.860,5.600,-0.246,6E-06,2.07870000000008E-05
8.960,5.700,-0.245,5E-06,2.12925000000008E-05
9.060,5.800,-0.244,4E-06,2.17550000000008E-05
9.160,5.900,-0.243,5E-06,2.22535000000008E-05
9.260,6.000,-0.242,5E-06,2.27685000000008E-05
9.360,6.100,-0.241,6E-06,2.32530000000008E-05
9.460,6.200,-0.24,5E-06,2.37245000000008E-05
9.560,6.300,-0.239,6E-06,2.42470000000009E-05
9.660,6.400,-0.238,5E-06,2.47465000000009E-05
9.760,6.500,-0.237,5E-06,2.52235000000009E-05
9.860,6.600,-0.236,6E-06,2.56870000000009E-05
9.960,6.700,-0.235,4E-06,2.61690000000009E-05
10.060,6.800,-0.234,4E-06,2.66510000000009E-05
10.160,6.900,-0.233,4E-06,2.71460000000009E-05
10.260,7.000,-0.232,5E-06,2.7654500000001E-05
10.360,7.100,-0.231,5E-06,2.8141500000001E-05
10.460,7.200,-0.23,5E-06,2.8646500000001E-05
10.560,7.300,-0.229,5E-06,2.9168500000001E-05
10.660,7.400,-0.228,5E-06,2.9676500000001E-05
10.760,7.500,-0.227,6E-06,3.0180000000001E-05
10.860,7.600,-0.226,6E-06,3.0713000000001E-05
10.960,7.700,-0.225,5E-06,3.1250500000001E-05
11.060,7.800,-0.224,7E-06,3.17765000000011E-05
11.160,7.900,-0.223,5E-06,3.22735000000011E-05
11.260,8.000,-0.222,7E-06,3.27965000000012E-05
11.360,8.100,-0.221,6E-06,3.33110000000011E-05
11.460,8.200,-0.22,4E-06,3.38370000000011E-05
11.560,8.300,-0.219,5E-06,3.43485000000011E-05
11.660,8.400,-0.218,5E-06,3.48715000000012E-05
11.760,8.500,-0.217,5E-06,3.54125000000011E-05
11.860,8.600,-0.216,7E-06,3.5885500000001E-05
11.960,8.700,-0.215,5E-06,3.6436500000001E-05
12.060,8.800,-0.214,5E-06,3.70005000000011E-05
12.160,8.900,-0.213,5E-06,3.75395000000011E-05
12.260,9.000,-0.212,5E-06,3.80355000000011E-05
12.360,9.100,-0.211,5E-06,3.85565000000011E-05
12.460,9.200,-0.21,5E-06,3.9070500000001E-05
12.560,9.300,-0.209,6E-06,3.9583000000001E-05
12.660,9.400,-0.208,6E-06,4.01420000000011E-05
