Aug. 25, 2020   14:33:26
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_700_16.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.500, 5.1356e-7
-0.490, 5.9310e-7
-0.480, 6.7193e-7
-0.470, 7.4932e-7
-0.460, 8.1501e-7
-0.450, 9.0841e-7
-0.440, 9.8484e-7
-0.430, 1.0813e-6
-0.420, 1.1743e-6
-0.410, 1.2567e-6
-0.400, 1.3797e-6
-0.390, 1.4416e-6
-0.380, 1.5462e-6
-0.370, 1.6802e-6
-0.360, 1.7743e-6
-0.350, 1.9069e-6
-0.340, 1.9833e-6
-0.330, 2.0970e-6
-0.320, 2.1921e-6
-0.310, 2.3129e-6
-0.300, 2.5279e-6
-0.290, 2.7195e-6
-0.280, 2.8640e-6
-0.270, 3.0474e-6
-0.260, 3.3140e-6
-0.250, 3.6097e-6
-0.240, 3.9726e-6
-0.230, 4.3538e-6
-0.220, 4.8313e-6
-0.210, 5.3692e-6
-0.200, 5.9611e-6
-0.190, 6.6887e-6
-0.180, 7.4144e-6
-0.170, 8.3593e-6
-0.160, 9.4120e-6
-0.150, 1.0404e-5
-0.140, 1.1546e-5
-0.130, 1.2705e-5
-0.120, 1.4030e-5
-0.110, 1.5328e-5
-0.100, 1.6706e-5
-0.090, 1.8151e-5
-0.080, 1.9533e-5
-0.070, 2.1027e-5
-0.060, 2.2439e-5
-0.050, 2.3848e-5
-0.040, 2.5194e-5
-0.030, 2.6466e-5
-0.020, 2.7839e-5
-0.010, 2.9065e-5
-0.000, 3.0259e-5
0.010, 3.1384e-5
0.020, 3.2516e-5
0.030, 3.3479e-5
0.040, 3.4471e-5
0.050, 3.5310e-5
0.060, 3.6172e-5
0.070, 3.7007e-5
0.080, 3.7783e-5
0.090, 3.8446e-5
0.100, 3.9167e-5
0.110, 3.9704e-5
0.120, 4.0280e-5
0.130, 4.0839e-5
0.140, 4.1367e-5
0.150, 4.1834e-5
0.160, 4.2178e-5
0.170, 4.2732e-5
0.180, 4.3021e-5
0.190, 4.3492e-5
0.200, 4.3806e-5
0.210, 4.4206e-5
0.220, 4.4463e-5
0.230, 4.4788e-5
0.240, 4.5092e-5
0.250, 4.5368e-5
0.260, 4.5773e-5
0.270, 4.6020e-5
0.280, 4.6256e-5
0.290, 4.6655e-5
0.300, 4.6946e-5
0.310, 4.7244e-5
0.320, 4.7514e-5
0.330, 4.7770e-5
0.340, 4.7874e-5
0.350, 4.8240e-5
0.360, 4.8573e-5
0.370, 4.8859e-5
0.380, 4.9179e-5
0.390, 4.9432e-5
0.400, 4.9726e-5
0.410, 5.0034e-5
0.420, 5.0269e-5
0.430, 5.0607e-5
0.440, 5.0991e-5
0.450, 5.1382e-5
0.460, 5.1715e-5
0.470, 5.2149e-5
0.480, 5.2492e-5
0.490, 5.2774e-5
0.500, 5.3243e-5
0.510, 5.3777e-5
0.520, 5.4351e-5
0.530, 5.4914e-5
0.540, 5.5612e-5
0.550, 5.6501e-5
0.560, 5.7409e-5
0.570, 5.8448e-5
0.580, 5.9719e-5
0.590, 6.1210e-5
