Aug. 25, 2020   13:57:11
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_750_15.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 4.1372e-7
-0.480, 4.9445e-7
-0.470, 5.5895e-7
-0.460, 6.2487e-7
-0.450, 7.0585e-7
-0.440, 8.0092e-7
-0.430, 8.9479e-7
-0.420, 1.0102e-6
-0.410, 1.1375e-6
-0.400, 1.2677e-6
-0.390, 1.3909e-6
-0.380, 1.5211e-6
-0.370, 1.6761e-6
-0.360, 1.8342e-6
-0.350, 2.0127e-6
-0.340, 2.1995e-6
-0.330, 2.4436e-6
-0.320, 2.7329e-6
-0.310, 3.1100e-6
-0.300, 3.5801e-6
-0.290, 4.1830e-6
-0.280, 4.9104e-6
-0.270, 5.8114e-6
-0.260, 6.9309e-6
-0.250, 8.2492e-6
-0.240, 9.7433e-6
-0.230, 1.1418e-5
-0.220, 1.3392e-5
-0.210, 1.5562e-5
-0.200, 1.7914e-5
-0.190, 2.0564e-5
-0.180, 2.3379e-5
-0.170, 2.6463e-5
-0.160, 2.9675e-5
-0.150, 3.3127e-5
-0.140, 3.6814e-5
-0.130, 4.0606e-5
-0.120, 4.4579e-5
-0.110, 4.8740e-5
-0.100, 5.2983e-5
-0.090, 5.7267e-5
-0.080, 6.1828e-5
-0.070, 6.6301e-5
-0.060, 7.0896e-5
-0.050, 7.5453e-5
-0.040, 8.0282e-5
-0.030, 8.5029e-5
-0.020, 8.9925e-5
-0.010, 9.4662e-5
-0.000, 9.9478e-5
0.010, 1.0411e-4
0.020, 1.0884e-4
0.030, 1.1339e-4
0.040, 1.1801e-4
0.050, 1.2232e-4
0.060, 1.2678e-4
0.070, 1.3081e-4
0.080, 1.3503e-4
0.090, 1.3890e-4
0.100, 1.4269e-4
0.110, 1.4618e-4
0.120, 1.4951e-4
0.130, 1.5287e-4
0.140, 1.5573e-4
0.150, 1.5876e-4
0.160, 1.6168e-4
0.170, 1.6396e-4
0.180, 1.6669e-4
0.190, 1.6892e-4
0.200, 1.7109e-4
0.210, 1.7318e-4
0.220, 1.7505e-4
0.230, 1.7700e-4
0.240, 1.7890e-4
0.250, 1.8054e-4
0.260, 1.8187e-4
0.270, 1.8361e-4
0.280, 1.8505e-4
0.290, 1.8662e-4
0.300, 1.8801e-4
0.310, 1.8938e-4
0.320, 1.9068e-4
0.330, 1.9202e-4
0.340, 1.9387e-4
0.350, 1.9502e-4
0.360, 1.9538e-4
0.370, 1.9673e-4
0.380, 1.9790e-4
0.390, 1.9893e-4
0.400, 2.0009e-4
0.410, 2.0065e-4
0.420, 2.0172e-4
0.430, 2.0298e-4
0.440, 2.0385e-4
0.450, 2.0493e-4
0.460, 2.0587e-4
0.470, 2.0719e-4
0.480, 2.0818e-4
0.490, 2.0907e-4
0.500, 2.1015e-4
0.510, 2.1122e-4
0.520, 2.1231e-4
0.530, 2.1315e-4
0.540, 2.1400e-4
0.550, 2.1549e-4
0.560, 2.1668e-4
0.570, 2.1757e-4
0.580, 2.1921e-4
0.590, 2.2014e-4
0.600, 2.2231e-4
