出力日時,2021/06/07 16:18:44
データソース,Nss1_2_1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.371,0.100,-0.289,1E-06,1.065E-07
3.471,0.200,-0.288,2E-06,2.69999999999999E-07
3.571,0.300,-0.287,3E-06,4.52499999999999E-07
3.671,0.400,-0.286,1E-06,6.38499999999999E-07
3.771,0.500,-0.285,3E-06,8.575E-07
3.871,0.600,-0.284,2E-06,1.058E-06
3.971,0.700,-0.283,2E-06,1.296E-06
4.071,0.800,-0.282,3E-06,1.5575E-06
4.171,0.900,-0.281,2E-06,1.804E-06
4.271,1.000,-0.28,3E-06,2.04249999999999E-06
4.371,1.100,-0.279,2E-06,2.34099999999999E-06
4.471,1.200,-0.278,3E-06,2.61149999999999E-06
4.571,1.300,-0.277,4E-06,2.91799999999998E-06
4.671,1.400,-0.276,2E-06,3.20299999999998E-06
4.771,1.500,-0.275,3E-06,3.49149999999998E-06
4.871,1.600,-0.274,3E-06,3.76249999999998E-06
4.971,1.700,-0.273,3E-06,4.03449999999998E-06
5.071,1.800,-0.272,3E-06,4.36849999999998E-06
5.171,1.900,-0.271,2E-06,4.68099999999999E-06
5.271,2.000,-0.27,3E-06,4.9815E-06
5.371,2.100,-0.269,3E-06,5.30449999999999E-06
5.471,2.200,-0.268,3E-06,5.64249999999999E-06
5.571,2.300,-0.267,3E-06,6.00749999999998E-06
5.671,2.400,-0.266,4E-06,6.36299999999997E-06
5.771,2.500,-0.265,4E-06,6.72499999999996E-06
5.871,2.600,-0.264,3E-06,7.08049999999996E-06
5.971,2.700,-0.263,3E-06,7.43349999999995E-06
6.071,2.800,-0.262,3E-06,7.77649999999995E-06
6.171,2.900,-0.261,4E-06,8.15099999999996E-06
6.271,3.000,-0.26,5E-06,8.5385E-06
6.371,3.100,-0.259,4E-06,8.91800000000004E-06
6.471,3.200,-0.258,5E-06,9.29950000000008E-06
6.571,3.300,-0.257,4E-06,9.68900000000011E-06
6.671,3.400,-0.256,3E-06,1.00625000000001E-05
6.771,3.500,-0.255,5E-06,1.04595000000002E-05
6.871,3.600,-0.254,4E-06,1.08600000000002E-05
6.971,3.700,-0.253,5E-06,1.12405000000002E-05
7.071,3.800,-0.252,4E-06,1.16260000000003E-05
7.171,3.900,-0.251,6E-06,1.20180000000003E-05
7.271,4.000,-0.25,5E-06,1.24085000000003E-05
7.371,4.100,-0.249,5E-06,1.28205000000004E-05
7.471,4.200,-0.248,3E-06,1.32335000000004E-05
7.571,4.300,-0.247,5E-06,1.36655000000005E-05
7.671,4.400,-0.246,4E-06,1.41030000000005E-05
7.771,4.500,-0.245,4E-06,1.45340000000006E-05
7.871,4.600,-0.244,5E-06,1.49585000000006E-05
7.971,4.700,-0.243,5E-06,1.53835000000006E-05
8.071,4.800,-0.242,5E-06,1.58255000000007E-05
8.171,4.900,-0.241,4E-06,1.63030000000007E-05
8.271,5.000,-0.24,5E-06,1.67265000000007E-05
8.371,5.100,-0.239,4E-06,1.71500000000007E-05
8.471,5.200,-0.238,4E-06,1.75900000000008E-05
8.571,5.300,-0.237,5E-06,1.80535000000008E-05
8.671,5.400,-0.236,5E-06,1.85205000000008E-05
8.771,5.500,-0.235,6E-06,1.89630000000008E-05
8.871,5.600,-0.234,6E-06,1.94440000000008E-05
8.971,5.700,-0.233,5E-06,1.99515000000008E-05
9.071,5.800,-0.232,5E-06,2.04165000000009E-05
9.171,5.900,-0.231,6E-06,2.09080000000009E-05
9.271,6.000,-0.23,7E-06,2.14015000000009E-05
9.371,6.100,-0.229,4E-06,2.18930000000009E-05
9.471,6.200,-0.228,7E-06,2.23755000000009E-05
9.571,6.300,-0.227,6E-06,2.28900000000009E-05
9.671,6.400,-0.226,5E-06,2.34085000000009E-05
9.771,6.500,-0.225,5E-06,2.39165000000009E-05
9.871,6.600,-0.224,5E-06,2.44335000000009E-05
9.971,6.700,-0.223,5E-06,2.49585000000009E-05
10.071,6.800,-0.222,6E-06,2.5489000000001E-05
10.171,6.900,-0.221,4E-06,2.5978000000001E-05
10.271,7.000,-0.22,5E-06,2.6514500000001E-05
10.371,7.100,-0.219,5E-06,2.7001500000001E-05
10.471,7.200,-0.218,5E-06,2.7517500000001E-05
10.571,7.300,-0.217,6E-06,2.8005000000001E-05
10.671,7.400,-0.216,5E-06,2.85315000000011E-05
10.771,7.500,-0.215,5E-06,2.90755000000011E-05
10.871,7.600,-0.214,5E-06,2.9641500000001E-05
10.971,7.700,-0.213,5E-06,3.0162500000001E-05
11.071,7.800,-0.212,5E-06,3.06975000000011E-05
11.171,7.900,-0.211,4E-06,3.12120000000011E-05
11.271,8.000,-0.21,4E-06,3.17320000000012E-05
11.371,8.100,-0.209,6E-06,3.22860000000012E-05
11.471,8.200,-0.208,6E-06,3.28330000000012E-05
11.571,8.300,-0.207,5E-06,3.33605000000012E-05
11.671,8.400,-0.206,6E-06,3.38920000000012E-05
11.771,8.500,-0.205,6E-06,3.44340000000012E-05
11.871,8.600,-0.204,7E-06,3.49705000000012E-05
11.971,8.700,-0.203,5E-06,3.55465000000012E-05
12.071,8.800,-0.202,6E-06,3.60920000000013E-05
12.171,8.900,-0.201,5E-06,3.66365000000013E-05
12.271,9.000,-0.2,6E-06,3.71700000000013E-05
12.371,9.100,-0.199,6E-06,3.76930000000013E-05
12.471,9.200,-0.198,6E-06,3.82640000000014E-05
12.571,9.300,-0.197,7E-06,3.88295000000014E-05
12.671,9.400,-0.196,6E-06,3.93960000000015E-05
12.771,9.500,-0.195,5E-06,3.99425000000015E-05
12.871,9.600,-0.194,6E-06,4.04860000000015E-05
12.971,9.700,-0.193,5E-06,4.10905000000016E-05
13.071,9.800,-0.192,6E-06,4.16550000000016E-05
13.171,9.900,-0.191,6E-06,4.22380000000016E-05
13.271,10.000,-0.19,6E-06,4.28150000000017E-05
13.371,10.100,-0.189,6E-06,4.33890000000018E-05
13.471,10.200,-0.188,6E-06,4.39830000000018E-05
13.571,10.300,-0.187,6E-06,4.45570000000019E-05
13.671,10.400,-0.186,4E-06,4.51450000000019E-05
13.771,10.500,-0.185,6E-06,4.57020000000019E-05
13.871,10.600,-0.184,6E-06,4.6265000000002E-05
13.971,10.700,-0.183,5E-06,4.6825500000002E-05
14.071,10.800,-0.182,7E-06,4.7405500000002E-05
14.171,10.900,-0.181,5E-06,4.79895000000021E-05
14.271,11.000,-0.18,6E-06,4.85690000000021E-05
14.371,11.100,-0.179,5E-06,4.91495000000022E-05
14.471,11.200,-0.178,6E-06,4.97620000000022E-05
14.571,11.300,-0.177,6E-06,5.03510000000023E-05
14.671,11.400,-0.176,5E-06,5.08985000000023E-05
14.771,11.500,-0.175,6E-06,5.14650000000023E-05
14.871,11.600,-0.174,6E-06,5.20480000000023E-05
14.971,11.700,-0.173,6E-06,5.26470000000024E-05
15.071,11.800,-0.172,6E-06,5.32350000000024E-05
15.171,11.900,-0.171,5E-06,5.38385000000024E-05
15.271,12.000,-0.17,6E-06,5.44400000000024E-05
15.371,12.100,-0.169,7E-06,5.50415000000024E-05
15.471,12.200,-0.168,6E-06,5.56410000000025E-05
15.571,12.300,-0.167,5E-06,5.62565000000025E-05
15.671,12.400,-0.166,6E-06,5.68420000000025E-05
15.771,12.500,-0.165,4E-06,5.74720000000025E-05
15.871,12.600,-0.164,6E-06,5.80520000000026E-05
15.971,12.700,-0.163,5E-06,5.86765000000027E-05
16.071,12.800,-0.162,7E-06,5.92965000000027E-05
16.171,12.900,-0.161,7E-06,5.99185000000027E-05
16.271,13.000,-0.16,6E-06,6.05590000000028E-05
16.371,13.100,-0.159,6E-06,6.11780000000028E-05
16.471,13.200,-0.158,6E-06,6.1777000000003E-05
16.571,13.300,-0.157,7E-06,6.24045000000031E-05
16.671,13.400,-0.156,6E-06,6.30180000000033E-05
16.771,13.500,-0.155,6E-06,6.36440000000035E-05
16.871,13.600,-0.154,5E-06,6.42535000000037E-05
16.971,13.700,-0.153,7E-06,6.48515000000038E-05
17.071,13.800,-0.152,6E-06,6.54690000000039E-05
17.171,13.900,-0.151,6E-06,6.61040000000041E-05
17.271,14.000,-0.15,6E-06,6.67430000000042E-05
