出力日時,2021/06/09 14:36:44
データソース,VS1-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.404,0.100,-0.337,3E-06,2.485E-07
3.504,0.200,-0.336,3E-06,4.855E-07
3.604,0.300,-0.335,3E-06,7.51500000000001E-07
3.704,0.400,-0.334,4E-06,1.036E-06
3.804,0.500,-0.333,2E-06,1.306E-06
3.904,0.600,-0.332,3E-06,1.6005E-06
4.004,0.700,-0.331,3E-06,1.8765E-06
4.104,0.800,-0.33,5E-06,2.1375E-06
4.204,0.900,-0.329,4E-06,2.38699999999999E-06
4.304,1.000,-0.328,3E-06,2.69649999999999E-06
4.404,1.100,-0.327,3E-06,3.02449999999999E-06
4.504,1.200,-0.326,4E-06,3.34799999999998E-06
4.604,1.300,-0.325,5E-06,3.70449999999998E-06
4.704,1.400,-0.324,4E-06,4.04099999999998E-06
4.804,1.500,-0.323,3E-06,4.40749999999998E-06
4.904,1.600,-0.322,4E-06,4.76099999999998E-06
5.004,1.700,-0.321,3E-06,5.10149999999998E-06
5.104,1.800,-0.32,5E-06,5.43949999999998E-06
5.204,1.900,-0.319,3E-06,5.79149999999998E-06
5.304,2.000,-0.318,3E-06,6.17249999999998E-06
5.404,2.100,-0.317,3E-06,6.56049999999997E-06
5.504,2.200,-0.316,4E-06,6.91999999999996E-06
5.604,2.300,-0.315,4E-06,7.33799999999995E-06
5.704,2.400,-0.314,5E-06,7.70149999999995E-06
5.804,2.500,-0.313,4E-06,8.04599999999998E-06
5.904,2.600,-0.312,4E-06,8.42300000000002E-06
6.004,2.700,-0.311,3E-06,8.79550000000003E-06
6.104,2.800,-0.31,5E-06,9.17150000000006E-06
6.204,2.900,-0.309,5E-06,9.55250000000008E-06
6.304,3.000,-0.308,6E-06,9.9610000000001E-06
6.404,3.100,-0.307,4E-06,1.03350000000001E-05
6.504,3.200,-0.306,5E-06,1.07385000000002E-05
6.604,3.300,-0.305,5E-06,1.11545000000002E-05
6.704,3.400,-0.304,5E-06,1.15685000000002E-05
6.804,3.500,-0.303,4E-06,1.19610000000003E-05
6.904,3.600,-0.302,3E-06,1.23845000000003E-05
7.004,3.700,-0.301,4E-06,1.28000000000003E-05
7.104,3.800,-0.3,4E-06,1.32380000000003E-05
7.204,3.900,-0.299,5E-06,1.36515000000004E-05
7.304,4.000,-0.298,3E-06,1.40795000000004E-05
7.404,4.100,-0.297,5E-06,1.45065000000004E-05
7.504,4.200,-0.296,3E-06,1.49225000000004E-05
7.604,4.300,-0.295,6E-06,1.53780000000005E-05
7.704,4.400,-0.294,4E-06,1.58410000000005E-05
7.804,4.500,-0.293,4E-06,1.62820000000005E-05
7.904,4.600,-0.292,4E-06,1.67570000000005E-05
8.004,4.700,-0.291,5E-06,1.71985000000005E-05
8.104,4.800,-0.29,5E-06,1.76525000000006E-05
8.204,4.900,-0.289,3E-06,1.81135000000006E-05
8.304,5.000,-0.288,4E-06,1.85960000000006E-05
8.404,5.100,-0.287,4E-06,1.90670000000006E-05
8.504,5.200,-0.286,4E-06,1.95450000000006E-05
8.604,5.300,-0.285,5E-06,2.00195000000006E-05
8.704,5.400,-0.284,7E-06,2.05245000000006E-05
8.804,5.500,-0.283,6E-06,2.10280000000006E-05
8.904,5.600,-0.282,6E-06,2.15190000000006E-05
9.004,5.700,-0.281,4E-06,2.19860000000006E-05
9.104,5.800,-0.28,5E-06,2.24825000000007E-05
9.204,5.900,-0.279,5E-06,2.29735000000007E-05
9.304,6.000,-0.278,6E-06,2.35110000000007E-05
9.404,6.100,-0.277,5E-06,2.40255000000007E-05
9.504,6.200,-0.276,5E-06,2.45235000000007E-05
9.604,6.300,-0.275,6E-06,2.50460000000007E-05
9.704,6.400,-0.274,6E-06,2.55780000000007E-05
9.804,6.500,-0.273,7E-06,2.61305000000007E-05
9.904,6.600,-0.272,6E-06,2.66500000000007E-05
10.004,6.700,-0.271,5E-06,2.71555000000007E-05
10.104,6.800,-0.27,5E-06,2.77135000000007E-05
10.204,6.900,-0.269,4E-06,2.82400000000008E-05
10.304,7.000,-0.268,6E-06,2.87750000000008E-05
10.404,7.100,-0.267,7E-06,2.93555000000008E-05
10.504,7.200,-0.266,5E-06,2.99345000000008E-05
10.604,7.300,-0.265,5E-06,3.04715000000008E-05
10.704,7.400,-0.264,6E-06,3.10300000000008E-05
10.804,7.500,-0.263,6E-06,3.15910000000008E-05
10.904,7.600,-0.262,6E-06,3.22060000000007E-05
11.004,7.700,-0.261,6E-06,3.28090000000007E-05
11.104,7.800,-0.26,6E-06,3.33520000000007E-05
11.204,7.900,-0.259,5E-06,3.39585000000007E-05
11.304,8.000,-0.258,4E-06,3.45500000000006E-05
11.404,8.100,-0.257,7E-06,3.51305000000007E-05
11.504,8.200,-0.256,7E-06,3.57115000000007E-05
11.604,8.300,-0.255,5E-06,3.63305000000007E-05
11.704,8.400,-0.254,6E-06,3.69450000000007E-05
11.804,8.500,-0.253,7E-06,3.75515000000008E-05
11.904,8.600,-0.252,7E-06,3.81535000000008E-05
12.004,8.700,-0.251,6E-06,3.87450000000008E-05
12.104,8.800,-0.25,6E-06,3.93680000000008E-05
12.204,8.900,-0.249,6E-06,4.00480000000008E-05
12.304,9.000,-0.248,7E-06,4.06875000000008E-05
12.404,9.100,-0.247,8E-06,4.13200000000009E-05
12.504,9.200,-0.246,4E-06,4.19620000000009E-05
12.604,9.300,-0.245,6E-06,4.26320000000009E-05
12.704,9.400,-0.244,7E-06,4.32875000000009E-05
12.804,9.500,-0.243,7E-06,4.39625000000009E-05
12.904,9.600,-0.242,6E-06,4.46130000000009E-05
13.004,9.700,-0.241,6E-06,4.53030000000009E-05
13.104,9.800,-0.24,6E-06,4.59870000000009E-05
13.204,9.900,-0.239,8E-06,4.6684000000001E-05
13.304,10.000,-0.238,8E-06,4.7387000000001E-05
13.404,10.100,-0.237,7E-06,4.8044500000001E-05
13.504,10.200,-0.236,7E-06,4.8758500000001E-05
13.604,10.300,-0.235,8E-06,4.94450000000011E-05
13.704,10.400,-0.234,7E-06,5.01795000000011E-05
13.804,10.500,-0.233,8E-06,5.09170000000011E-05
13.904,10.600,-0.232,7E-06,5.16495000000011E-05
14.004,10.700,-0.231,8E-06,5.23830000000011E-05
14.104,10.800,-0.23,8E-06,5.31190000000011E-05
14.204,10.900,-0.229,7E-06,5.38435000000012E-05
14.304,11.000,-0.228,6E-06,5.45750000000012E-05
14.404,11.100,-0.227,7E-06,5.53265000000012E-05
14.504,11.200,-0.226,8E-06,5.61220000000013E-05
14.604,11.300,-0.225,7E-06,5.68685000000013E-05
14.704,11.400,-0.224,7E-06,5.76665000000014E-05
14.804,11.500,-0.223,8E-06,5.83930000000014E-05
14.904,11.600,-0.222,7E-06,5.91905000000015E-05
15.004,11.700,-0.221,8E-06,5.99630000000015E-05
15.104,11.800,-0.22,8E-06,6.08180000000016E-05
15.204,11.900,-0.219,7E-06,6.16505000000014E-05
15.304,12.000,-0.218,8E-06,6.24860000000012E-05
15.404,12.100,-0.217,9E-06,6.32975000000008E-05
15.504,12.200,-0.216,8E-06,6.41370000000008E-05
15.604,12.300,-0.215,8E-06,6.49710000000005E-05
15.704,12.400,-0.214,9E-06,6.58155000000003E-05
15.804,12.500,-0.213,1E-05,6.66440000000002E-05
15.904,12.600,-0.212,8E-06,6.7497E-05
16.004,12.700,-0.211,9E-06,6.83414999999999E-05
16.104,12.800,-0.21,8E-06,6.91939999999997E-05
16.204,12.900,-0.209,1E-05,7.00469999999994E-05
16.304,13.000,-0.208,8E-06,7.08849999999993E-05
16.404,13.100,-0.207,8E-06,7.1734999999999E-05
16.504,13.200,-0.206,9E-06,7.25974999999988E-05
16.604,13.300,-0.205,7E-06,7.34344999999986E-05
16.704,13.400,-0.204,9E-06,7.43114999999985E-05
16.804,13.500,-0.203,8E-06,7.52269999999983E-05
16.904,13.600,-0.202,1E-05,7.61309999999982E-05
17.004,13.700,-0.201,1.1E-05,7.70594999999981E-05
17.104,13.800,-0.2,1E-05,7.8001999999998E-05
17.204,13.900,-0.199,1E-05,7.89349999999978E-05
17.304,14.000,-0.198,1E-05,7.98939999999978E-05
17.404,14.100,-0.197,1.1E-05,8.08364999999977E-05
17.504,14.200,-0.196,1.1E-05,8.17874999999977E-05
17.604,14.300,-0.195,1E-05,8.27769999999976E-05
17.704,14.400,-0.194,1E-05,8.37579999999975E-05
17.804,14.500,-0.193,9E-06,8.47644999999975E-05
17.904,14.600,-0.192,1.1E-05,8.57754999999975E-05
18.004,14.700,-0.191,1.1E-05,8.67624999999974E-05
18.104,14.800,-0.19,1.1E-05,8.77844999999974E-05
18.204,14.900,-0.189,9E-06,8.88004999999973E-05
18.304,15.000,-0.188,1E-05,8.98229999999973E-05
18.404,15.100,-0.187,9E-06,9.08494999999972E-05
18.504,15.200,-0.186,1E-05,9.18629999999972E-05
18.604,15.300,-0.185,1.1E-05,9.29154999999971E-05
18.704,15.400,-0.184,9E-06,9.39444999999972E-05
18.804,15.500,-0.183,1.2E-05,9.49759999999972E-05
18.904,15.600,-0.182,1E-05,9.60579999999972E-05
19.004,15.700,-0.181,1.1E-05,9.71254999999972E-05
19.104,15.800,-0.18,1.1E-05,9.81814999999971E-05
19.204,15.900,-0.179,1.1E-05,9.92484999999971E-05
19.304,16.000,-0.178,1.1E-05,0.000100313499999997
19.404,16.100,-0.177,1.2E-05,0.000101414999999997
19.504,16.200,-0.176,1.1E-05,0.000102480499999997
19.604,16.300,-0.175,1E-05,0.000103580999999997
19.704,16.400,-0.174,1.1E-05,0.000104655499999997
19.804,16.500,-0.173,1.1E-05,0.000105759499999997
19.904,16.600,-0.172,1.1E-05,0.000106896499999996
20.004,16.700,-0.171,1.1E-05,0.000108000499999996
20.104,16.800,-0.17,1.2E-05,0.000109139999999996
20.204,16.900,-0.169,1.3E-05,0.000110282499999996
20.304,17.000,-0.168,1.1E-05,0.000111427499999996
20.404,17.100,-0.167,1.2E-05,0.000112561999999996
20.504,17.200,-0.166,1.2E-05,0.000113711999999996
20.604,17.300,-0.165,1.2E-05,0.000114878999999996
20.704,17.400,-0.164,1.2E-05,0.000116038999999996
20.804,17.500,-0.163,1.3E-05,0.000117177499999996
20.904,17.600,-0.162,1.3E-05,0.000118339499999996
21.004,17.700,-0.161,1.1E-05,0.000119517499999996
21.104,17.800,-0.16,1.2E-05,0.000120687999999996
21.204,17.900,-0.159,1.2E-05,0.000121851999999996
21.304,18.000,-0.158,1E-05,0.000123019999999996
21.404,18.100,-0.157,1.1E-05,0.000124204499999996
21.504,18.200,-0.156,1.2E-05,0.000125403999999996
21.604,18.300,-0.155,1.2E-05,0.000126610999999996
21.704,18.400,-0.154,1.3E-05,0.000127784499999996
21.804,18.500,-0.153,1.4E-05,0.000129029999999997
21.904,18.600,-0.152,1.3E-05,0.000130255499999997
22.004,18.700,-0.151,1.3E-05,0.000131479499999997
22.104,18.800,-0.15,1.4E-05,0.000132711999999997
22.204,18.900,-0.149,1E-05,0.000133976999999997
22.304,19.000,-0.148,1.2E-05,0.000135210999999997
22.404,19.100,-0.147,1.3E-05,0.000136470499999997
22.504,19.200,-0.146,1.3E-05,0.000137735499999997
22.604,19.300,-0.145,1.4E-05,0.000138996999999997
22.704,19.400,-0.144,1.2E-05,0.000140313999999997
22.804,19.500,-0.143,1.3E-05,0.000141593499999997
22.904,19.600,-0.142,1.3E-05,0.000142876499999997
23.004,19.700,-0.141,1.1E-05,0.000144165499999997
23.104,19.800,-0.14,1.4E-05,0.000145457999999997
23.204,19.900,-0.139,1.2E-05,0.000146767999999997
23.304,20.000,-0.138,1.3E-05,0.000148037499999997
23.404,20.100,-0.137,1.4E-05,0.000149351999999997
23.504,20.200,-0.136,1.3E-05,0.000150677499999997
23.604,20.300,-0.135,1.3E-05,0.000152045499999996
23.704,20.400,-0.134,1.3E-05,0.000153371499999996
23.804,20.500,-0.133,1.4E-05,0.000154729999999996
23.904,20.600,-0.132,1.3E-05,0.000156033499999996
24.004,20.700,-0.131,1.4E-05,0.000157385999999996
24.104,20.800,-0.13,1.6E-05,0.000158726999999995
24.204,20.900,-0.129,1.4E-05,0.000160093999999995
24.304,21.000,-0.128,1.4E-05,0.000161474999999995
24.404,21.100,-0.127,1.4E-05,0.000162867999999995
24.504,21.200,-0.126,1.3E-05,0.000164219499999994
24.604,21.300,-0.125,1.4E-05,0.000165574999999994
24.704,21.400,-0.124,1.6E-05,0.000166920999999994
24.804,21.500,-0.123,1.4E-05,0.000168348999999993
24.904,21.600,-0.122,1.4E-05,0.000169749999999993
25.004,21.700,-0.121,1.3E-05,0.000171148499999993
25.104,21.800,-0.12,1.4E-05,0.000172538999999993
25.204,21.900,-0.119,1.4E-05,0.000173972999999992
25.304,22.000,-0.118,1.5E-05,0.000175425499999992
25.404,22.100,-0.117,1.5E-05,0.000176882499999991
25.504,22.200,-0.116,1.4E-05,0.000178304999999991
25.604,22.300,-0.115,1.6E-05,0.000179759999999991
25.704,22.400,-0.114,1.5E-05,0.000181228499999991
25.804,22.500,-0.113,1.4E-05,0.00018269599999999
25.904,22.600,-0.112,1.4E-05,0.00018416099999999
26.004,22.700,-0.111,1.4E-05,0.00018562199999999
26.104,22.800,-0.11,1.4E-05,0.00018706699999999
26.204,22.900,-0.109,1.5E-05,0.000188534499999989
26.304,23.000,-0.108,1.4E-05,0.000190009999999989
26.404,23.100,-0.107,1.6E-05,0.000191506999999989
26.504,23.200,-0.106,1.6E-05,0.000193008999999989
26.604,23.300,-0.105,1.5E-05,0.000194453499999988
26.704,23.400,-0.104,1.5E-05,0.000195963499999988
26.804,23.500,-0.103,1.6E-05,0.000197467999999988
26.904,23.600,-0.102,1.5E-05,0.000198986499999988
27.004,23.700,-0.101,1.6E-05,0.000200510999999987
27.104,23.800,-0.1,1.5E-05,0.000202054499999987
27.204,23.900,-0.099,1.6E-05,0.000203552999999987
27.304,24.000,-0.098,1.6E-05,0.000205082999999986
27.404,24.100,-0.097,1.6E-05,0.000206652999999986
27.504,24.200,-0.096,1.5E-05,0.000208188499999986
27.604,24.300,-0.095,1.6E-05,0.000209722999999985
27.704,24.400,-0.094,1.6E-05,0.000211294999999985
27.804,24.500,-0.093,1.6E-05,0.000212845999999985
27.904,24.600,-0.092,1.5E-05,0.000214440499999985
28.004,24.700,-0.091,1.5E-05,0.000216014499999985
28.104,24.800,-0.09,1.6E-05,0.000217645999999985
28.204,24.900,-0.089,1.5E-05,0.000219261499999985
28.304,25.000,-0.088,1.6E-05,0.000220839999999984
28.404,25.100,-0.087,1.8E-05,0.000222403999999984
28.504,25.200,-0.086,1.7E-05,0.000223992499999984
28.604,25.300,-0.085,1.6E-05,0.000225602999999984
28.704,25.400,-0.084,1.5E-05,0.000227152499999984
28.804,25.500,-0.083,1.6E-05,0.000228756999999983
28.904,25.600,-0.082,1.7E-05,0.000230376499999983
29.004,25.700,-0.081,1.6E-05,0.000231965999999983
29.104,25.800,-0.08,1.5E-05,0.000233574499999983
29.204,25.900,-0.079,1.6E-05,0.000235178999999982
29.304,26.000,-0.078,1.8E-05,0.000236857999999982
29.404,26.100,-0.077,1.7E-05,0.000238458499999982
29.504,26.200,-0.076,1.7E-05,0.000240090499999982
29.604,26.300,-0.075,1.6E-05,0.000241779999999982
29.704,26.400,-0.074,1.7E-05,0.000243423499999981
29.804,26.500,-0.073,1.6E-05,0.000245087999999982
29.904,26.600,-0.072,1.7E-05,0.000246740499999982
30.004,26.700,-0.071,1.7E-05,0.000248362499999982
30.104,26.800,-0.07,1.7E-05,0.000250034499999981
30.204,26.900,-0.069,1.7E-05,0.00025169549999998
30.304,27.000,-0.068,1.9E-05,0.000253379499999981
30.404,27.100,-0.067,1.6E-05,0.00025509399999998
30.504,27.200,-0.066,1.5E-05,0.00025677949999998
30.604,27.300,-0.065,1.8E-05,0.000258501999999979
30.704,27.400,-0.064,1.7E-05,0.000260179499999978
30.804,27.500,-0.063,1.6E-05,0.000261854999999978
30.904,27.600,-0.062,1.6E-05,0.000263556999999977
31.004,27.700,-0.061,1.7E-05,0.000265229499999976
31.104,27.800,-0.06,1.8E-05,0.000266944999999975
31.204,27.900,-0.059,1.9E-05,0.000268622499999975
31.304,28.000,-0.058,1.6E-05,0.000270287999999975
31.404,28.100,-0.057,1.6E-05,0.000271966999999975
31.504,28.200,-0.056,1.6E-05,0.000273664999999974
31.604,28.300,-0.055,1.7E-05,0.000275378499999972
31.704,28.400,-0.054,1.8E-05,0.000277122999999972
31.804,28.500,-0.053,1.6E-05,0.000278834999999971
31.904,28.600,-0.052,1.5E-05,0.00028054549999997
32.004,28.700,-0.051,1.8E-05,0.000282285999999969
32.104,28.800,-0.05,1.9E-05,0.000284062499999968
32.204,28.900,-0.049,1.8E-05,0.000285861999999967
32.304,29.000,-0.048,1.8E-05,0.000287611999999967
32.404,29.100,-0.047,1.5E-05,0.000289359499999966
32.504,29.200,-0.046,1.6E-05,0.000291097999999965
32.604,29.300,-0.045,1.7E-05,0.000292852499999965
32.704,29.400,-0.044,1.9E-05,0.000294602499999964
32.804,29.500,-0.043,1.8E-05,0.000296414999999964
32.904,29.600,-0.042,1.8E-05,0.000298226999999963
33.004,29.700,-0.041,1.9E-05,0.000299999499999962
33.104,29.800,-0.04,1.7E-05,0.000301783499999962
33.204,29.900,-0.039,1.9E-05,0.000303548499999961
33.304,30.000,-0.038,2E-05,0.000305373999999961
33.404,30.100,-0.037,1.6E-05,0.00030715499999996
33.504,30.200,-0.036,1.8E-05,0.000308950999999959
33.604,30.300,-0.035,1.8E-05,0.000310755999999959
33.704,30.400,-0.034,1.9E-05,0.000312546499999958
33.804,30.500,-0.033,1.9E-05,0.000314357499999958
33.904,30.600,-0.032,1.7E-05,0.000316208499999958
34.004,30.700,-0.031,1.8E-05,0.000317998999999957
34.104,30.800,-0.03,1.8E-05,0.000319792999999956
34.204,30.900,-0.029,1.8E-05,0.000321617999999956
34.304,31.000,-0.028,1.7E-05,0.000323425499999956
34.404,31.100,-0.027,1.8E-05,0.000325243999999955
34.504,31.200,-0.026,1.7E-05,0.000327099499999956
34.604,31.300,-0.025,2E-05,0.000328941999999955
34.704,31.400,-0.024,1.8E-05,0.000330795999999955
34.804,31.500,-0.023,1.7E-05,0.000332645499999955
34.904,31.600,-0.022,1.9E-05,0.000334486499999955
35.004,31.700,-0.021,1.9E-05,0.000336326499999954
35.104,31.800,-0.02,1.9E-05,0.000338146499999954
35.204,31.900,-0.019,1.8E-05,0.000340010999999954
35.304,32.000,-0.018,1.9E-05,0.000341857499999954
35.404,32.100,-0.017,1.9E-05,0.000343715499999954
35.504,32.200,-0.016,1.9E-05,0.000345603499999954
35.604,32.300,-0.015,1.9E-05,0.000347484499999954
35.704,32.400,-0.014,2E-05,0.000349383999999954
