Date	2020年11月24日火曜日 05時23分08秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	200
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	200.000
保存終了波長[nm]	800.000
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
200.047	0.263665
200.422	0.262237
200.796	0.266710
201.171	0.275961
201.546	0.281273
201.921	0.285413
202.296	0.300293
202.671	0.306795
203.045	0.310001
203.420	0.305602
203.795	0.307256
204.170	0.299646
204.544	0.319940
204.919	0.324873
205.294	0.345254
205.668	0.346714
206.043	0.352896
206.417	0.347561
206.792	0.362854
207.166	0.381343
207.541	0.383696
207.915	0.391914
208.289	0.397612
208.664	0.364088
209.038	0.371395
209.412	0.360817
209.787	0.362965
210.161	0.366420
210.535	0.359574
210.909	0.336408
211.284	0.344530
211.658	0.356974
212.032	0.343006
212.406	0.344056
212.780	0.367577
213.154	0.368943
213.528	0.362944
213.902	0.355297
214.276	0.342290
214.650	0.354237
215.024	0.367438
215.398	0.358358
215.772	0.368825
216.145	0.390286
216.519	0.407268
216.893	0.393478
217.267	0.401034
217.640	0.427290
218.014	0.438515
218.388	0.452307
218.761	0.457957
219.135	0.466640
219.508	0.474940
219.882	0.475461
220.256	0.464959
220.629	0.449509
221.003	0.463688
221.376	0.452872
221.749	0.426746
222.123	0.421003
222.496	0.420026
222.869	0.389387
223.243	0.360354
223.616	0.359702
223.989	0.345852
224.362	0.358507
224.736	0.362752
225.109	0.357677
225.482	0.364945
225.855	0.363754
226.228	0.359007
226.601	0.345221
226.974	0.380379
227.347	0.413777
227.720	0.402016
228.093	0.421859
228.466	0.392486
228.839	0.391184
229.212	0.386044
229.585	0.371662
229.957	0.393322
230.330	0.389093
230.703	0.404975
231.076	0.384859
231.448	0.392760
231.821	0.396343
232.194	0.369733
232.566	0.394921
232.939	0.405869
233.311	0.409650
233.684	0.425780
234.056	0.404701
234.429	0.400277
234.801	0.389200
235.174	0.403460
235.546	0.394608
235.918	0.393068
236.291	0.392283
236.663	0.378482
237.035	0.369968
237.408	0.381273
237.780	0.373957
238.152	0.392584
