Date	2020年11月24日火曜日 05時07分29秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	200
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	200.000
保存終了波長[nm]	800.000
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
200.047	0.418360
200.422	0.434348
200.796	0.437253
201.171	0.456165
201.546	0.448546
201.921	0.466983
202.296	0.500614
202.671	0.493149
203.045	0.535682
203.420	0.536000
203.795	0.546001
204.170	0.538186
204.544	0.577895
204.919	0.637071
205.294	0.670674
205.668	0.661865
206.043	0.697384
206.417	0.658815
206.792	0.669058
207.166	0.682419
207.541	0.670931
207.915	0.675739
208.289	0.655088
208.664	0.632201
209.038	0.561883
209.412	0.559803
209.787	0.551107
210.161	0.512230
210.535	0.537756
210.909	0.532465
211.284	0.490351
211.658	0.470917
212.032	0.445149
212.406	0.443733
212.780	0.441091
213.154	0.436158
213.528	0.464325
213.902	0.465845
214.276	0.480124
214.650	0.460841
215.024	0.484457
215.398	0.516718
215.772	0.572923
216.145	0.615106
216.519	0.598129
216.893	0.612148
217.267	0.647155
217.640	0.553938
218.014	0.574166
218.388	0.575628
218.761	0.572837
219.135	0.529824
219.508	0.515003
219.882	0.492598
220.256	0.469431
220.629	0.497117
221.003	0.487000
221.376	0.467027
221.749	0.515524
222.123	0.496471
222.496	0.493155
222.869	0.495798
223.243	0.531294
223.616	0.552602
223.989	0.560080
224.362	0.596373
224.736	0.567949
225.109	0.563540
225.482	0.593217
225.855	0.575516
226.228	0.572993
226.601	0.583183
226.974	0.560953
227.347	0.538312
227.720	0.519061
228.093	0.495968
228.466	0.466376
228.839	0.485187
229.212	0.503705
229.585	0.499967
229.957	0.516166
230.330	0.526036
230.703	0.498769
231.076	0.512087
231.448	0.533692
231.821	0.522331
232.194	0.530387
232.566	0.568264
232.939	0.545916
233.311	0.534212
233.684	0.516699
234.056	0.493350
234.429	0.501558
234.801	0.516974
235.174	0.544111
235.546	0.523671
235.918	0.540826
236.291	0.518083
236.663	0.504567
237.035	0.519039
237.408	0.510675
237.780	0.522019
238.152	0.516037
