Date	2020年11月24日火曜日 04時15分19秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	200
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	200.000
保存終了波長[nm]	800.000
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
200.047	0.340857
200.422	0.365108
200.796	0.348244
201.171	0.333346
201.546	0.335091
201.921	0.330941
202.296	0.320490
202.671	0.299740
203.045	0.287977
203.420	0.303353
203.795	0.305238
204.170	0.292862
204.544	0.307338
204.919	0.301942
205.294	0.313297
205.668	0.315038
206.043	0.333475
206.417	0.322071
206.792	0.332751
207.166	0.339359
207.541	0.335713
207.915	0.330746
208.289	0.338580
208.664	0.330470
209.038	0.342628
209.412	0.344319
209.787	0.378640
210.161	0.368773
210.535	0.376529
210.909	0.370632
211.284	0.362062
211.658	0.359373
212.032	0.365670
212.406	0.374122
212.780	0.373084
213.154	0.384724
213.528	0.384977
213.902	0.375286
214.276	0.384935
214.650	0.400150
215.024	0.414605
215.398	0.437461
215.772	0.425650
216.145	0.426071
216.519	0.431264
216.893	0.419696
217.267	0.391786
217.640	0.398673
218.014	0.390567
218.388	0.397341
218.761	0.396301
219.135	0.401653
219.508	0.408638
219.882	0.428772
220.256	0.431826
220.629	0.408431
221.003	0.426071
221.376	0.433932
221.749	0.423684
222.123	0.415791
222.496	0.393169
222.869	0.378196
223.243	0.357760
223.616	0.339450
223.989	0.339722
224.362	0.334653
224.736	0.357425
225.109	0.346231
225.482	0.353454
225.855	0.358377
226.228	0.367937
226.601	0.375726
226.974	0.386887
227.347	0.408251
227.720	0.408909
228.093	0.402461
228.466	0.397773
228.839	0.377880
229.212	0.396482
229.585	0.393504
229.957	0.399097
230.330	0.387776
230.703	0.376812
231.076	0.364350
231.448	0.372030
231.821	0.397082
232.194	0.392161
232.566	0.391411
232.939	0.403530
233.311	0.407489
233.684	0.423344
234.056	0.414730
234.429	0.434630
234.801	0.458973
235.174	0.476409
235.546	0.471777
235.918	0.443447
236.291	0.448276
236.663	0.471008
237.035	0.452338
237.408	0.436810
237.780	0.426578
238.152	0.423186
