Date	2020年11月24日火曜日 04時33分19秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	200
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	200.000
保存終了波長[nm]	800.000
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
200.047	0.324854
200.422	0.365214
200.796	0.381120
201.171	0.424868
201.546	0.456298
201.921	0.457027
202.296	0.454297
202.671	0.466575
203.045	0.487543
203.420	0.483987
203.795	0.504883
204.170	0.483807
204.544	0.467553
204.919	0.487453
205.294	0.481006
205.668	0.463621
206.043	0.461588
206.417	0.461254
206.792	0.456288
207.166	0.435847
207.541	0.431629
207.915	0.399907
208.289	0.412598
208.664	0.414140
209.038	0.410956
209.412	0.407224
209.787	0.422591
210.161	0.446950
210.535	0.471373
210.909	0.468997
211.284	0.469223
211.658	0.467066
212.032	0.460323
212.406	0.458566
212.780	0.471939
213.154	0.459690
213.528	0.451252
213.902	0.428753
214.276	0.438586
214.650	0.440049
215.024	0.403385
215.398	0.414830
215.772	0.428021
216.145	0.487269
216.519	0.496803
216.893	0.514382
217.267	0.533431
217.640	0.506332
218.014	0.485002
218.388	0.444421
218.761	0.449725
219.135	0.479916
219.508	0.458134
219.882	0.439342
220.256	0.426865
220.629	0.404619
221.003	0.368902
221.376	0.361536
221.749	0.377049
222.123	0.386808
222.496	0.409433
222.869	0.384786
223.243	0.393104
223.616	0.402277
223.989	0.428998
224.362	0.423393
224.736	0.416869
225.109	0.427011
225.482	0.436300
225.855	0.438074
226.228	0.440329
226.601	0.441544
226.974	0.440499
227.347	0.425463
227.720	0.458935
228.093	0.431050
228.466	0.412176
228.839	0.441356
229.212	0.451467
229.585	0.440216
229.957	0.460086
230.330	0.479125
230.703	0.489878
231.076	0.490002
231.448	0.501663
231.821	0.483312
232.194	0.489014
232.566	0.500526
232.939	0.501294
233.311	0.494258
233.684	0.497343
234.056	0.502040
234.429	0.485037
234.801	0.474333
235.174	0.492653
235.546	0.494275
235.918	0.490861
236.291	0.504602
236.663	0.507731
237.035	0.484014
237.408	0.489004
237.780	0.487081
238.152	0.463156
