Sept. 4, 2020   16:49:41
A.C. Impedance
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200904 peis\same sample diff t_600_13.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.171
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.001
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 5
Cycles (.01-.1Hz) = 2
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg

9.6680e+3, 1.3013e+1, -7.7152e+0, 1.5128e+1, -30.7
8.1055e+3, 1.3609e+1, -8.0868e+0, 1.5831e+1, -30.7
6.6406e+3, 1.3642e+1, -9.0246e+0, 1.6357e+1, -33.5
5.4687e+3, 1.3837e+1, -1.0013e+1, 1.7079e+1, -35.9
4.5898e+3, 1.4054e+1, -1.1277e+1, 1.8019e+1, -38.7
3.7109e+3, 1.4296e+1, -1.2889e+1, 1.9248e+1, -42.0
3.1250e+3, 1.4733e+1, -1.5134e+1, 2.1121e+1, -45.8
2.5391e+3, 1.5163e+1, -1.7830e+1, 2.3406e+1, -49.6
2.1484e+3, 1.5384e+1, -2.1083e+1, 2.6099e+1, -53.9
1.7578e+3, 1.5510e+1, -2.5032e+1, 2.9447e+1, -58.2
1.4648e+3, 1.5865e+1, -2.9779e+1, 3.3741e+1, -62.0
1.1719e+3, 1.6768e+1, -3.6289e+1, 3.9975e+1, -65.2
9.6680e+2, 1.8200e+1, -4.4544e+1, 4.8119e+1, -67.8
8.1055e+2, 2.0017e+1, -5.3560e+1, 5.7179e+1, -69.5
6.6406e+2, 2.2683e+1, -6.4614e+1, 6.8479e+1, -70.7
5.4688e+2, 2.4847e+1, -7.8409e+1, 8.2252e+1, -72.4
4.5898e+2, 2.7372e+1, -9.4202e+1, 9.8098e+1, -73.8
3.7109e+2, 2.8182e+1, -1.1439e+2, 1.1781e+2, -76.2
3.1250e+2, 2.8554e+1, -1.3923e+2, 1.4213e+2, -78.4
2.5391e+2, 3.5064e+1, -1.5927e+2, 1.6308e+2, -77.6
2.1484e+2, 4.8270e+1, -1.8795e+2, 1.9405e+2, -75.6
1.7578e+2, 6.3235e+1, -2.2254e+2, 2.3135e+2, -74.1
1.4648e+2, 7.2285e+1, -2.5794e+2, 2.6787e+2, -74.3
1.1719e+2, 8.5555e+1, -3.0446e+2, 3.1625e+2, -74.3
9.7656e+1, 1.0671e+2, -3.5752e+2, 3.7311e+2, -73.4
8.1380e+1, 1.4393e+2, -4.1961e+2, 4.4361e+2, -71.1
6.9754e+1, 1.9727e+2, -4.7503e+2, 5.1437e+2, -67.4
5.7445e+1, 2.5410e+2, -5.3386e+2, 5.9125e+2, -64.5
4.6503e+1, 3.2267e+2, -6.0588e+2, 6.8644e+2, -62.0
3.7560e+1, 3.8022e+2, -6.9006e+2, 7.8788e+2, -61.1
3.1502e+1, 4.5132e+2, -7.7661e+2, 8.9823e+2, -59.8
2.5699e+1, 5.5693e+2, -8.4516e+2, 1.0122e+3, -56.6
2.1230e+1, 6.7089e+2, -9.0465e+2, 1.1263e+3, -53.4
1.7439e+1, 7.8099e+2, -9.6542e+2, 1.2418e+3, -51.0
1.4361e+1, 8.9374e+2, -1.0428e+3, 1.3734e+3, -49.4
1.1909e+1, 1.0193e+3, -1.1188e+3, 1.5135e+3, -47.7
9.7656e+0, 1.1447e+3, -1.2012e+3, 1.6592e+3, -46.4
8.0708e+0, 1.2641e+3, -1.3107e+3, 1.8210e+3, -46.0
6.6433e+0, 1.3824e+3, -1.4321e+3, 1.9904e+3, -46.0
5.4863e+0, 1.5001e+3, -1.5617e+3, 2.1655e+3, -46.2
4.5422e+0, 1.6203e+3, -1.7048e+3, 2.3520e+3, -46.5
3.7416e+0, 1.7393e+3, -1.8683e+3, 2.5526e+3, -47.0
3.0904e+0, 1.8537e+3, -2.0684e+3, 2.7775e+3, -48.1
2.5498e+0, 1.9963e+3, -2.3342e+3, 3.0714e+3, -49.5
2.1047e+0, 2.1442e+3, -2.6950e+3, 3.4440e+3, -51.5
1.7377e+0, 2.2839e+3, -3.1390e+3, 3.8820e+3, -54.0
1.4340e+0, 2.3986e+3, -3.6694e+3, 4.3838e+3, -56.8
1.1837e+0, 2.5147e+3, -4.2795e+3, 4.9637e+3, -59.6
9.7656e-1, 2.6662e+3, -4.9964e+3, 5.6633e+3, -61.9
8.0708e-1, 2.8566e+3, -5.8683e+3, 6.5267e+3, -64.0
6.6433e-1, 3.0588e+3, -6.8422e+3, 7.4948e+3, -65.9
5.4863e-1, 3.4463e+3, -7.9855e+3, 8.6975e+3, -66.7
4.5422e-1, 4.0027e+3, -9.6368e+3, 1.0435e+4, -67.4
3.7416e-1, 4.4356e+3, -1.1631e+4, 1.2448e+4, -69.1
3.0904e-1, 4.9495e+3, -1.3761e+4, 1.4624e+4, -70.2
2.5498e-1, 5.8764e+3, -1.6768e+4, 1.7768e+4, -70.7
2.1047e-1, 7.2543e+3, -2.0409e+4, 2.1660e+4, -70.4
1.7377e-1, 8.6381e+3, -2.4185e+4, 2.5681e+4, -70.3
1.4340e-1, 1.0487e+4, -2.8027e+4, 2.9925e+4, -69.5
1.1837e-1, 1.2502e+4, -3.2475e+4, 3.4798e+4, -68.9
9.7656e-2, 1.6166e+4, -3.7489e+4, 4.0826e+4, -66.7
8.0708e-2, 2.1585e+4, -4.3575e+4, 4.8628e+4, -63.6
6.6433e-2, 3.0438e+4, -4.9178e+4, 5.7835e+4, -58.2
5.4863e-2, 3.8402e+4, -5.5009e+4, 6.7087e+4, -55.1
4.5422e-2, 4.4170e+4, -6.3194e+4, 7.7100e+4, -55.0
3.7416e-2, 5.2939e+4, -7.5713e+4, 9.2385e+4, -55.0
3.0904e-2, 5.7465e+4, -8.5886e+4, 1.0334e+5, -56.2
2.5498e-2, 7.3005e+4, -8.9367e+4, 1.1540e+5, -50.8
2.1047e-2, 9.2284e+4, -9.0212e+4, 1.2905e+5, -44.3
1.7377e-2, 1.0541e+5, -8.3740e+4, 1.3462e+5, -38.5
1.4340e-2, 1.3924e+5, -8.7632e+4, 1.6452e+5, -32.2
1.1837e-2, 1.6872e+5, -9.5582e+4, 1.9392e+5, -29.5
9.7656e-3, 1.9260e+5, -8.8778e+4, 2.1207e+5, -24.7
8.0708e-3, 2.0043e+5, -8.7205e+4, 2.1858e+5, -23.5
6.6433e-3, 1.9851e+5, -7.5161e+4, 2.1226e+5, -20.7
5.4863e-3, 2.0384e+5, -7.4433e+4, 2.1701e+5, -20.1
4.5422e-3, 2.1238e+5, -1.0551e+5, 2.3714e+5, -26.4
3.7416e-3, 2.4495e+5, -1.0651e+5, 2.6711e+5, -23.5
3.0904e-3, 2.7080e+5, -8.1531e+4, 2.8281e+5, -16.8
2.5498e-3, 2.9098e+5, -5.7484e+4, 2.9660e+5, -11.2
2.1047e-3, 3.1439e+5, -3.0216e+4, 3.1584e+5, -5.5
