Oct. 8, 2020   16:54:53
A.C. Impedance
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200904 peis\same sample diff t_750_17.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.171
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.001
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg

9.6154e+3, 1.8181e+0, -8.9970e+0, 9.1789e+0, -78.6
8.3333e+3, 2.1609e+0, -1.0313e+1, 1.0537e+1, -78.2
6.9444e+3, 2.7040e+0, -1.2227e+1, 1.2523e+1, -77.5
5.4348e+3, 3.6318e+0, -1.4799e+1, 1.5238e+1, -76.2
4.6296e+3, 4.7033e+0, -1.7536e+1, 1.8156e+1, -75.0
3.6765e+3, 5.8434e+0, -2.0359e+1, 2.1181e+1, -74.0
3.2051e+3, 6.8740e+0, -2.3362e+1, 2.4352e+1, -73.6
2.6042e+3, 8.1611e+0, -2.6796e+1, 2.8011e+1, -73.1
2.1930e+3, 9.9667e+0, -3.0757e+1, 3.2332e+1, -72.0
1.8116e+3, 1.1962e+1, -3.5845e+1, 3.7788e+1, -71.5
1.5060e+3, 1.4037e+1, -4.1977e+1, 4.4262e+1, -71.5
1.2255e+3, 1.7929e+1, -5.4010e+1, 5.6908e+1, -71.6
9.6154e+2, 2.3282e+1, -7.0421e+1, 7.4170e+1, -71.7
8.3333e+2, 2.7833e+1, -8.6943e+1, 9.1289e+1, -72.2
6.9444e+2, 3.1610e+1, -1.0575e+2, 1.1037e+2, -73.4
5.4348e+2, 3.6518e+1, -1.2465e+2, 1.2989e+2, -73.7
4.6296e+2, 4.2367e+1, -1.4715e+2, 1.5313e+2, -73.9
3.6765e+2, 4.9609e+1, -1.7020e+2, 1.7728e+2, -73.7
3.2051e+2, 7.0849e+1, -1.9777e+2, 2.1008e+2, -70.3
2.6042e+2, 1.0308e+2, -2.4054e+2, 2.6170e+2, -66.8
2.1930e+2, 1.3757e+2, -2.8783e+2, 3.1902e+2, -64.5
1.8116e+2, 1.3912e+2, -3.5308e+2, 3.7950e+2, -68.5
1.5060e+2, 1.6527e+2, -3.9840e+2, 4.3132e+2, -67.5
1.2255e+2, 2.1465e+2, -3.8585e+2, 4.4154e+2, -60.9
9.7656e+1, 2.4304e+2, -3.6727e+2, 4.4040e+2, -56.5
8.1380e+1, 3.1228e+2, -3.7395e+2, 4.8719e+2, -50.1
6.9754e+1, 4.0764e+2, -3.6800e+2, 5.4917e+2, -42.1
5.7445e+1, 4.7853e+2, -3.7873e+2, 6.1026e+2, -38.4
4.6503e+1, 5.1345e+2, -4.2064e+2, 6.6375e+2, -39.3
3.7560e+1, 5.5283e+2, -4.3285e+2, 7.0213e+2, -38.1
3.1502e+1, 5.9048e+2, -4.4841e+2, 7.4144e+2, -37.2
2.5699e+1, 6.0778e+2, -4.8546e+2, 7.7786e+2, -38.6
2.1230e+1, 6.3522e+2, -4.9233e+2, 8.0367e+2, -37.8
1.7439e+1, 6.9230e+2, -4.8185e+2, 8.4348e+2, -34.8
1.4361e+1, 7.3879e+2, -4.8524e+2, 8.8389e+2, -33.3
1.1909e+1, 7.8484e+2, -5.1330e+2, 9.3779e+2, -33.2
9.7656e+0, 8.4484e+2, -5.6393e+2, 1.0158e+3, -33.7
8.0708e+0, 8.9838e+2, -6.1872e+2, 1.0908e+3, -34.6
6.6433e+0, 9.5226e+2, -6.8795e+2, 1.1748e+3, -35.8
5.4863e+0, 9.8928e+2, -7.8419e+2, 1.2624e+3, -38.4
4.5422e+0, 1.0367e+3, -8.8621e+2, 1.3639e+3, -40.5
3.7416e+0, 1.1111e+3, -9.8180e+2, 1.4827e+3, -41.5
3.0904e+0, 1.1910e+3, -1.0997e+3, 1.6210e+3, -42.7
2.5498e+0, 1.2793e+3, -1.2463e+3, 1.7860e+3, -44.3
2.1047e+0, 1.3828e+3, -1.4272e+3, 1.9872e+3, -45.9
1.7377e+0, 1.5121e+3, -1.6441e+3, 2.2337e+3, -47.4
1.4340e+0, 1.6710e+3, -1.8966e+3, 2.5277e+3, -48.6
1.1837e+0, 1.8891e+3, -2.2259e+3, 2.9195e+3, -49.7
9.7656e-1, 2.1744e+3, -2.6036e+3, 3.3921e+3, -50.1
8.0708e-1, 2.5491e+3, -2.9658e+3, 3.9107e+3, -49.3
6.6433e-1, 2.9893e+3, -3.2996e+3, 4.4524e+3, -47.8
5.4863e-1, 3.4804e+3, -3.5905e+3, 5.0005e+3, -45.9
4.5422e-1, 4.0397e+3, -3.8508e+3, 5.5810e+3, -43.6
3.7416e-1, 4.6742e+3, -4.0700e+3, 6.1978e+3, -41.0
3.0904e-1, 5.4165e+3, -4.1745e+3, 6.8385e+3, -37.6
2.5498e-1, 6.1853e+3, -4.1156e+3, 7.4294e+3, -33.6
2.1047e-1, 6.8749e+3, -3.9674e+3, 7.9376e+3, -30.0
1.7377e-1, 7.4674e+3, -3.7741e+3, 8.3670e+3, -26.8
1.4340e-1, 8.0121e+3, -3.4966e+3, 8.7418e+3, -23.6
1.1837e-1, 8.4972e+3, -3.1329e+3, 9.0563e+3, -20.2
9.7656e-2, 8.8856e+3, -2.7507e+3, 9.3016e+3, -17.2
8.0708e-2, 9.2090e+3, -2.3932e+3, 9.5149e+3, -14.6
6.6433e-2, 9.5021e+3, -2.0592e+3, 9.7226e+3, -12.2
5.4863e-2, 9.7741e+3, -1.7512e+3, 9.9297e+3, -10.2
4.5422e-2, 1.0004e+4, -1.4955e+3, 1.0115e+4, -8.5
3.7416e-2, 1.0181e+4, -1.3046e+3, 1.0265e+4, -7.3
