Oct. 8, 2020   17:28:55
A.C. Impedance
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200904 peis\same sample diff t_700_18.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.171
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.001
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg

9.6154e+3, 8.5006e-1, -5.9360e+0, 5.9966e+0, -81.9
8.3333e+3, 8.5965e-1, -6.8085e+0, 6.8626e+0, -82.8
6.9444e+3, 9.3901e-1, -8.2244e+0, 8.2778e+0, -83.5
5.4348e+3, 1.1398e+0, -1.0266e+1, 1.0329e+1, -83.7
4.6296e+3, 1.3704e+0, -1.2618e+1, 1.2692e+1, -83.8
3.6765e+3, 1.7080e+0, -1.5219e+1, 1.5314e+1, -83.6
3.2051e+3, 2.2250e+0, -1.8169e+1, 1.8305e+1, -83.0
2.6042e+3, 2.7865e+0, -2.1666e+1, 2.1845e+1, -82.7
2.1930e+3, 3.4162e+0, -2.6167e+1, 2.6389e+1, -82.6
1.8116e+3, 4.4113e+0, -3.2288e+1, 3.2588e+1, -82.2
1.5060e+3, 5.3988e+0, -3.9530e+1, 3.9897e+1, -82.2
1.2255e+3, 8.5758e+0, -5.4704e+1, 5.5372e+1, -81.1
9.6154e+2, 1.3180e+1, -7.6717e+1, 7.7841e+1, -80.3
8.3333e+2, 1.3643e+1, -1.0077e+2, 1.0169e+2, -82.3
6.9444e+2, 1.5086e+1, -1.2308e+2, 1.2400e+2, -83.0
5.4348e+2, 2.3354e+1, -1.4282e+2, 1.4472e+2, -80.7
4.6296e+2, 3.1395e+1, -1.6809e+2, 1.7100e+2, -79.4
3.6765e+2, 4.0289e+1, -1.9843e+2, 2.0248e+2, -78.5
3.2051e+2, 3.9490e+1, -2.4140e+2, 2.4461e+2, -80.7
2.6042e+2, 3.2804e+1, -2.6838e+2, 2.7038e+2, -83.0
2.1930e+2, 5.9548e+1, -3.0800e+2, 3.1370e+2, -79.1
1.8116e+2, 7.8761e+1, -3.6637e+2, 3.7474e+2, -77.9
1.5060e+2, 9.1628e+1, -4.0783e+2, 4.1800e+2, -77.3
1.2255e+2, 1.2546e+2, -4.2327e+2, 4.4147e+2, -73.5
9.7656e+1, 1.6591e+2, -4.3445e+2, 4.6505e+2, -69.1
8.1380e+1, -5.0449e+1, -7.7203e+2, 7.7367e+2, -93.7
6.9754e+1, -1.3316e+2, -9.7615e+2, 9.8519e+2, -97.8
5.7445e+1, 1.0859e+2, -8.1123e+2, 8.1847e+2, -82.4
4.6503e+1, 3.2209e+2, -6.7715e+2, 7.4985e+2, -64.6
3.7560e+1, 4.9305e+2, -5.7778e+2, 7.5956e+2, -49.5
3.1502e+1, 5.7364e+2, -5.5600e+2, 7.9888e+2, -44.1
2.5699e+1, 7.1012e+2, -6.4290e+2, 9.5791e+2, -42.2
2.1230e+1, 8.2240e+2, -7.7056e+2, 1.1270e+3, -43.1
1.7439e+1, 8.8856e+2, -8.0521e+2, 1.1991e+3, -42.2
1.4361e+1, 9.7714e+2, -7.9179e+2, 1.2577e+3, -39.0
1.1909e+1, 1.0475e+3, -7.9663e+2, 1.3160e+3, -37.3
9.7656e+0, 1.0938e+3, -8.4270e+2, 1.3808e+3, -37.6
8.0708e+0, 1.1374e+3, -9.0906e+2, 1.4561e+3, -38.6
6.6433e+0, 1.1813e+3, -1.0061e+3, 1.5516e+3, -40.4
5.4863e+0, 1.2231e+3, -1.1416e+3, 1.6731e+3, -43.0
4.5422e+0, 1.2851e+3, -1.2951e+3, 1.8245e+3, -45.2
3.7416e+0, 1.3762e+3, -1.4425e+3, 1.9937e+3, -46.3
3.0904e+0, 1.4708e+3, -1.6265e+3, 2.1929e+3, -47.9
2.5498e+0, 1.5706e+3, -1.8537e+3, 2.4296e+3, -49.7
2.1047e+0, 1.6806e+3, -2.1364e+3, 2.7182e+3, -51.8
1.7377e+0, 1.8005e+3, -2.4717e+3, 3.0580e+3, -53.9
1.4340e+0, 1.9431e+3, -2.8730e+3, 3.4685e+3, -55.9
1.1837e+0, 2.1233e+3, -3.4419e+3, 4.0441e+3, -58.3
9.7656e-1, 2.4517e+3, -4.1958e+3, 4.8596e+3, -59.7
8.0708e-1, 2.8333e+3, -4.9398e+3, 5.6946e+3, -60.2
6.6433e-1, 3.2731e+3, -5.6917e+3, 6.5658e+3, -60.1
5.4863e-1, 3.9098e+3, -6.5508e+3, 7.6289e+3, -59.2
4.5422e-1, 4.5876e+3, -7.4708e+3, 8.7669e+3, -58.4
3.7416e-1, 5.5308e+3, -8.4610e+3, 1.0108e+4, -56.8
3.0904e-1, 6.8262e+3, -9.5194e+3, 1.1714e+4, -54.4
2.5498e-1, 8.1653e+3, -1.0385e+4, 1.3211e+4, -51.8
2.1047e-1, 9.7081e+3, -1.1085e+4, 1.4735e+4, -48.8
1.7377e-1, 1.1521e+4, -1.1756e+4, 1.6461e+4, -45.6
1.4340e-1, 1.3688e+4, -1.2106e+4, 1.8273e+4, -41.5
1.1837e-1, 1.6037e+4, -1.2120e+4, 2.0102e+4, -37.1
9.7656e-2, 1.8235e+4, -1.1894e+4, 2.1771e+4, -33.1
8.0708e-2, 2.0352e+4, -1.1422e+4, 2.3338e+4, -29.3
6.6433e-2, 2.2307e+4, -1.0801e+4, 2.4784e+4, -25.8
5.4863e-2, 2.4168e+4, -1.0048e+4, 2.6174e+4, -22.6
4.5422e-2, 2.5765e+4, -9.0889e+3, 2.7321e+4, -19.4
3.7416e-2, 2.7004e+4, -8.0244e+3, 2.8171e+4, -16.5
3.0904e-2, 2.7938e+4, -6.9663e+3, 2.8793e+4, -14.0
2.5498e-2, 2.8610e+4, -5.9988e+3, 2.9232e+4, -11.8
2.1047e-2, 2.9162e+4, -5.1887e+3, 2.9620e+4, -10.1
1.7377e-2, 2.9632e+4, -4.4316e+3, 2.9961e+4, -8.5
1.4340e-2, 3.0049e+4, -3.7032e+3, 3.0276e+4, -7.0
1.1837e-2, 3.0409e+4, -3.0214e+3, 3.0559e+4, -5.7
