Oct. 8, 2020   15:21:47
A.C. Impedance
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200904 peis\same sample diff t_600_17.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.171
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.001
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
1.2255e+2, 9.4337e+1, -4.7882e+2, 4.8803e+2, -78.9
9.7656e+1, 8.0107e+1, -5.0627e+2, 5.1257e+2, -81.0
8.1380e+1, 7.4276e+1, -5.4160e+2, 5.4667e+2, -82.2
6.9754e+1, 8.0338e+1, -6.0766e+2, 6.1295e+2, -82.5
5.7445e+1, 8.1850e+1, -7.4933e+2, 7.5379e+2, -83.8
4.6503e+1, 8.9467e+1, -9.1636e+2, 9.2071e+2, -84.4
3.7560e+1, 1.2754e+2, -1.1033e+3, 1.1106e+3, -83.4
3.1502e+1, 1.8558e+2, -1.3252e+3, 1.3382e+3, -82.0
2.5699e+1, 2.5263e+2, -1.5656e+3, 1.5859e+3, -80.8
2.1230e+1, 3.9066e+2, -1.8746e+3, 1.9149e+3, -78.2
1.7439e+1, 5.7101e+2, -2.2229e+3, 2.2951e+3, -75.6
1.4361e+1, 1.1979e+3, -2.7394e+3, 2.9898e+3, -66.4
1.1909e+1, 1.7427e+3, -3.3674e+3, 3.7916e+3, -62.6
9.7656e+0, 1.8723e+3, -3.8442e+3, 4.2759e+3, -64.0
8.0708e+0, 1.9685e+3, -4.2660e+3, 4.6982e+3, -65.2
6.6433e+0, 1.9958e+3, -4.8104e+3, 5.2080e+3, -67.5
5.4863e+0, 1.9140e+3, -5.8474e+3, 6.1527e+3, -71.9
4.5422e+0, 2.0132e+3, -6.9456e+3, 7.2315e+3, -73.8
3.7416e+0, 2.8738e+3, -7.6790e+3, 8.1991e+3, -69.5
3.0904e+0, 4.0417e+3, -8.3411e+3, 9.2687e+3, -64.1
2.5498e+0, 5.1984e+3, -9.0348e+3, 1.0424e+4, -60.1
2.1047e+0, 6.2519e+3, -9.8034e+3, 1.1627e+4, -57.5
1.7377e+0, 7.3930e+3, -1.0800e+4, 1.3088e+4, -55.6
1.4340e+0, 8.5923e+3, -1.1943e+4, 1.4713e+4, -54.3
1.1837e+0, 1.0331e+4, -1.3462e+4, 1.6969e+4, -52.5
9.7656e-1, 1.2299e+4, -1.4482e+4, 1.8999e+4, -49.7
8.0708e-1, 1.3647e+4, -1.6017e+4, 2.1042e+4, -49.6
6.6433e-1, 1.4230e+4, -1.7887e+4, 2.2857e+4, -51.5
5.4863e-1, 1.5145e+4, -1.9263e+4, 2.4503e+4, -51.8
4.5422e-1, 1.5856e+4, -2.2728e+4, 2.7712e+4, -55.1
3.7416e-1, 1.8650e+4, -2.6345e+4, 3.2278e+4, -54.7
3.0904e-1, 2.1864e+4, -3.0327e+4, 3.7387e+4, -54.2
2.5498e-1, 2.2675e+4, -3.2908e+4, 3.9964e+4, -55.4
2.1047e-1, 2.4147e+4, -3.8078e+4, 4.5089e+4, -57.6
1.7377e-1, 2.5881e+4, -4.2844e+4, 5.0054e+4, -58.9
1.4340e-1, 3.0823e+4, -4.5872e+4, 5.5266e+4, -56.1
1.1837e-1, 3.6629e+4, -4.8475e+4, 6.0758e+4, -52.9
9.7656e-2, 4.1931e+4, -5.1977e+4, 6.6782e+4, -51.1
8.0708e-2, 3.9283e+4, -6.0693e+4, 7.2296e+4, -57.1
6.6433e-2, 3.9058e+4, -7.1147e+4, 8.1163e+4, -61.2
5.4863e-2, 4.8730e+4, -8.1953e+4, 9.5346e+4, -59.3
4.5422e-2, 5.4207e+4, -9.7074e+4, 1.1118e+5, -60.8
3.7416e-2, 5.9051e+4, -1.1072e+5, 1.2548e+5, -61.9
3.0904e-2, 7.3144e+4, -1.3220e+5, 1.5109e+5, -61.0
2.5498e-2, 9.9258e+4, -1.4242e+5, 1.7359e+5, -55.1
2.1047e-2, 1.0127e+5, -1.5330e+5, 1.8373e+5, -56.6
1.7377e-2, 1.0641e+5, -1.8139e+5, 2.1030e+5, -59.6
1.4340e-2, 1.2128e+5, -2.1109e+5, 2.4345e+5, -60.1
1.1837e-2, 1.2792e+5, -2.3753e+5, 2.6979e+5, -61.7
9.7656e-3, 1.8117e+5, -2.1374e+5, 2.8020e+5, -49.7
8.0708e-3, 2.3834e+5, -1.8969e+5, 3.0461e+5, -38.5
6.6433e-3, 2.5399e+5, -2.0234e+5, 3.2473e+5, -38.5
5.4863e-3, 3.7310e+5, -2.4294e+5, 4.4522e+5, -33.1
4.5422e-3, 4.8851e+5, -2.8133e+5, 5.6373e+5, -29.9
3.7416e-3, 4.9476e+5, -2.7818e+5, 5.6760e+5, -29.3
3.0904e-3, 4.3619e+5, -3.0500e+5, 5.3225e+5, -35.0
2.5498e-3, 3.8953e+5, -3.3147e+5, 5.1147e+5, -40.4
2.1047e-3, 4.0171e+5, -3.7314e+5, 5.4828e+5, -42.9
1.7377e-3, 4.1373e+5, -4.7837e+5, 6.3247e+5, -49.1
