Oct. 8, 2020   19:03:05
A.C. Impedance
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200904 peis\same sample diff t_600_18.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.171
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.001
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg

9.6154e+3, 1.1816e+0, -4.3828e+0, 4.5393e+0, -74.9
8.3333e+3, 1.3734e+0, -4.9169e+0, 5.1051e+0, -74.4
6.9444e+3, 2.3181e+0, -5.4425e+0, 5.9156e+0, -66.9
5.4348e+3, 1.9385e+0, -7.0111e+0, 7.2742e+0, -74.5
4.6296e+3, 1.8609e+0, -8.7805e+0, 8.9755e+0, -78.0
3.6765e+3, 1.5805e+0, -1.0905e+1, 1.1019e+1, -81.8
3.2051e+3, 1.6349e+0, -1.3050e+1, 1.3152e+1, -82.9
2.6042e+3, 1.8056e+0, -1.5541e+1, 1.5645e+1, -83.4
2.1930e+3, 1.9752e+0, -1.8401e+1, 1.8507e+1, -83.9
1.8116e+3, 2.1126e+0, -2.1929e+1, 2.2030e+1, -84.5
1.5060e+3, 2.4603e+0, -2.6753e+1, 2.6866e+1, -84.7
1.2255e+3, 3.2632e+0, -3.4413e+1, 3.4567e+1, -84.6
9.6154e+2, 4.1929e+0, -4.4029e+1, 4.4228e+1, -84.6
8.3333e+2, 5.1466e+0, -5.4475e+1, 5.4717e+1, -84.6
6.9444e+2, 6.9981e+0, -6.7302e+1, 6.7665e+1, -84.1
5.4348e+2, 8.7818e+0, -8.1167e+1, 8.1640e+1, -83.8
4.6296e+2, 1.1092e+1, -9.7558e+1, 9.8187e+1, -83.5
3.6765e+2, 1.3065e+1, -1.1795e+2, 1.1867e+2, -83.7
3.2051e+2, 1.6281e+1, -1.4378e+2, 1.4470e+2, -83.5
2.6042e+2, 1.3219e+1, -1.6964e+2, 1.7015e+2, -85.5
2.1930e+2, 1.2599e+1, -2.0624e+2, 2.0662e+2, -86.5
1.8116e+2, 4.0888e+1, -2.7660e+2, 2.7961e+2, -81.6
1.5060e+2, 5.8511e+1, -3.4225e+2, 3.4721e+2, -80.3
1.2255e+2, 5.5619e+1, -3.7046e+2, 3.7462e+2, -81.5
9.7656e+1, 5.5657e+1, -3.9791e+2, 4.0178e+2, -82.0
8.1380e+1, 6.5332e+1, -4.3959e+2, 4.4442e+2, -81.5
6.9754e+1, 6.7447e+1, -5.0544e+2, 5.0992e+2, -82.4
5.7445e+1, 6.9579e+1, -5.9754e+2, 6.0158e+2, -83.4
4.6503e+1, 1.0726e+2, -7.3211e+2, 7.3992e+2, -81.7
3.7560e+1, 1.6283e+2, -8.8316e+2, 8.9805e+2, -79.6
3.1502e+1, 2.2783e+2, -1.0856e+3, 1.1093e+3, -78.1
2.5699e+1, 4.0851e+2, -1.3369e+3, 1.3979e+3, -73.0
2.1230e+1, 5.5727e+2, -1.5342e+3, 1.6323e+3, -70.0
1.7439e+1, 6.3966e+2, -1.7915e+3, 1.9023e+3, -70.4
1.4361e+1, 8.1307e+2, -2.1266e+3, 2.2767e+3, -69.1
1.1909e+1, 9.4267e+2, -2.4346e+3, 2.6107e+3, -68.8
9.7656e+0, 1.1172e+3, -2.7386e+3, 2.9577e+3, -67.8
8.0708e+0, 1.3819e+3, -3.0704e+3, 3.3671e+3, -65.8
6.6433e+0, 1.6567e+3, -3.5630e+3, 3.9293e+3, -65.1
5.4863e+0, 2.1026e+3, -3.8259e+3, 4.3656e+3, -61.2
4.5422e+0, 2.5858e+3, -4.0641e+3, 4.8169e+3, -57.5
3.7416e+0, 2.9809e+3, -4.6406e+3, 5.5155e+3, -57.3
3.0904e+0, 3.3961e+3, -5.2602e+3, 6.2612e+3, -57.2
2.5498e+0, 3.8315e+3, -5.9187e+3, 7.0506e+3, -57.1
2.1047e+0, 4.2419e+3, -6.7179e+3, 7.9451e+3, -57.7
1.7377e+0, 4.6083e+3, -7.5485e+3, 8.8440e+3, -58.6
1.4340e+0, 5.0598e+3, -8.3311e+3, 9.7473e+3, -58.7
1.1837e+0, 5.8195e+3, -9.3162e+3, 1.0984e+4, -58.0
9.7656e-1, 6.6590e+3, -1.0810e+4, 1.2696e+4, -58.4
8.0708e-1, 7.1378e+3, -1.3011e+4, 1.4840e+4, -61.3
6.6433e-1, 7.6801e+3, -1.4922e+4, 1.6782e+4, -62.8
5.4863e-1, 8.1003e+3, -1.6896e+4, 1.8737e+4, -64.4
4.5422e-1, 8.9424e+3, -1.9992e+4, 2.1901e+4, -65.9
3.7416e-1, 9.9609e+3, -2.3534e+4, 2.5555e+4, -67.1
