Sept. 29, 2020   12:33:40
A.C. Impedance
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200904 peis\same sample diff t_750_13.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.171
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.001
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 5
Cycles (.01-.1Hz) = 2
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg

9.6680e+3, 4.6647e+1, -1.7083e+1, 4.9677e+1, -20.1
8.1055e+3, 4.8602e+1, -1.5919e+1, 5.1142e+1, -18.1
6.6406e+3, 5.0233e+1, -1.6425e+1, 5.2850e+1, -18.1
5.4687e+3, 5.1105e+1, -1.6827e+1, 5.3804e+1, -18.2
4.5898e+3, 5.1820e+1, -1.7444e+1, 5.4677e+1, -18.6
3.7109e+3, 5.2889e+1, -1.8168e+1, 5.5923e+1, -19.0
3.1250e+3, 5.3536e+1, -1.9051e+1, 5.6825e+1, -19.6
2.5391e+3, 5.4403e+1, -2.0682e+1, 5.8202e+1, -20.8
2.1484e+3, 5.5878e+1, -2.3527e+1, 6.0630e+1, -22.8
1.7578e+3, 5.8372e+1, -2.7239e+1, 6.4415e+1, -25.0
1.4648e+3, 6.0457e+1, -3.1154e+1, 6.8011e+1, -27.3
1.1719e+3, 6.1525e+1, -3.5722e+1, 7.1144e+1, -30.1
9.6680e+2, 6.3757e+1, -4.1988e+1, 7.6341e+1, -33.4
8.1055e+2, 6.6439e+1, -4.8571e+1, 8.2300e+1, -36.2
6.6406e+2, 7.0011e+1, -5.6665e+1, 9.0069e+1, -39.0
5.4688e+2, 7.6448e+1, -6.6272e+1, 1.0117e+2, -40.9
4.5898e+2, 8.6117e+1, -7.4672e+1, 1.1398e+2, -40.9
3.7109e+2, 9.3969e+1, -8.4094e+1, 1.2610e+2, -41.8
3.1250e+2, 1.0333e+2, -9.4235e+1, 1.3985e+2, -42.4
2.5391e+2, 1.1429e+2, -1.0422e+2, 1.5467e+2, -42.4
2.1484e+2, 1.2739e+2, -1.1357e+2, 1.7066e+2, -41.7
1.7578e+2, 1.3984e+2, -1.2470e+2, 1.8737e+2, -41.7
1.4648e+2, 1.5362e+2, -1.3518e+2, 2.0463e+2, -41.3
1.1719e+2, 1.7280e+2, -1.4166e+2, 2.2345e+2, -39.3
9.7656e+1, 1.9140e+2, -1.4924e+2, 2.4271e+2, -37.9
8.1380e+1, 2.1099e+2, -1.5574e+2, 2.6224e+2, -36.4
6.9754e+1, 2.2921e+2, -1.6516e+2, 2.8252e+2, -35.8
5.7445e+1, 2.4439e+2, -1.7283e+2, 2.9933e+2, -35.3
4.6503e+1, 2.5868e+2, -1.7981e+2, 3.1503e+2, -34.8
3.7560e+1, 2.7762e+2, -1.9371e+2, 3.3852e+2, -34.9
3.1502e+1, 2.9445e+2, -2.1254e+2, 3.6314e+2, -35.8
2.5699e+1, 3.0693e+2, -2.3567e+2, 3.8697e+2, -37.5
2.1230e+1, 3.1975e+2, -2.6050e+2, 4.1243e+2, -39.2
1.7439e+1, 3.3258e+2, -2.9058e+2, 4.4164e+2, -41.1
1.4361e+1, 3.4633e+2, -3.2519e+2, 4.7507e+2, -43.2
1.1909e+1, 3.7278e+2, -3.8537e+2, 5.3617e+2, -46.0
9.7656e+0, 3.9736e+2, -4.5188e+2, 6.0174e+2, -48.7
8.0708e+0, 4.1846e+2, -5.0724e+2, 6.5757e+2, -50.5
6.6433e+0, 4.4908e+2, -5.7716e+2, 7.3129e+2, -52.1
5.4863e+0, 4.9035e+2, -6.6436e+2, 8.2572e+2, -53.6
4.5422e+0, 5.3439e+2, -7.7067e+2, 9.3781e+2, -55.3
3.7416e+0, 5.7912e+2, -8.9671e+2, 1.0675e+3, -57.1
3.0904e+0, 6.5045e+2, -1.0471e+3, 1.2327e+3, -58.2
2.5498e+0, 7.7088e+2, -1.2258e+3, 1.4481e+3, -57.8
2.1047e+0, 8.9835e+2, -1.4383e+3, 1.6958e+3, -58.0
1.7377e+0, 1.0230e+3, -1.7013e+3, 1.9852e+3, -59.0
1.4340e+0, 1.2042e+3, -1.9609e+3, 2.3012e+3, -58.4
1.1837e+0, 1.5100e+3, -2.1883e+3, 2.6587e+3, -55.4
9.7656e-1, 1.8607e+3, -2.4196e+3, 3.0523e+3, -52.4
8.0708e-1, 2.2190e+3, -2.6220e+3, 3.4349e+3, -49.8
6.6433e-1, 2.6740e+3, -2.8715e+3, 3.9238e+3, -47.0
5.4863e-1, 3.1612e+3, -3.0951e+3, 4.4241e+3, -44.4
4.5422e-1, 3.6789e+3, -3.2507e+3, 4.9093e+3, -41.5
3.7416e-1, 4.2750e+3, -3.3791e+3, 5.4492e+3, -38.3
3.0904e-1, 4.9890e+3, -3.3500e+3, 6.0094e+3, -33.9
2.5498e-1, 5.7030e+3, -3.1699e+3, 6.5248e+3, -29.1
2.1047e-1, 6.3065e+3, -2.9675e+3, 6.9698e+3, -25.2
1.7377e-1, 6.8521e+3, -2.8542e+3, 7.4228e+3, -22.6
1.4340e-1, 7.4139e+3, -2.7561e+3, 7.9096e+3, -20.4
1.1837e-1, 7.7709e+3, -2.6085e+3, 8.1970e+3, -18.6
9.7656e-2, 8.1121e+3, -2.3813e+3, 8.4544e+3, -16.4
8.0708e-2, 8.6526e+3, -2.0484e+3, 8.8918e+3, -13.3
