Aug. 25, 2020   14:46:34
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_750_16.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 5.7782e-7
-0.480, 6.9988e-7
-0.470, 7.9518e-7
-0.460, 9.0673e-7
-0.450, 1.0424e-6
-0.440, 1.1853e-6
-0.430, 1.3360e-6
-0.420, 1.5113e-6
-0.410, 1.7050e-6
-0.400, 1.8983e-6
-0.390, 2.1147e-6
-0.380, 2.3411e-6
-0.370, 2.5528e-6
-0.360, 2.7895e-6
-0.350, 3.0173e-6
-0.340, 3.2500e-6
-0.330, 3.5094e-6
-0.320, 3.7853e-6
-0.310, 4.0827e-6
-0.300, 4.4238e-6
-0.290, 4.8764e-6
-0.280, 5.4113e-6
-0.270, 6.0132e-6
-0.260, 6.7071e-6
-0.250, 7.5596e-6
-0.240, 8.5867e-6
-0.230, 9.8222e-6
-0.220, 1.1242e-5
-0.210, 1.2922e-5
-0.200, 1.4707e-5
-0.190, 1.6846e-5
-0.180, 1.9241e-5
-0.170, 2.1858e-5
-0.160, 2.4756e-5
-0.150, 2.7970e-5
-0.140, 3.1423e-5
-0.130, 3.5147e-5
-0.120, 3.9007e-5
-0.110, 4.3161e-5
-0.100, 4.7466e-5
-0.090, 5.1848e-5
-0.080, 5.6500e-5
-0.070, 6.1381e-5
-0.060, 6.5943e-5
-0.050, 7.0586e-5
-0.040, 7.5488e-5
-0.030, 8.0335e-5
-0.020, 8.5209e-5
-0.010, 8.9931e-5
-0.000, 9.4762e-5
0.010, 9.9393e-5
0.020, 1.0392e-4
0.030, 1.0838e-4
0.040, 1.1277e-4
0.050, 1.1687e-4
0.060, 1.2094e-4
0.070, 1.2494e-4
0.080, 1.2855e-4
0.090, 1.3217e-4
0.100, 1.3539e-4
0.110, 1.3858e-4
0.120, 1.4163e-4
0.130, 1.4433e-4
0.140, 1.4698e-4
0.150, 1.4963e-4
0.160, 1.5212e-4
0.170, 1.5435e-4
0.180, 1.5620e-4
0.190, 1.5815e-4
0.200, 1.5998e-4
0.210, 1.6179e-4
0.220, 1.6356e-4
0.230, 1.6508e-4
0.240, 1.6673e-4
0.250, 1.6803e-4
0.260, 1.6948e-4
0.270, 1.7071e-4
0.280, 1.7209e-4
0.290, 1.7331e-4
0.300, 1.7450e-4
0.310, 1.7564e-4
0.320, 1.7674e-4
0.330, 1.7780e-4
0.340, 1.7881e-4
0.350, 1.7993e-4
0.360, 1.8112e-4
0.370, 1.8216e-4
0.380, 1.8317e-4
0.390, 1.8395e-4
0.400, 1.8535e-4
0.410, 1.8668e-4
0.420, 1.8736e-4
0.430, 1.8806e-4
0.440, 1.8901e-4
0.450, 1.8983e-4
0.460, 1.9102e-4
0.470, 1.9211e-4
0.480, 1.9312e-4
0.490, 1.9418e-4
0.500, 1.9541e-4
0.510, 1.9639e-4
0.520, 1.9737e-4
0.530, 1.9861e-4
0.540, 1.9964e-4
0.550, 2.0090e-4
0.560, 2.0192e-4
0.570, 2.0328e-4
0.580, 2.0477e-4
0.590, 2.0636e-4
0.600, 2.0774e-4
