Aug. 25, 2020   12:14:04
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_600_13.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 4.7749e-7
-0.480, 5.4199e-7
-0.470, 5.8140e-7
-0.460, 6.1699e-7
-0.450, 6.7241e-7
-0.440, 7.1827e-7
-0.430, 7.6294e-7
-0.420, 8.0116e-7
-0.410, 8.4630e-7
-0.400, 8.9813e-7
-0.390, 9.5976e-7
-0.380, 1.0216e-6
-0.370, 1.0751e-6
-0.360, 1.1193e-6
-0.350, 1.1831e-6
-0.340, 1.2533e-6
-0.330, 1.3040e-6
-0.320, 1.3601e-6
-0.310, 1.4155e-6
-0.300, 1.4774e-6
-0.290, 1.5273e-6
-0.280, 1.5751e-6
-0.270, 1.6362e-6
-0.260, 1.7103e-6
-0.250, 1.7485e-6
-0.240, 1.8073e-6
-0.230, 1.8753e-6
-0.220, 1.9434e-6
-0.210, 1.9917e-6
-0.200, 2.0468e-6
-0.190, 2.0891e-6
-0.180, 2.1285e-6
-0.170, 2.2023e-6
-0.160, 2.2580e-6
-0.150, 2.3287e-6
-0.140, 2.3813e-6
-0.130, 2.4371e-6
-0.120, 2.4878e-6
-0.110, 2.5532e-6
-0.100, 2.5946e-6
-0.090, 2.6868e-6
-0.080, 2.7267e-6
-0.070, 2.7902e-6
-0.060, 2.8798e-6
-0.050, 2.9870e-6
-0.040, 3.0916e-6
-0.030, 3.1700e-6
-0.020, 3.2185e-6
-0.010, 3.2784e-6
-0.000, 3.3405e-6
0.010, 3.4124e-6
0.020, 3.5044e-6
0.030, 3.5749e-6
0.040, 3.6245e-6
0.050, 3.6876e-6
0.060, 3.7511e-6
0.070, 3.8128e-6
0.080, 3.9047e-6
0.090, 3.9590e-6
0.100, 4.0103e-6
0.110, 4.0624e-6
0.120, 4.0748e-6
0.130, 4.0949e-6
0.140, 4.1388e-6
0.150, 4.1904e-6
0.160, 4.2360e-6
0.170, 4.2862e-6
0.180, 4.3175e-6
0.190, 4.3192e-6
0.200, 4.3994e-6
0.210, 4.4300e-6
0.220, 4.4520e-6
0.230, 4.4720e-6
0.240, 4.5060e-6
0.250, 4.5435e-6
0.260, 4.5406e-6
0.270, 4.5707e-6
0.280, 4.6579e-6
0.290, 4.6543e-6
0.300, 4.6959e-6
0.310, 4.6899e-6
0.320, 4.7744e-6
0.330, 4.7697e-6
0.340, 4.8430e-6
0.350, 4.8920e-6
0.360, 4.9345e-6
0.370, 4.9438e-6
0.380, 4.9971e-6
0.390, 5.0310e-6
0.400, 5.0914e-6
0.410, 5.1375e-6
0.420, 5.1810e-6
0.430, 5.2402e-6
0.440, 5.2813e-6
0.450, 5.3778e-6
0.460, 5.5027e-6
0.470, 5.5720e-6
0.480, 5.7390e-6
0.490, 5.8806e-6
0.500, 6.0806e-6
0.510, 6.3565e-6
0.520, 6.6930e-6
0.530, 7.1469e-6
0.540, 7.6996e-6
0.550, 8.4893e-6
0.560, 9.5283e-6
0.570, 1.0882e-5
0.580, 1.2837e-5
0.590, 1.5516e-5
0.600, 1.9340e-5
