Aug. 25, 2020   12:34:11
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_600_14.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 7.9686e-7
-0.480, 8.8452e-7
-0.470, 9.6287e-7
-0.460, 1.0570e-6
-0.450, 1.1356e-6
-0.440, 1.2127e-6
-0.430, 1.3145e-6
-0.420, 1.4064e-6
-0.410, 1.4924e-6
-0.400, 1.5839e-6
-0.390, 1.6835e-6
-0.380, 1.7729e-6
-0.370, 1.8691e-6
-0.360, 1.9527e-6
-0.350, 2.0473e-6
-0.340, 2.1706e-6
-0.330, 2.2699e-6
-0.320, 2.3643e-6
-0.310, 2.4524e-6
-0.300, 2.5339e-6
-0.290, 2.6175e-6
-0.280, 2.8881e-6
-0.270, 2.9677e-6
-0.260, 2.9949e-6
-0.250, 3.0171e-6
-0.240, 3.0322e-6
-0.230, 3.0795e-6
-0.220, 3.1418e-6
-0.210, 3.1900e-6
-0.200, 3.2388e-6
-0.190, 3.2679e-6
-0.180, 3.3348e-6
-0.170, 3.3754e-6
-0.160, 3.3606e-6
-0.150, 3.3716e-6
-0.140, 3.5732e-6
-0.130, 3.6059e-6
-0.120, 3.6372e-6
-0.110, 3.6188e-6
-0.100, 3.5894e-6
-0.090, 3.5500e-6
-0.080, 3.6728e-6
-0.070, 3.5928e-6
-0.060, 3.6372e-6
-0.050, 3.6470e-6
-0.040, 3.5968e-6
-0.030, 3.6157e-6
-0.020, 3.6229e-6
-0.010, 3.6367e-6
-0.000, 3.6654e-6
0.010, 3.7096e-6
0.020, 3.7371e-6
0.030, 3.7034e-6
0.040, 3.6948e-6
0.050, 3.7356e-6
0.060, 3.7371e-6
0.070, 3.7086e-6
0.080, 3.7105e-6
0.090, 3.7877e-6
0.100, 3.8130e-6
0.110, 3.7863e-6
0.120, 3.8037e-6
0.130, 3.8080e-6
0.140, 3.8436e-6
0.150, 3.8414e-6
0.160, 3.8625e-6
0.170, 3.8835e-6
0.180, 3.9033e-6
0.190, 3.9012e-6
0.200, 3.9012e-6
0.210, 3.9023e-6
0.220, 3.9222e-6
0.230, 3.9286e-6
0.240, 3.9432e-6
0.250, 3.9692e-6
0.260, 3.9852e-6
0.270, 4.0192e-6
0.280, 3.9960e-6
0.290, 4.0321e-6
0.300, 4.0727e-6
0.310, 4.0813e-6
0.320, 4.0884e-6
0.330, 4.0793e-6
0.340, 4.0545e-6
0.350, 4.1362e-6
0.360, 4.1637e-6
0.370, 4.1460e-6
0.380, 4.1644e-6
0.390, 4.1887e-6
0.400, 4.2394e-6
0.410, 4.3447e-6
0.420, 4.4049e-6
0.430, 4.4307e-6
0.440, 4.5657e-6
0.450, 4.6347e-6
0.460, 4.6385e-6
0.470, 4.7095e-6
0.480, 4.9228e-6
0.490, 5.0360e-6
0.500, 5.2878e-6
0.510, 5.5983e-6
0.520, 6.0557e-6
0.530, 6.5843e-6
0.540, 7.3036e-6
0.550, 8.2485e-6
0.560, 9.5145e-6
0.570, 1.1263e-5
0.580, 1.3662e-5
0.590, 1.7086e-5
0.600, 2.1844e-5
