Aug. 25, 2020   14:22:20
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_600_16.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Ep = 0.060V
ip = 3.143e-8A
Ah = 5.097e-8C

Potential/V, Current/A

Segment 1:
-0.490, 8.0307e-7
-0.480, 8.5132e-7
-0.470, 9.1056e-7
-0.460, 9.7290e-7
-0.450, 1.0235e-6
-0.440, 1.0704e-6
-0.430, 1.1279e-6
-0.420, 1.1970e-6
-0.410, 1.2593e-6
-0.400, 1.3264e-6
-0.390, 1.3816e-6
-0.380, 1.4306e-6
-0.370, 1.4924e-6
-0.360, 1.5691e-6
-0.350, 1.6510e-6
-0.340, 1.6795e-6
-0.330, 1.7530e-6
-0.320, 1.7963e-6
-0.310, 1.8316e-6
-0.300, 1.8830e-6
-0.290, 1.9546e-6
-0.280, 1.9881e-6
-0.270, 2.0442e-6
-0.260, 2.0468e-6
-0.250, 2.0738e-6
-0.240, 2.0743e-6
-0.230, 2.1178e-6
-0.220, 2.1701e-6
-0.210, 2.1794e-6
-0.200, 2.1804e-6
-0.190, 2.1945e-6
-0.180, 2.2121e-6
-0.170, 2.2274e-6
-0.160, 2.2090e-6
-0.150, 2.2083e-6
-0.140, 2.1971e-6
-0.130, 2.2052e-6
-0.120, 2.1871e-6
-0.110, 2.1737e-6
-0.100, 2.1515e-6
-0.090, 2.1548e-6
-0.080, 2.1476e-6
-0.070, 2.1536e-6
-0.060, 2.1572e-6
-0.050, 2.1484e-6
-0.040, 2.1658e-6
-0.030, 2.1725e-6
-0.020, 2.1414e-6
-0.010, 2.1398e-6
-0.000, 2.1269e-6
0.010, 2.1307e-6
0.020, 2.1316e-6
0.030, 2.1097e-6
0.040, 2.1025e-6
0.050, 2.1254e-6
0.060, 2.1407e-6
0.070, 2.1195e-6
0.080, 2.1297e-6
0.090, 2.1118e-6
0.100, 2.1195e-6
0.110, 2.1309e-6
0.120, 2.1218e-6
0.130, 2.1393e-6
0.140, 2.1039e-6
0.150, 2.1171e-6
0.160, 2.1257e-6
0.170, 2.1015e-6
0.180, 2.1058e-6
0.190, 2.1316e-6
0.200, 2.1357e-6
0.210, 2.1171e-6
0.220, 2.1328e-6
0.230, 2.1589e-6
0.240, 2.1656e-6
0.250, 2.1761e-6
0.260, 2.1345e-6
0.270, 2.1195e-6
0.280, 2.1309e-6
0.290, 2.1782e-6
0.300, 2.1847e-6
0.310, 2.1851e-6
0.320, 2.1775e-6
0.330, 2.1825e-6
0.340, 2.1756e-6
0.350, 2.2284e-6
0.360, 2.2300e-6
0.370, 2.2580e-6
0.380, 2.2492e-6
0.390, 2.2561e-6
0.400, 2.2840e-6
0.410, 2.2838e-6
0.420, 2.3368e-6
0.430, 2.3913e-6
0.440, 2.4283e-6
0.450, 2.4598e-6
0.460, 2.5138e-6
0.470, 2.6089e-6
0.480, 2.7443e-6
0.490, 2.9225e-6
0.500, 3.1342e-6
0.510, 3.4210e-6
0.520, 3.7777e-6
0.530, 4.2649e-6
0.540, 4.8901e-6
0.550, 5.7383e-6
0.560, 6.8392e-6
0.570, 8.3111e-6
0.580, 1.0306e-5
0.590, 1.3132e-5
0.600, 1.7091e-5
