Aug. 25, 2020   12:19:11
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_650_13.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 4.6483e-7
-0.480, 5.0902e-7
-0.470, 5.4652e-7
-0.460, 5.8355e-7
-0.450, 6.3610e-7
-0.440, 6.8101e-7
-0.430, 7.4335e-7
-0.420, 7.9256e-7
-0.410, 8.3675e-7
-0.400, 8.8141e-7
-0.390, 9.4471e-7
-0.380, 1.0020e-6
-0.370, 1.0720e-6
-0.360, 1.1296e-6
-0.350, 1.1712e-6
-0.340, 1.2180e-6
-0.330, 1.2829e-6
-0.320, 1.3620e-6
-0.310, 1.4100e-6
-0.300, 1.4791e-6
-0.290, 1.5844e-6
-0.280, 1.6699e-6
-0.270, 1.7492e-6
-0.260, 1.8326e-6
-0.250, 1.9470e-6
-0.240, 2.0977e-6
-0.230, 2.2131e-6
-0.220, 2.3414e-6
-0.210, 2.5174e-6
-0.200, 2.7142e-6
-0.190, 2.9299e-6
-0.180, 3.1528e-6
-0.170, 3.3668e-6
-0.160, 3.6797e-6
-0.150, 3.9898e-6
-0.140, 4.3201e-6
-0.130, 4.6624e-6
-0.120, 5.0663e-6
-0.110, 5.5400e-6
-0.100, 5.9535e-6
-0.090, 6.4625e-6
-0.080, 7.0062e-6
-0.070, 7.5782e-6
-0.060, 8.2170e-6
-0.050, 8.8531e-6
-0.040, 9.5257e-6
-0.030, 1.0189e-5
-0.020, 1.0871e-5
-0.010, 1.1600e-5
-0.000, 1.2354e-5
0.010, 1.3087e-5
0.020, 1.3842e-5
0.030, 1.4580e-5
0.040, 1.5327e-5
0.050, 1.6017e-5
0.060, 1.6701e-5
0.070, 1.7396e-5
0.080, 1.8020e-5
0.090, 1.8661e-5
0.100, 1.9252e-5
0.110, 1.9828e-5
0.120, 2.0356e-5
0.130, 2.0846e-5
0.140, 2.1345e-5
0.150, 2.1766e-5
0.160, 2.2204e-5
0.170, 2.2600e-5
0.180, 2.3009e-5
0.190, 2.3328e-5
0.200, 2.3734e-5
0.210, 2.4090e-5
0.220, 2.4434e-5
0.230, 2.4685e-5
0.240, 2.5064e-5
0.250, 2.5323e-5
0.260, 2.5611e-5
0.270, 2.5873e-5
0.280, 2.6146e-5
0.290, 2.6371e-5
0.300, 2.6657e-5
0.310, 2.6929e-5
0.320, 2.7206e-5
0.330, 2.7456e-5
0.340, 2.7783e-5
0.350, 2.8045e-5
0.360, 2.8317e-5
0.370, 2.8601e-5
0.380, 2.8870e-5
0.390, 2.9182e-5
0.400, 2.9427e-5
0.410, 2.9700e-5
0.420, 3.0063e-5
0.430, 3.0427e-5
0.440, 3.0744e-5
0.450, 3.1051e-5
0.460, 3.1425e-5
0.470, 3.1810e-5
0.480, 3.2290e-5
0.490, 3.2720e-5
0.500, 3.3280e-5
0.510, 3.3800e-5
0.520, 3.4472e-5
0.530, 3.5211e-5
0.540, 3.6087e-5
0.550, 3.7173e-5
0.560, 3.8486e-5
0.570, 4.0085e-5
0.580, 4.2112e-5
0.590, 4.4847e-5
0.600, 4.8322e-5
