Aug. 25, 2020   12:08:53
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_750_12.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 3.5925e-7
-0.480, 4.1873e-7
-0.470, 4.4787e-7
-0.460, 4.8609e-7
-0.450, 5.2383e-7
-0.440, 5.7495e-7
-0.430, 6.2798e-7
-0.420, 6.9199e-7
-0.410, 7.6150e-7
-0.400, 8.3412e-7
-0.390, 9.2728e-7
-0.380, 1.0278e-6
-0.370, 1.1301e-6
-0.360, 1.2325e-6
-0.350, 1.3462e-6
-0.340, 1.4525e-6
-0.330, 1.6040e-6
-0.320, 1.7394e-6
-0.310, 1.9162e-6
-0.300, 2.1345e-6
-0.290, 2.3693e-6
-0.280, 2.6817e-6
-0.270, 3.0701e-6
-0.260, 3.5715e-6
-0.250, 4.1730e-6
-0.240, 4.9041e-6
-0.230, 5.7552e-6
-0.220, 6.8067e-6
-0.210, 7.9927e-6
-0.200, 9.4135e-6
-0.190, 1.0975e-5
-0.180, 1.2746e-5
-0.170, 1.4754e-5
-0.160, 1.6935e-5
-0.150, 1.9367e-5
-0.140, 2.1925e-5
-0.130, 2.4687e-5
-0.120, 2.7613e-5
-0.110, 3.0783e-5
-0.100, 3.4091e-5
-0.090, 3.7475e-5
-0.080, 4.1000e-5
-0.070, 4.4678e-5
-0.060, 4.8413e-5
-0.050, 5.2157e-5
-0.040, 5.5951e-5
-0.030, 6.0011e-5
-0.020, 6.3811e-5
-0.010, 6.7709e-5
-0.000, 7.1438e-5
0.010, 7.5087e-5
0.020, 7.8871e-5
0.030, 8.2399e-5
0.040, 8.5903e-5
0.050, 8.9231e-5
0.060, 9.2522e-5
0.070, 9.5475e-5
0.080, 9.8344e-5
0.090, 1.0101e-4
0.100, 1.0372e-4
0.110, 1.0613e-4
0.120, 1.0815e-4
0.130, 1.1037e-4
0.140, 1.1233e-4
0.150, 1.1425e-4
0.160, 1.1589e-4
0.170, 1.1752e-4
0.180, 1.1927e-4
0.190, 1.2074e-4
0.200, 1.2201e-4
0.210, 1.2346e-4
0.220, 1.2466e-4
0.230, 1.2594e-4
0.240, 1.2705e-4
0.250, 1.2829e-4
0.260, 1.2925e-4
0.270, 1.3026e-4
0.280, 1.3143e-4
0.290, 1.3252e-4
0.300, 1.3384e-4
0.310, 1.3477e-4
0.320, 1.3595e-4
0.330, 1.3698e-4
0.340, 1.3786e-4
0.350, 1.3882e-4
0.360, 1.3981e-4
0.370, 1.4084e-4
0.380, 1.4205e-4
0.390, 1.4295e-4
0.400, 1.4413e-4
0.410, 1.4515e-4
0.420, 1.4633e-4
0.430, 1.4746e-4
0.440, 1.4892e-4
0.450, 1.5008e-4
0.460, 1.5142e-4
0.470, 1.5271e-4
0.480, 1.5406e-4
0.490, 1.5553e-4
0.500, 1.5697e-4
0.510, 1.5836e-4
0.520, 1.5985e-4
0.530, 1.6155e-4
0.540, 1.6327e-4
0.550, 1.6530e-4
0.560, 1.6711e-4
0.570, 1.6917e-4
0.580, 1.7149e-4
0.590, 1.7395e-4
0.600, 1.7659e-4
