Aug. 25, 2020   11:41:07
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_600_12.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 3.5018e-7
-0.480, 4.0177e-7
-0.470, 4.2064e-7
-0.460, 4.5599e-7
-0.450, 4.7797e-7
-0.440, 5.0544e-7
-0.430, 5.3506e-7
-0.420, 5.7017e-7
-0.410, 6.0170e-7
-0.400, 6.3968e-7
-0.390, 6.7265e-7
-0.380, 7.1134e-7
-0.370, 7.5314e-7
-0.360, 7.9709e-7
-0.350, 8.4964e-7
-0.340, 8.9383e-7
-0.330, 9.3301e-7
-0.320, 9.7983e-7
-0.310, 1.0207e-6
-0.300, 1.0546e-6
-0.290, 1.1024e-6
-0.280, 1.1313e-6
-0.270, 1.1592e-6
-0.260, 1.1821e-6
-0.250, 1.2060e-6
-0.240, 1.2249e-6
-0.230, 1.2297e-6
-0.220, 1.2328e-6
-0.210, 1.2340e-6
-0.200, 1.2314e-6
-0.190, 1.2249e-6
-0.180, 1.2134e-6
-0.170, 1.2067e-6
-0.160, 1.1917e-6
-0.150, 1.1798e-6
-0.140, 1.1681e-6
-0.130, 1.1590e-6
-0.120, 1.1492e-6
-0.110, 1.1380e-6
-0.100, 1.1313e-6
-0.090, 1.1122e-6
-0.080, 1.1105e-6
-0.070, 1.1114e-6
-0.060, 1.1031e-6
-0.050, 1.1122e-6
-0.040, 1.0864e-6
-0.030, 1.0907e-6
-0.020, 1.0797e-6
-0.010, 1.0828e-6
-0.000, 1.0811e-6
0.010, 1.0813e-6
0.020, 1.0847e-6
0.030, 1.0878e-6
0.040, 1.0756e-6
0.050, 1.0823e-6
0.060, 1.0773e-6
0.070, 1.0823e-6
0.080, 1.0837e-6
0.090, 1.0866e-6
0.100, 1.0802e-6
0.110, 1.0794e-6
0.120, 1.0916e-6
0.130, 1.0871e-6
0.140, 1.0945e-6
0.150, 1.0945e-6
0.160, 1.0797e-6
0.170, 1.0854e-6
0.180, 1.0883e-6
0.190, 1.1196e-6
0.200, 1.1076e-6
0.210, 1.1196e-6
0.220, 1.1370e-6
0.230, 1.1246e-6
0.240, 1.1251e-6
0.250, 1.1274e-6
0.260, 1.1329e-6
0.270, 1.1571e-6
0.280, 1.1554e-6
0.290, 1.1652e-6
0.300, 1.1628e-6
0.310, 1.1681e-6
0.320, 1.1776e-6
0.330, 1.1850e-6
0.340, 1.1967e-6
0.350, 1.2060e-6
0.360, 1.2041e-6
0.370, 1.2175e-6
0.380, 1.2414e-6
0.390, 1.2736e-6
0.400, 1.2638e-6
0.410, 1.2791e-6
0.420, 1.3056e-6
0.430, 1.3245e-6
0.440, 1.3577e-6
0.450, 1.3732e-6
0.460, 1.4179e-6
0.470, 1.4614e-6
0.480, 1.5311e-6
0.490, 1.6025e-6
0.500, 1.7065e-6
0.510, 1.8283e-6
0.520, 1.9859e-6
0.530, 2.2047e-6
0.540, 2.4861e-6
0.550, 2.8561e-6
0.560, 3.3446e-6
0.570, 4.0230e-6
0.580, 4.9288e-6
0.590, 6.2382e-6
0.600, 8.0295e-6
