Aug. 25, 2020   13:46:51
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_650_15.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 9.1915e-7
-0.480, 9.8651e-7
-0.470, 1.0317e-6
-0.460, 1.0749e-6
-0.450, 1.1162e-6
-0.440, 1.1616e-6
-0.430, 1.2067e-6
-0.420, 1.2557e-6
-0.410, 1.3207e-6
-0.400, 1.3732e-6
-0.390, 1.4380e-6
-0.380, 1.5096e-6
-0.370, 1.5870e-6
-0.360, 1.6386e-6
-0.350, 1.6847e-6
-0.340, 1.7406e-6
-0.330, 1.8068e-6
-0.320, 1.8445e-6
-0.310, 1.8952e-6
-0.300, 1.9563e-6
-0.290, 1.9685e-6
-0.280, 2.0237e-6
-0.270, 2.0944e-6
-0.260, 2.1603e-6
-0.250, 2.2272e-6
-0.240, 2.2573e-6
-0.230, 2.3612e-6
-0.220, 2.4020e-6
-0.210, 2.4921e-6
-0.200, 2.5711e-6
-0.190, 2.6679e-6
-0.180, 2.6497e-6
-0.170, 2.7300e-6
-0.160, 2.7976e-6
-0.150, 2.8217e-6
-0.140, 2.8427e-6
-0.130, 2.9326e-6
-0.120, 3.0047e-6
-0.110, 3.0718e-6
-0.100, 3.1320e-6
-0.090, 3.1492e-6
-0.080, 3.2498e-6
-0.070, 3.3083e-6
-0.060, 3.3881e-6
-0.050, 3.4270e-6
-0.040, 3.5113e-6
-0.030, 3.5577e-6
-0.020, 3.6453e-6
-0.010, 3.7144e-6
-0.000, 3.8020e-6
0.010, 3.8584e-6
0.020, 3.9222e-6
0.030, 3.9499e-6
0.040, 4.0184e-6
0.050, 4.1039e-6
0.060, 4.1429e-6
0.070, 4.1957e-6
0.080, 4.2033e-6
0.090, 4.2516e-6
0.100, 4.2860e-6
0.110, 4.3280e-6
0.120, 4.3989e-6
0.130, 4.4322e-6
0.140, 4.4584e-6
0.150, 4.4637e-6
0.160, 4.4914e-6
0.170, 4.5521e-6
0.180, 4.5865e-6
0.190, 4.6213e-6
0.200, 4.6457e-6
0.210, 4.6591e-6
0.220, 4.6954e-6
0.230, 4.6949e-6
0.240, 4.7873e-6
0.250, 4.8306e-6
0.260, 4.8576e-6
0.270, 4.8781e-6
0.280, 4.8975e-6
0.290, 4.9256e-6
0.300, 4.9579e-6
0.310, 4.9694e-6
0.320, 5.0014e-6
0.330, 5.0513e-6
0.340, 5.1003e-6
0.350, 5.1530e-6
0.360, 5.2106e-6
0.370, 5.2075e-6
0.380, 5.3081e-6
0.390, 5.3398e-6
0.400, 5.3867e-6
0.410, 5.4898e-6
0.420, 5.4655e-6
0.430, 5.5407e-6
0.440, 5.6222e-6
0.450, 5.7127e-6
0.460, 5.8087e-6
0.470, 5.9685e-6
0.480, 6.0708e-6
0.490, 6.2165e-6
0.500, 6.5045e-6
0.510, 6.6507e-6
0.520, 6.9605e-6
0.530, 7.2971e-6
0.540, 7.7813e-6
0.550, 8.4379e-6
0.560, 9.2083e-6
0.570, 1.0235e-5
0.580, 1.1621e-5
0.590, 1.3501e-5
0.600, 1.6087e-5
