Aug. 25, 2020   15:13:58
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_750_17.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 5.1261e-7
-0.480, 6.1126e-7
-0.470, 6.9940e-7
-0.460, 7.8682e-7
-0.450, 8.9622e-7
-0.440, 1.0121e-6
-0.430, 1.1341e-6
-0.420, 1.2335e-6
-0.410, 1.3599e-6
-0.400, 1.5072e-6
-0.390, 1.6475e-6
-0.380, 1.8027e-6
-0.370, 1.9401e-6
-0.360, 2.1109e-6
-0.350, 2.2888e-6
-0.340, 2.4505e-6
-0.330, 2.6349e-6
-0.320, 2.8174e-6
-0.310, 3.0393e-6
-0.300, 3.2619e-6
-0.290, 3.5056e-6
-0.280, 3.8183e-6
-0.270, 4.1768e-6
-0.260, 4.6127e-6
-0.250, 5.0773e-6
-0.240, 5.6501e-6
-0.230, 6.2282e-6
-0.220, 6.9734e-6
-0.210, 7.7660e-6
-0.200, 8.5593e-6
-0.190, 9.6370e-6
-0.180, 1.0731e-5
-0.170, 1.1850e-5
-0.160, 1.3142e-5
-0.150, 1.4530e-5
-0.140, 1.5945e-5
-0.130, 1.7567e-5
-0.120, 1.9161e-5
-0.110, 2.0941e-5
-0.100, 2.2783e-5
-0.090, 2.4551e-5
-0.080, 2.6465e-5
-0.070, 2.8348e-5
-0.060, 3.0278e-5
-0.050, 3.2165e-5
-0.040, 3.4045e-5
-0.030, 3.6061e-5
-0.020, 3.7909e-5
-0.010, 3.9746e-5
-0.000, 4.1434e-5
0.010, 4.3193e-5
0.020, 4.4926e-5
0.030, 4.6528e-5
0.040, 4.7921e-5
0.050, 4.9460e-5
0.060, 5.0890e-5
0.070, 5.2289e-5
0.080, 5.3643e-5
0.090, 5.4488e-5
0.100, 5.5757e-5
0.110, 5.6653e-5
0.120, 5.7660e-5
0.130, 5.8798e-5
0.140, 5.9328e-5
0.150, 6.0308e-5
0.160, 6.1103e-5
0.170, 6.1815e-5
0.180, 6.2325e-5
0.190, 6.3032e-5
0.200, 6.3706e-5
0.210, 6.4323e-5
0.220, 6.4857e-5
0.230, 6.5409e-5
0.240, 6.5855e-5
0.250, 6.6446e-5
0.260, 6.6844e-5
0.270, 6.7353e-5
0.280, 6.7913e-5
0.290, 6.8422e-5
0.300, 6.8675e-5
0.310, 6.9202e-5
0.320, 6.9657e-5
0.330, 7.0175e-5
0.340, 7.0787e-5
0.350, 7.1056e-5
0.360, 7.1449e-5
0.370, 7.1930e-5
0.380, 7.2294e-5
0.390, 7.2681e-5
0.400, 7.3481e-5
0.410, 7.3750e-5
0.420, 7.4237e-5
0.430, 7.4703e-5
0.440, 7.5013e-5
0.450, 7.5807e-5
0.460, 7.6207e-5
0.470, 7.6580e-5
0.480, 7.7233e-5
0.490, 7.7665e-5
0.500, 7.8234e-5
0.510, 7.9060e-5
0.520, 7.9488e-5
0.530, 8.0303e-5
0.540, 8.0920e-5
0.550, 8.1703e-5
0.560, 8.2795e-5
0.570, 8.3494e-5
0.580, 8.4281e-5
0.590, 8.5349e-5
0.600, 8.6344e-5
