Aug. 25, 2020   15:08:36
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_700_17.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 5.6659e-7
-0.480, 6.7193e-7
-0.470, 7.6294e-7
-0.460, 8.3292e-7
-0.450, 9.2608e-7
-0.440, 9.9917e-7
-0.430, 1.0873e-6
-0.420, 1.1750e-6
-0.410, 1.2665e-6
-0.400, 1.3403e-6
-0.390, 1.4447e-6
-0.380, 1.5541e-6
-0.370, 1.6572e-6
-0.360, 1.7253e-6
-0.350, 1.8058e-6
-0.340, 1.8932e-6
-0.330, 2.0382e-6
-0.320, 2.1221e-6
-0.310, 2.1949e-6
-0.300, 2.3258e-6
-0.290, 2.4393e-6
-0.280, 2.5668e-6
-0.270, 2.6605e-6
-0.260, 2.7864e-6
-0.250, 2.9478e-6
-0.240, 3.1239e-6
-0.230, 3.2899e-6
-0.220, 3.4946e-6
-0.210, 3.6448e-6
-0.200, 3.8646e-6
-0.190, 4.0364e-6
-0.180, 4.3325e-6
-0.170, 4.6266e-6
-0.160, 4.9053e-6
-0.150, 5.2718e-6
-0.140, 5.4970e-6
-0.130, 5.8560e-6
-0.120, 6.2002e-6
-0.110, 6.6612e-6
-0.100, 7.0224e-6
-0.090, 7.4612e-6
-0.080, 7.8799e-6
-0.070, 8.3393e-6
-0.060, 8.7807e-6
-0.050, 9.2484e-6
-0.040, 9.6547e-6
-0.030, 1.0075e-5
-0.020, 1.0537e-5
-0.010, 1.0934e-5
-0.000, 1.1343e-5
0.010, 1.1758e-5
0.020, 1.2056e-5
0.030, 1.2441e-5
0.040, 1.2833e-5
0.050, 1.3095e-5
0.060, 1.3404e-5
0.070, 1.3734e-5
0.080, 1.3935e-5
0.090, 1.4244e-5
0.100, 1.4443e-5
0.110, 1.4587e-5
0.120, 1.4758e-5
0.130, 1.4953e-5
0.140, 1.5199e-5
0.150, 1.5325e-5
0.160, 1.5491e-5
0.170, 1.5590e-5
0.180, 1.5799e-5
0.190, 1.5970e-5
0.200, 1.6172e-5
0.210, 1.6238e-5
0.220, 1.6445e-5
0.230, 1.6511e-5
0.240, 1.6677e-5
0.250, 1.6770e-5
0.260, 1.6888e-5
0.270, 1.7028e-5
0.280, 1.7172e-5
0.290, 1.7300e-5
0.300, 1.7429e-5
0.310, 1.7548e-5
0.320, 1.7630e-5
0.330, 1.7750e-5
0.340, 1.7901e-5
0.350, 1.8089e-5
0.360, 1.8320e-5
0.370, 1.8388e-5
0.380, 1.8562e-5
0.390, 1.8749e-5
0.400, 1.8912e-5
0.410, 1.9096e-5
0.420, 1.9303e-5
0.430, 1.9495e-5
0.440, 1.9649e-5
0.450, 1.9870e-5
0.460, 2.0080e-5
0.470, 2.0292e-5
0.480, 2.0530e-5
0.490, 2.0843e-5
0.500, 2.1131e-5
0.510, 2.1346e-5
0.520, 2.1782e-5
0.530, 2.2122e-5
0.540, 2.2604e-5
0.550, 2.3089e-5
0.560, 2.3750e-5
0.570, 2.4479e-5
0.580, 2.5377e-5
0.590, 2.6439e-5
0.600, 2.7851e-5
