Aug. 25, 2020   15:44:40
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_700_18.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 5.2622e-7
-0.480, 6.2177e-7
-0.470, 6.9438e-7
-0.460, 7.8133e-7
-0.450, 8.8213e-7
-0.440, 9.7983e-7
-0.430, 1.0806e-6
-0.420, 1.1869e-6
-0.410, 1.3073e-6
-0.400, 1.4143e-6
-0.390, 1.5232e-6
-0.380, 1.6362e-6
-0.370, 1.7657e-6
-0.360, 1.8632e-6
-0.350, 1.9389e-6
-0.340, 2.0569e-6
-0.330, 2.1835e-6
-0.320, 2.2582e-6
-0.310, 2.3731e-6
-0.300, 2.4878e-6
-0.290, 2.6679e-6
-0.280, 2.7474e-6
-0.270, 2.8896e-6
-0.260, 3.0341e-6
-0.250, 3.2199e-6
-0.240, 3.4246e-6
-0.230, 3.6179e-6
-0.220, 3.8646e-6
-0.210, 4.1458e-6
-0.200, 4.4940e-6
-0.190, 4.8700e-6
-0.180, 5.1700e-6
-0.170, 5.5720e-6
-0.160, 6.0373e-6
-0.150, 6.5277e-6
-0.140, 6.9562e-6
-0.130, 7.5622e-6
-0.120, 8.1365e-6
-0.110, 8.7317e-6
-0.100, 9.3277e-6
-0.090, 9.9581e-6
-0.080, 1.0633e-5
-0.070, 1.1283e-5
-0.060, 1.1864e-5
-0.050, 1.2482e-5
-0.040, 1.3156e-5
-0.030, 1.3789e-5
-0.020, 1.4419e-5
-0.010, 1.5032e-5
-0.000, 1.5591e-5
0.010, 1.6189e-5
0.020, 1.6789e-5
0.030, 1.7278e-5
0.040, 1.7800e-5
0.050, 1.8284e-5
0.060, 1.8778e-5
0.070, 1.9130e-5
0.080, 1.9594e-5
0.090, 1.9985e-5
0.100, 2.0369e-5
0.110, 2.0706e-5
0.120, 2.1026e-5
0.130, 2.1338e-5
0.140, 2.1600e-5
0.150, 2.1882e-5
0.160, 2.2203e-5
0.170, 2.2487e-5
0.180, 2.2756e-5
0.190, 2.2982e-5
0.200, 2.3218e-5
0.210, 2.3478e-5
0.220, 2.3719e-5
0.230, 2.3983e-5
0.240, 2.4163e-5
0.250, 2.4393e-5
0.260, 2.4626e-5
0.270, 2.4822e-5
0.280, 2.5035e-5
0.290, 2.5290e-5
0.300, 2.5581e-5
0.310, 2.5861e-5
0.320, 2.6107e-5
0.330, 2.6361e-5
0.340, 2.6594e-5
0.350, 2.6859e-5
0.360, 2.7213e-5
0.370, 2.7418e-5
0.380, 2.7708e-5
0.390, 2.8029e-5
0.400, 2.8298e-5
0.410, 2.8540e-5
0.420, 2.8929e-5
0.430, 2.9252e-5
0.440, 2.9589e-5
0.450, 2.9986e-5
0.460, 3.0473e-5
0.470, 3.0814e-5
0.480, 3.1258e-5
0.490, 3.1659e-5
0.500, 3.2190e-5
0.510, 3.2742e-5
0.520, 3.3335e-5
0.530, 3.4003e-5
0.540, 3.4675e-5
0.550, 3.5501e-5
0.560, 3.6443e-5
0.570, 3.7597e-5
0.580, 3.8771e-5
0.590, 4.0439e-5
0.600, 4.2336e-5
