Aug. 25, 2020   14:27:54
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_650_16.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Ep = 0.180V
ip = 1.408e-7A
Ah = 1.211e-6C

Potential/V, Current/A

Segment 1:
-0.490, 6.3873e-7
-0.480, 7.0059e-7
-0.470, 7.5983e-7
-0.460, 8.1453e-7
-0.450, 8.7377e-7
-0.440, 9.4806e-7
-0.430, 1.0216e-6
-0.420, 1.1005e-6
-0.410, 1.1881e-6
-0.400, 1.2705e-6
-0.390, 1.3431e-6
-0.380, 1.4337e-6
-0.370, 1.5342e-6
-0.360, 1.6128e-6
-0.350, 1.6993e-6
-0.340, 1.7671e-6
-0.330, 1.8436e-6
-0.320, 1.8901e-6
-0.310, 1.9823e-6
-0.300, 2.0320e-6
-0.290, 2.1099e-6
-0.280, 2.1565e-6
-0.270, 2.2480e-6
-0.260, 2.3469e-6
-0.250, 2.4274e-6
-0.240, 2.4653e-6
-0.230, 2.5305e-6
-0.220, 2.5857e-6
-0.210, 2.6290e-6
-0.200, 2.6901e-6
-0.190, 2.7455e-6
-0.180, 2.8043e-6
-0.170, 2.8786e-6
-0.160, 2.8879e-6
-0.150, 2.9438e-6
-0.140, 2.9648e-6
-0.130, 3.0064e-6
-0.120, 3.0324e-6
-0.110, 3.0510e-6
-0.100, 3.0928e-6
-0.090, 3.1256e-6
-0.080, 3.1385e-6
-0.070, 3.1404e-6
-0.060, 3.1702e-6
-0.050, 3.1671e-6
-0.040, 3.1869e-6
-0.030, 3.2022e-6
-0.020, 3.1970e-6
-0.010, 3.2082e-6
-0.000, 3.1812e-6
0.010, 3.2371e-6
0.020, 3.2507e-6
0.030, 3.2409e-6
0.040, 3.2610e-6
0.050, 3.2839e-6
0.060, 3.2949e-6
0.070, 3.2796e-6
0.080, 3.3284e-6
0.090, 3.3670e-6
0.100, 3.3312e-6
0.110, 3.3790e-6
0.120, 3.3730e-6
0.130, 3.4074e-6
0.140, 3.3601e-6
0.150, 3.3625e-6
0.160, 3.3587e-6
0.170, 3.4120e-6
0.180, 3.4516e-6
0.190, 3.4440e-6
0.200, 3.4571e-6
0.210, 3.4688e-6
0.220, 3.4686e-6
0.230, 3.4953e-6
0.240, 3.7421e-6
0.250, 3.5407e-6
0.260, 3.5003e-6
0.270, 3.5486e-6
0.280, 3.5863e-6
0.290, 3.5440e-6
0.300, 3.6465e-6
0.310, 3.6824e-6
0.320, 3.6876e-6
0.330, 3.7134e-6
0.340, 3.6905e-6
0.350, 3.7163e-6
0.360, 3.7234e-6
0.370, 3.7941e-6
0.380, 3.8326e-6
0.390, 3.7769e-6
0.400, 3.8603e-6
0.410, 3.9045e-6
0.420, 3.9372e-6
0.430, 3.9484e-6
0.440, 4.0160e-6
0.450, 4.0758e-6
0.460, 4.1331e-6
0.470, 4.2150e-6
0.480, 4.2936e-6
0.490, 4.4245e-6
0.500, 4.5248e-6
0.510, 4.7549e-6
0.520, 5.0386e-6
0.530, 5.3439e-6
0.540, 5.7473e-6
0.550, 6.3006e-6
0.560, 7.0255e-6
0.570, 7.9232e-6
0.580, 9.2040e-6
0.590, 1.0937e-5
0.600, 1.3398e-5
