Aug. 25, 2020   12:03:30
Linear Sweep Voltammetry
File: c:\users\als\desktop\katayama\2020\tokubuchi\20200825\same sample diff t_700_12.txt
Data Source:  Experiment
Instrument Model:  CHI660A
Header: 
Note: 

Init E (V) = -0.5
Final E (V) = 0.6
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.01
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4


Potential/V, Current/A

Segment 1:
-0.490, 3.2462e-7
-0.480, 3.7741e-7
-0.470, 4.0942e-7
-0.460, 4.4214e-7
-0.450, 4.6865e-7
-0.440, 5.0186e-7
-0.430, 5.4008e-7
-0.420, 5.8020e-7
-0.410, 6.2607e-7
-0.400, 6.6285e-7
-0.390, 7.0967e-7
-0.380, 7.7631e-7
-0.370, 8.1907e-7
-0.360, 8.7879e-7
-0.350, 9.4424e-7
-0.340, 1.0013e-6
-0.330, 1.0438e-6
-0.320, 1.1184e-6
-0.310, 1.1867e-6
-0.300, 1.2569e-6
-0.290, 1.3214e-6
-0.280, 1.4215e-6
-0.270, 1.5111e-6
-0.260, 1.6025e-6
-0.250, 1.7330e-6
-0.240, 1.8641e-6
-0.230, 2.0184e-6
-0.220, 2.1925e-6
-0.210, 2.3626e-6
-0.200, 2.5876e-6
-0.190, 2.8573e-6
-0.180, 3.1334e-6
-0.170, 3.3983e-6
-0.160, 3.7347e-6
-0.150, 4.0409e-6
-0.140, 4.4016e-6
-0.130, 4.8136e-6
-0.120, 5.1736e-6
-0.110, 5.5689e-6
-0.100, 5.9578e-6
-0.090, 6.3758e-6
-0.080, 6.7544e-6
-0.070, 7.1583e-6
-0.060, 7.5283e-6
-0.050, 7.9263e-6
-0.040, 8.2743e-6
-0.030, 8.6732e-6
-0.020, 9.0036e-6
-0.010, 9.3480e-6
-0.000, 9.6569e-6
0.010, 9.9576e-6
0.020, 1.0280e-5
0.030, 1.0501e-5
0.040, 1.0756e-5
0.050, 1.1033e-5
0.060, 1.1253e-5
0.070, 1.1493e-5
0.080, 1.1692e-5
0.090, 1.1915e-5
0.100, 1.2103e-5
0.110, 1.2301e-5
0.120, 1.2451e-5
0.130, 1.2596e-5
0.140, 1.2765e-5
0.150, 1.2925e-5
0.160, 1.3098e-5
0.170, 1.3244e-5
0.180, 1.3357e-5
0.190, 1.3552e-5
0.200, 1.3685e-5
0.210, 1.3820e-5
0.220, 1.3969e-5
0.230, 1.4097e-5
0.240, 1.4273e-5
0.250, 1.4407e-5
0.260, 1.4560e-5
0.270, 1.4671e-5
0.280, 1.4832e-5
0.290, 1.4998e-5
0.300, 1.5156e-5
0.310, 1.5292e-5
0.320, 1.5464e-5
0.330, 1.5612e-5
0.340, 1.5766e-5
0.350, 1.5953e-5
0.360, 1.6134e-5
0.370, 1.6296e-5
0.380, 1.6526e-5
0.390, 1.6692e-5
0.400, 1.6952e-5
0.410, 1.7140e-5
0.420, 1.7359e-5
0.430, 1.7571e-5
0.440, 1.7853e-5
0.450, 1.8154e-5
0.460, 1.8395e-5
0.470, 1.8756e-5
0.480, 1.9110e-5
0.490, 1.9407e-5
0.500, 1.9813e-5
0.510, 2.0247e-5
0.520, 2.0749e-5
0.530, 2.1339e-5
0.540, 2.1941e-5
0.550, 2.2653e-5
0.560, 2.3527e-5
0.570, 2.4644e-5
0.580, 2.6033e-5
0.590, 2.7648e-5
0.600, 2.9842e-5
